team	week	def_sacks	def_interceptions	def_safeties	def_tds	fumble_recovery_opp	fumble_recovery_tds	special_teams_tds	def_punt_blocks	def_pat_blocks	def_fg_blocks	def_2pt_made	points_allowed
DEN	3	4	1	1	0	2	0	0	0	0	0	0	10
DET	3	1	0	0	0	1	0	0	0	0	0	0	28
GB	3	3	0	0	0	2	0	0	0	0	0	0	12
HOU	3	5	2	0	0	0	0	0	0	0	0	0	23
IND	3	1	1	0	0	1	0	0	0	0	0	0	17
JAX	3	1	1	0	0	1	0	0	0	0	0	0	10
KC	3	5	0	0	0	1	0	0	0	0	0	0	20
LA	3	2	0	0	0	0	0	0	0	0	0	0	12
LAC	3	0	0	0	0	0	0	0	0	0	0	0	38
LV	3	1	1	0	0	0	0	0	0	0	0	0	24
MIA	3	4	0	0	0	1	0	0	0	0	1	0	19
MIN	3	0	1	0	0	0	0	0	0	0	0	0	24
NE	3	4	1	0	0	1	0	0	0	0	0	0	37
NO	3	3	0	0	0	0	0	0	0	0	0	0	22
NYG	3	0	0	0	0	0	0	0	0	0	0	0	23
NYJ	3	2	0	0	0	1	0	0	0	0	0	0	27
PHI	3	9	0	0	0	1	0	0	0	0	0	0	8
PIT	3	2	0	0	0	0	0	0	0	0	0	0	29
SEA	3	3	1	0	0	1	0	0	0	0	0	0	27
SF	3	4	0	0	0	0	0	0	0	0	0	0	11
TB	3	1	1	0	0	1	0	0	0	0	0	0	14
TEN	3	1	1	0	0	0	0	0	0	0	0	0	22
WAS	3	3	0	1	0	0	0	0	0	0	0	0	24
ARI	4	2	2	0	0	1	0	0	0	0	0	0	16
ATL	4	1	1	0	0	1	0	0	0	0	0	0	20
BAL	4	1	1	0	0	1	0	0	0	0	0	0	23
BUF	4	2	2	0	0	0	0	0	0	0	0	0	20
CAR	4	1	1	0	1	0	0	0	0	0	0	0	26
CHI	4	1	1	0	0	1	0	0	0	0	0	0	20
CIN	4	1	2	0	0	0	0	0	0	0	1	0	15
CLE	4	1	1	0	0	0	0	0	0	0	0	0	23
DAL	4	2	2	0	0	0	0	0	0	0	0	0	10
DEN	4	2	0	0	0	0	0	0	0	0	0	0	32
DET	4	0	0	0	0	1	0	0	0	0	0	0	48
GB	4	4	0	0	0	1	0	0	0	0	0	0	24
HOU	4	1	0	0	0	1	0	0	0	0	0	0	34
IND	4	3	0	0	0	0	0	0	0	0	0	0	24
JAX	4	2	1	0	1	0	0	0	0	0	0	0	29
KC	4	1	0	0	0	2	0	0	0	0	0	0	31
LA	4	0	0	0	0	0	0	0	0	0	0	0	24
LAC	4	4	2	0	0	0	0	0	0	0	0	0	24
LV	4	3	0	0	0	1	1	0	0	0	0	0	23
MIA	4	1	0	0	0	0	0	0	0	0	0	0	27
MIN	4	2	0	0	0	2	0	0	0	0	0	0	25
NE	4	1	1	0	1	1	0	0	0	0	0	0	27
NO	4	3	1	0	0	0	0	0	0	0	0	0	28
NYG	4	5	0	0	0	3	0	0	0	0	0	0	12
NYJ	4	3	4	0	0	0	0	0	0	0	0	0	20
PHI	4	3	1	0	0	4	0	0	0	0	0	0	21
PIT	4	1	2	0	0	0	0	0	0	0	0	0	24
SEA	4	1	1	0	1	1	0	0	0	0	0	0	45
SF	4	7	1	0	1	1	0	0	0	0	0	0	9
TB	4	3	1	0	0	0	0	0	0	0	0	0	41
TEN	4	3	1	0	0	2	0	0	0	0	0	0	17
WAS	4	1	0	0	0	0	0	0	0	1	0	0	25
ARI	5	2	0	0	0	0	0	0	0	0	0	0	20
ATL	5	0	0	0	0	0	0	0	0	0	0	0	21
BAL	5	3	1	0	0	0	0	0	0	0	0	0	17
BUF	5	3	1	0	0	1	0	0	0	0	0	0	3
CAR	5	2	0	0	0	1	0	0	0	0	1	0	37
CHI	5	1	1	0	0	0	0	0	0	0	1	0	29
CIN	5	1	1	0	0	0	0	0	0	0	0	0	19
CLE	5	1	0	0	0	0	0	0	0	0	0	0	30
DAL	5	5	1	0	0	2	1	0	1	0	0	0	10
DEN	5	6	2	0	0	0	0	0	0	0	0	0	12
DET	5	0	1	0	0	0	0	0	0	0	0	0	29
GB	5	1	0	1	0	0	0	0	0	0	0	0	27
HOU	5	0	2	0	0	0	0	0	0	0	0	0	6
IND	5	4	2	0	0	0	0	0	0	0	1	0	9
JAX	5	1	0	0	0	0	0	0	0	0	0	0	13
KC	5	2	0	0	0	0	0	0	0	0	0	0	29
LA	5	3	0	0	0	0	0	0	0	0	0	0	22
LAC	5	0	1	0	0	0	0	0	0	0	0	0	28
LV	5	3	0	0	0	0	0	0	0	0	0	0	30
MIA	5	2	0	0	0	0	0	0	0	0	0	0	40
MIN	5	2	0	0	0	1	0	0	0	0	0	0	22
NE	5	2	1	0	0	1	1	0	0	0	0	0	0
NO	5	3	0	0	0	1	0	0	0	0	0	0	32
NYG	5	2	0	0	0	0	0	0	0	0	0	0	22
NYJ	5	2	1	1	0	1	0	0	0	0	0	0	17
PHI	5	1	1	0	0	0	0	0	0	0	0	0	17
PIT	5	0	1	0	0	1	0	0	0	0	1	0	38
SEA	5	1	1	0	0	1	0	0	0	0	0	0	39
SF	5	6	1	0	1	0	0	0	0	0	0	0	15
TB	5	5	0	0	0	0	0	0	0	0	0	0	15
TEN	5	3	1	0	0	0	0	0	0	0	0	0	17
WAS	5	5	0	0	0	0	0	0	0	0	0	0	21
ARI	6	5	0	0	0	1	1	0	0	0	0	0	19
ATL	6	0	2	0	0	1	1	0	0	0	0	0	14
BAL	6	4	0	0	0	1	0	0	0	0	0	0	24
BUF	6	3	2	0	0	0	0	0	0	0	0	0	20
CAR	6	1	1	0	1	0	0	0	0	0	0	0	24
CHI	6	3	0	0	0	0	0	0	0	0	0	0	12
CIN	6	1	0	0	0	0	0	0	0	0	0	0	26
CLE	6	2	0	0	0	1	0	0	0	0	0	0	38
DAL	6	4	0	0	0	0	0	0	0	0	0	0	26
DEN	6	2	1	0	0	0	0	0	0	0	0	0	19
GB	6	2	0	0	0	0	0	0	0	0	0	0	27
IND	6	4	0	0	0	1	0	0	0	0	0	0	27
JAX	6	0	0	0	0	0	0	0	0	0	0	0	34
KC	6	1	0	0	0	1	0	0	0	0	0	0	24
LA	6	2	1	0	0	0	0	0	0	0	0	0	10
LAC	6	4	0	0	0	1	0	0	0	0	0	0	16
MIA	6	3	0	0	0	0	0	0	0	0	0	0	24
MIN	6	6	2	0	0	1	0	0	0	0	0	0	16
NE	6	3	2	0	0	2	0	0	0	0	0	0	15
NO	6	3	0	0	0	1	0	0	0	0	0	0	30
NYG	6	2	1	0	0	1	0	0	0	0	0	0	20
NYJ	6	4	0	0	0	1	0	1	1	0	1	0	10
PHI	6	0	3	0	0	0	0	0	0	0	0	0	17
PIT	6	2	0	0	0	0	0	0	0	0	0	0	18
SEA	6	6	1	0	0	1	0	0	0	0	0	0	9
SF	6	2	0	0	0	0	0	0	0	0	0	0	28
TB	6	2	0	0	0	0	0	0	0	0	0	0	20
WAS	6	5	1	0	0	1	0	0	0	0	0	0	7
ARI	7	0	3	0	2	0	0	0	0	0	0	0	34
ATL	7	3	0	0	0	0	0	0	0	0	0	0	35
BAL	7	5	0	0	0	2	0	0	0	0	1	0	20
CAR	7	1	0	0	0	0	0	0	0	0	0	0	3
CHI	7	1	3	0	0	1	0	0	0	0	0	0	14
CIN	7	3	0	0	0	0	0	0	0	0	0	0	17
CLE	7	3	0	0	0	1	0	0	0	0	0	0	23
DAL	7	5	2	0	0	3	0	0	0	0	0	0	6
DEN	7	3	0	0	0	0	0	0	0	0	0	0	16
DET	7	2	0	0	0	1	0	0	0	0	0	0	24
GB	7	1	1	0	1	0	0	0	0	0	0	0	23
HOU	7	1	0	0	0	0	0	0	0	0	0	0	38
IND	7	2	0	0	0	1	0	0	0	0	0	0	19
JAX	7	1	0	0	0	0	0	0	0	0	0	0	23
KC	7	5	2	1	0	1	0	0	0	0	0	0	23
LAC	7	2	1	1	0	1	0	0	0	0	0	0	37
LV	7	1	1	0	1	0	0	0	0	0	0	0	20
MIA	7	2	3	0	0	0	0	0	0	0	0	0	10
NE	7	4	1	0	0	0	0	0	0	0	0	0	33
NO	7	2	0	0	0	0	0	0	0	0	0	0	42
NYG	7	0	0	0	0	1	0	0	0	1	0	0	17
NYJ	7	1	1	0	0	0	0	0	0	0	0	0	9
PIT	7	0	0	0	0	0	0	0	0	0	0	0	16
SEA	7	3	1	0	0	1	0	0	0	0	0	0	23
SF	7	1	1	0	0	1	0	0	0	0	0	0	44
TB	7	1	0	0	0	0	0	0	0	0	0	0	21
TEN	7	3	2	0	1	1	0	0	0	0	0	0	10
WAS	7	0	0	0	0	1	0	0	0	0	0	0	21
ARI	8	3	0	0	0	1	0	0	0	0	1	0	34
ATL	8	1	1	0	1	0	0	0	0	0	0	0	34
BAL	8	3	0	0	0	1	0	0	0	0	0	0	22
BUF	8	2	1	0	0	0	0	0	0	0	0	0	17
CAR	8	2	2	0	0	0	0	0	0	0	0	0	37
CHI	8	1	1	0	0	0	0	0	0	0	0	0	49
CIN	8	2	1	0	0	1	0	0	0	0	1	0	32
CLE	8	5	1	0	0	1	0	0	0	0	0	0	13
DAL	8	4	0	0	0	1	1	0	0	0	0	0	29
DEN	8	2	2	0	0	0	0	0	0	0	0	0	17
DET	8	2	0	0	0	1	0	0	0	0	0	0	31
GB	8	2	2	0	0	0	0	0	0	0	0	0	27
HOU	8	3	1	0	0	1	0	0	0	0	0	0	17
IND	8	2	1	0	0	0	0	0	0	0	0	0	17
JAX	8	3	1	0	0	0	0	0	0	0	0	0	21
LA	8	3	0	0	0	0	0	0	0	0	0	0	31
LV	8	0	0	0	0	0	0	0	0	0	0	0	24
MIA	8	1	0	0	0	0	0	0	0	0	0	0	27
MIN	8	4	2	0	0	1	0	0	0	0	0	0	26
NE	8	2	3	0	0	0	0	0	0	0	0	0	17
NO	8	4	1	0	0	0	0	0	0	0	0	0	0
NYG	8	3	0	0	0	1	0	0	0	0	0	0	27
NYJ	8	6	1	0	0	0	0	0	0	0	0	0	22
PHI	8	6	1	0	0	1	0	0	0	0	0	0	13
PIT	8	3	0	0	0	0	0	0	0	0	0	0	35
SEA	8	5	0	0	0	2	0	0	0	0	0	0	13
SF	8	2	0	0	0	0	0	0	0	0	0	0	14
TB	8	3	0	0	0	0	0	0	0	0	1	0	27
TEN	8	3	1	0	0	0	0	0	0	0	0	0	10
WAS	8	2	0	0	0	2	0	0	0	0	0	0	16
ARI	9	2	1	0	1	0	0	0	0	0	0	0	31
ATL	9	0	1	0	0	1	0	0	0	0	0	0	20
BAL	9	4	1	0	0	0	0	0	0	0	0	0	13
BUF	9	2	0	0	0	1	0	0	0	0	0	0	20
CAR	9	2	0	0	0	0	0	0	0	0	0	0	42
CHI	9	0	0	0	0	0	0	0	0	0	0	0	35
CIN	9	0	2	0	0	1	0	0	0	0	0	0	21
DET	9	1	3	0	0	0	0	0	0	0	0	0	9
GB	9	0	1	0	0	0	0	0	0	0	0	0	15
HOU	9	4	0	0	0	1	0	0	0	0	0	0	29
IND	9	4	0	0	0	1	0	0	0	0	0	0	26
JAX	9	2	0	0	0	1	0	0	0	0	0	0	20
KC	9	3	0	0	0	0	0	0	0	0	0	0	17
LA	9	1	0	0	0	0	0	0	0	0	1	0	16
LAC	9	2	0	0	0	2	0	0	0	0	0	0	17
LV	9	0	0	0	0	1	0	0	0	0	0	0	27
MIA	9	2	0	0	0	0	0	1	1	0	0	0	32
MIN	9	3	1	0	0	0	0	0	0	0	0	0	17
NE	9	9	1	0	1	0	0	0	1	0	0	0	3
NO	9	3	0	0	0	0	0	0	0	0	0	0	27
NYJ	9	5	2	0	0	0	0	0	0	0	0	0	17
PHI	9	3	2	0	0	0	0	0	0	0	0	0	17
SEA	9	4	0	0	0	1	0	0	0	0	0	0	21
TB	9	4	0	0	0	0	0	0	0	0	0	0	13
TEN	9	4	1	0	0	0	0	0	0	0	0	0	20
WAS	9	2	1	0	0	0	0	0	0	0	0	0	20
ARI	10	3	1	0	0	1	0	0	0	0	0	0	17
ATL	10	1	0	0	0	0	0	0	0	0	0	0	25
BUF	10	4	2	0	0	0	0	0	0	0	0	0	33
CAR	10	5	1	0	0	0	0	0	0	1	0	0	15
CHI	10	2	0	0	0	0	0	0	0	0	0	0	31
CLE	10	1	0	0	0	0	0	0	0	0	0	0	39
DAL	10	2	0	0	0	2	0	0	0	0	0	0	31
DEN	10	1	0	0	0	1	0	0	0	0	0	0	17
DET	10	3	1	0	1	0	0	0	0	0	0	0	30
GB	10	2	2	0	0	0	0	0	0	0	0	0	28
HOU	10	3	0	0	0	0	0	0	0	0	0	0	24
IND	10	2	0	0	0	0	0	0	0	0	0	0	20
JAX	10	0	1	0	0	2	0	0	0	0	0	0	27
KC	10	5	0	0	0	0	0	0	0	0	0	0	17
LA	10	2	0	0	0	0	0	0	0	0	0	0	27
LAC	10	1	0	0	0	1	0	0	0	0	0	0	22
LV	10	1	0	0	0	1	0	0	0	0	0	0	25
MIA	10	3	0	0	0	1	0	0	0	0	0	0	17
MIN	10	2	2	0	0	2	1	0	0	0	0	0	30
NO	10	6	0	0	0	0	0	0	0	0	0	0	20
NYG	10	4	1	0	0	1	0	0	0	0	0	0	16
PHI	10	3	1	0	0	1	0	0	0	0	0	0	32
PIT	10	2	2	0	0	0	0	0	0	0	0	0	10
SEA	10	0	2	0	0	0	0	0	0	0	0	0	21
SF	10	3	1	0	0	0	0	0	0	0	0	0	16
TB	10	3	0	0	0	1	0	0	0	0	0	0	16
TEN	10	6	1	0	0	0	0	0	0	0	0	0	10
WAS	10	1	1	0	0	3	1	0	0	0	0	0	21
ARI	11	0	0	0	0	0	0	0	0	0	0	0	38
ATL	11	4	1	0	0	0	0	1	0	0	0	0	24
BAL	11	4	2	0	0	1	0	0	0	0	0	0	3
BUF	11	1	0	0	0	1	0	0	0	0	1	0	23
CAR	11	3	1	0	0	0	0	0	0	0	0	0	13
CHI	11	0	0	0	0	2	0	0	0	0	0	0	27
CIN	11	2	0	0	0	0	0	0	0	0	0	0	30
CLE	11	2	0	0	0	0	0	0	0	0	0	0	31
DAL	11	7	0	0	0	1	0	0	0	0	0	0	3
DEN	11	1	0	0	0	0	0	0	0	0	0	0	22
DET	11	2	2	0	0	1	0	0	0	1	0	0	18
GB	11	3	1	0	0	0	0	0	0	0	0	0	27
HOU	11	0	0	0	0	0	0	0	0	0	0	0	23
IND	11	3	0	0	0	2	0	0	0	0	0	0	17
KC	11	5	1	0	0	1	0	0	0	0	0	0	27
LA	11	4	0	0	0	0	0	0	0	0	0	0	27
LAC	11	1	0	0	0	1	0	0	0	0	0	0	30
LV	11	3	0	0	0	0	0	0	0	0	1	0	16
MIN	11	0	0	0	0	0	0	0	0	0	0	0	40
NE	11	4	0	0	0	0	0	1	0	0	0	0	3
NO	11	4	0	0	0	0	0	0	0	0	0	0	20
NYG	11	0	0	0	0	0	0	0	0	0	0	0	31
NYJ	11	6	0	0	0	0	0	0	0	0	0	0	10
PHI	11	4	0	0	0	1	0	0	0	0	0	0	16
PIT	11	2	2	0	0	0	0	0	0	0	0	0	37
SF	11	3	2	0	0	0	0	0	0	0	0	0	10
TEN	11	1	0	0	0	0	0	0	0	1	0	0	17
WAS	11	5	2	0	1	0	0	0	0	0	0	0	10
ARI	12	4	0	0	0	0	0	0	0	0	0	0	25
ATL	12	0	1	0	0	0	0	0	0	0	0	0	19
BAL	12	4	0	0	0	1	0	0	0	0	0	0	28
BUF	12	2	0	1	0	2	0	0	0	0	0	0	25
CAR	12	3	0	0	0	2	0	0	0	0	0	0	10
CHI	12	1	0	0	0	0	0	0	0	0	0	0	31
CIN	12	1	0	0	0	0	0	0	0	0	0	0	16
CLE	12	3	0	0	0	0	0	0	0	0	0	0	17
DAL	12	3	0	0	0	0	0	0	0	0	0	0	20
DEN	12	0	0	0	0	1	0	0	0	0	0	0	23
DET	12	3	1	0	0	0	0	0	0	0	0	0	28
GB	12	2	0	0	0	1	0	0	0	0	0	0	40
HOU	12	5	0	0	0	1	0	0	0	0	0	0	30
IND	12	3	0	0	0	0	0	0	0	0	0	0	24
JAX	12	1	0	0	0	2	0	0	0	0	0	0	27
KC	12	3	2	0	0	0	0	0	0	0	0	0	10
LA	12	0	1	0	0	1	0	0	0	0	0	0	26
LAC	12	1	1	0	0	1	0	0	0	0	0	0	24
LV	12	3	1	0	0	1	0	0	0	0	0	0	34
MIA	12	5	2	0	0	1	1	0	0	0	0	0	15
MIN	12	3	0	0	0	0	0	1	0	0	0	0	26
NE	12	1	1	0	0	0	0	0	0	0	0	0	33
NO	12	1	0	0	0	0	0	0	0	0	0	0	13
NYG	12	0	2	0	0	0	0	0	0	0	0	0	28
NYJ	12	2	1	0	0	0	0	0	0	0	0	0	10
PHI	12	3	2	0	0	0	0	0	0	0	0	0	33
PIT	12	3	1	0	0	1	0	0	0	0	1	0	17
SEA	12	1	2	0	0	0	0	0	0	0	0	0	40
SF	12	1	0	0	0	2	0	0	0	0	0	0	0
TB	12	4	1	0	0	0	0	0	0	0	0	0	23
TEN	12	1	0	0	0	0	1	0	0	0	0	0	20
WAS	12	1	1	0	0	0	0	0	0	0	0	0	13
ATL	13	0	0	0	0	0	0	0	0	0	0	0	19
BAL	13	2	0	0	0	0	0	0	0	0	0	0	9
BUF	13	1	0	0	0	0	0	0	0	0	0	0	10
CHI	13	0	0	0	0	0	0	0	0	0	0	0	28
CIN	13	2	0	0	0	1	0	0	0	0	0	0	24
CLE	13	0	2	0	1	2	1	1	0	0	0	0	14
DAL	13	3	3	0	0	2	1	0	0	0	0	0	19
DEN	13	4	2	0	0	0	0	0	0	0	0	0	10
DET	13	2	0	0	0	1	0	0	0	0	0	0	14
GB	13	0	2	0	0	1	0	0	0	0	1	0	19
HOU	13	1	1	1	0	1	0	0	0	0	0	0	27
IND	13	1	1	0	0	0	0	0	0	1	0	0	54
JAX	13	2	0	0	0	0	0	0	0	0	0	0	40
KC	13	1	0	0	0	0	0	0	0	0	0	0	27
LA	13	4	1	0	0	1	0	0	0	0	0	0	27
LAC	13	0	1	0	1	1	0	0	0	0	1	0	27
LV	13	5	0	0	0	1	0	0	0	0	0	0	20
MIA	13	4	1	0	0	0	0	0	0	0	0	0	33
MIN	13	1	2	0	0	0	0	0	0	0	0	0	22
NE	13	2	0	0	0	1	0	0	0	0	0	0	24
NO	13	1	1	0	0	1	0	0	0	0	0	0	17
NYG	13	5	0	0	0	1	0	0	0	0	0	0	20
NYJ	13	2	0	0	0	0	0	0	0	0	0	0	27
PHI	13	6	0	0	0	0	0	0	0	0	0	0	10
PIT	13	1	1	0	0	0	0	0	0	0	0	0	16
SEA	13	4	2	0	0	0	0	0	0	0	0	0	23
SF	13	3	3	0	0	1	1	0	0	0	0	0	17
TB	13	2	0	0	0	0	0	0	0	0	0	0	16
TEN	13	2	0	0	0	0	0	0	0	0	0	0	35
WAS	13	4	0	0	0	1	0	0	0	0	0	0	20
ARI	14	1	1	0	0	0	0	0	0	0	0	0	27
BAL	14	2	3	0	0	0	0	0	0	0	1	0	14
BUF	14	4	0	0	0	2	0	0	0	0	0	0	12
CAR	14	3	2	0	0	0	0	0	0	0	0	0	24
CIN	14	2	1	0	0	0	0	0	0	0	0	0	10
CLE	14	2	1	0	0	0	0	0	0	0	0	0	23
DAL	14	0	1	0	0	1	0	0	0	0	0	0	23
DEN	14	2	3	0	0	0	0	0	0	0	0	0	34
DET	14	4	0	0	0	2	0	0	0	0	0	0	23
HOU	14	1	2	0	0	1	0	0	0	0	0	0	27
JAX	14	4	1	0	0	3	0	0	0	0	0	0	22
KC	14	6	2	0	1	0	0	0	0	0	0	0	28
LA	14	0	2	0	0	0	0	0	0	0	0	0	16
LAC	14	2	0	0	0	0	0	0	0	0	0	0	17
LV	14	4	0	0	0	1	0	0	0	0	0	0	17
MIA	14	4	0	0	0	0	1	0	0	0	0	0	23
MIN	14	0	0	0	0	0	0	0	0	0	0	0	34
NE	14	6	1	0	0	1	1	0	0	0	0	0	13
NYG	14	4	0	0	0	0	0	0	1	0	0	0	48
NYJ	14	3	0	1	0	0	0	0	1	0	0	0	20
PHI	14	7	0	0	0	1	0	0	0	0	0	0	22
PIT	14	2	0	0	0	0	0	0	0	0	0	0	16
SEA	14	2	0	0	0	0	0	0	0	0	0	0	30
SF	14	0	2	0	0	1	0	0	0	0	0	0	7
TB	14	0	0	0	0	1	0	0	0	0	0	0	35
TEN	14	0	0	0	0	0	0	0	0	0	0	0	36
