RK	TIERS	PLAYER NAME	TEAM	POS	BYE WEEK	AGE	SOS SEASON	ECR VS. ADP
71	7	Derrick Henry	BAL	RB20	14	30	3 out of 5 stars	-14
72	7	Christian Kirk	JAC	WR33	12	27	4 out of 5 stars	11
73	7	Mike Evans	TB	WR34	11	31	3 out of 5 stars	-15
74	7	Stefon Diggs	HOU	WR35	14	30	3 out of 5 stars	-18
75	7	David Montgomery	DET	RB21	5	27	3 out of 5 stars	4
76	7	Amari Cooper	CLE	WR36	10	30	3 out of 5 stars	-4
77	7	Jayden Daniels	WAS	QB12	14	23	3 out of 5 stars	7
78	7	Tony Pollard	TEN	RB22	5	27	3 out of 5 stars	17
79	7	Ladd McConkey	LAC	WR37	5	22	3 out of 5 stars	-6
80	7	George Kittle	SF	TE9	9	30	4 out of 5 stars	-4
81	7	Cooper Kupp	LAR	WR38	6	31	3 out of 5 stars	-17
82	7	Terry McLaurin	WAS	WR39	14	28	3 out of 5 stars	-1
83	7	Tyjae Spears	TEN	RB23	5	23	3 out of 5 stars	9
84	7	Najee Harris	PIT	RB24	9	26	4 out of 5 stars	1
85	8	Javonte Williams	DEN	RB25	14	24	4 out of 5 stars	1
86	8	Trevor Lawrence	JAC	QB13	12	24	5 out of 5 stars	22
87	8	Chris Godwin	TB	WR40	11	28	3 out of 5 stars	2
88	8	Christian Watson	GB	WR41	10	25	4 out of 5 stars	-6
89	8	Diontae Johnson	CAR	WR42	11	28	5 out of 5 stars	-1
90	8	Dak Prescott	DAL	QB14	7	31	2 out of 5 stars	17
91	8	Brian Robinson Jr.	WAS	RB26	14	25	3 out of 5 stars	12
92	8	Evan Engram	JAC	TE10	12	30	3 out of 5 stars	-12
93	8	Alvin Kamara	NO	RB27	12	29	5 out of 5 stars	-19
94	8	David Njoku	CLE	TE11	10	28	3 out of 5 stars	3
95	8	Zamir White	LV	RB28	10	24	3 out of 5 stars	-8
96	8	Keon Coleman	BUF	WR43	12	21	2 out of 5 stars	-33
97	8	Jaylen Warren	PIT	RB29	9	25	4 out of 5 stars	-7
98	8	Calvin Ridley	TEN	WR44	5	29	4 out of 5 stars	-4
99	8	Aaron Jones	MIN	RB30	6	29	3 out of 5 stars	-1
100	8	Brock Purdy	SF	QB15	9	24	2 out of 5 stars	10
101	8	Jake Ferguson	DAL	TE12	7	25	2 out of 5 stars	-10
102	8	Blake Corum	LAR	RB31	6	23	3 out of 5 stars	3
103	8	Hollywood Brown	KC	WR45	6	27	3 out of 5 stars	-3
104	8	Ricky Pearsall	SF	WR46	9	23	2 out of 5 stars	-3
105	8	Keenan Allen	CHI	WR47	7	32	4 out of 5 stars	-12
106	8	Tua Tagovailoa	MIA	QB16	6	26	2 out of 5 stars	12
107	8	Jameson Williams	DET	WR48	5	23	4 out of 5 stars	-1
108	8	Dallas Goedert	PHI	TE13	5	29	4 out of 5 stars	6
109	9	Adonai Mitchell	IND	WR49	14	21	4 out of 5 stars	0
110	9	Zach Charbonnet	SEA	RB32	10	23	4 out of 5 stars	1
111	9	James Conner	ARI	RB33	11	29	2 out of 5 stars	-12
112	9	Josh Downs	IND	WR50	14	23	4 out of 5 stars	14
113	9	Jared Goff	DET	QB17	5	29	4 out of 5 stars	16
114	9	Xavier Legette	CAR	WR51	11	23	5 out of 5 stars	-10
115	9	Courtland Sutton	DEN	WR52	14	28	2 out of 5 stars	8
116	9	Nick Chubb	CLE	RB34	10	28	4 out of 5 stars	-14
117	9	Drake Maye	NE	QB18	14	22	3 out of 5 stars	39
118	9	Pat Freiermuth	PIT	TE14	9	25	3 out of 5 stars	4
119	9	DeAndre Hopkins	TEN	WR53	5	32	4 out of 5 stars	6
120	9	MarShawn Lloyd	GB	RB35	10	23	1 out of 5 stars	-1
121	9	Ben Sinnott	WAS	TE15	14	22	2 out of 5 stars	18
122	9	Luke Musgrave	GB	TE16	10	23	3 out of 5 stars	12
123	9	J.J. McCarthy	MIN	QB19	6	21	5 out of 5 stars	-
124	9	Zack Moss	CIN	RB36	12	26	3 out of 5 stars	-4
125	9	Cole Kmet	CHI	TE17	7	25	3 out of 5 stars	2
126	9	Romeo Doubs	GB	WR54	10	24	4 out of 5 stars	-10
127	9	Devin Singletary	NYG	RB37	11	26	3 out of 5 stars	-12
128	9	Dalton Schultz	HOU	TE18	14	28	2 out of 5 stars	8
129	9	Kendre Miller	NO	RB38	12	22	5 out of 5 stars	19
130	9	Chase Brown	CIN	RB39	12	24	3 out of 5 stars	-17
131	9	Austin Ekeler	WAS	RB40	14	29	3 out of 5 stars	-19
132	9	Bryce Young	CAR	QB20	11	23	5 out of 5 stars	42
133	9	Deshaun Watson	CLE	QB21	10	28	4 out of 5 stars	44
134	9	Roman Wilson	PIT	WR55	9	23	1 out of 5 stars	1
135	9	Jerry Jeudy	CLE	WR56	10	25	3 out of 5 stars	3
136	9	Jahan Dotson	PHI	WR57	5	24	2 out of 5 stars	4
137	9	Jaylen Wright	MIA	RB41	6	21	3 out of 5 stars	-13
138	9	Raheem Mostert	MIA	RB42	6	32	3 out of 5 stars	-21
139	9	Jakobi Meyers	LV	WR58	10	27	3 out of 5 stars	-6
140	9	Jermaine Burton	CIN	WR59	12	23	2 out of 5 stars	-3
141	9	Dontayvion Wicks	GB	WR60	10	23	4 out of 5 stars	-9
142	10	Ja'Lynn Polk	NE	WR61	14	22	3 out of 5 stars	-21
143	10	Khalil Shakir	BUF	WR62	12	24	2 out of 5 stars	-13
144	10	Troy Franklin	DEN	WR63	14	21	2 out of 5 stars	2
145	10	Jerome Ford	CLE	RB43	10	24	4 out of 5 stars	-14
146	10	Isaiah Likely	BAL	TE19	14	24	3 out of 5 stars	3
147	10	Kirk Cousins	ATL	QB22	12	36	3 out of 5 stars	26
148	10	Bo Nix	DEN	QB23	14	24	2 out of 5 stars	24
149	10	Marvin Mims Jr.	DEN	WR64	14	22	2 out of 5 stars	19
150	10	Will Levis	TEN	QB24	5	25	5 out of 5 stars	30
151	10	Joshua Palmer	LAC	WR65	5	24	3 out of 5 stars	-10
152	10	Tyler Lockett	SEA	WR66	10	31	3 out of 5 stars	-9
153	10	Ray Davis	BUF	RB44	12	24	2 out of 5 stars	-2
154	10	Michael Mayer	LV	TE20	10	23	4 out of 5 stars	33
155	10	Baker Mayfield	TB	QB25	11	29	2 out of 5 stars	39
156	10	Rashid Shaheed	NO	WR67	12	26	3 out of 5 stars	-12
157	10	Javon Baker	NE	WR68	14	22	3 out of 5 stars	10
158	10	Matthew Stafford	LAR	QB26	6	36	4 out of 5 stars	44
159	10	Chuba Hubbard	CAR	RB45	11	25	4 out of 5 stars	-4
160	10	Roschon Johnson	CHI	RB46	7	23	2 out of 5 stars	-10
161	10	Tucker Kraft	GB	TE21	10	23	3 out of 5 stars	46
162	10	Mike Williams	NYJ	WR69	12	29	4 out of 5 stars	20
163	10	Gabe Davis	JAC	WR70	12	25	4 out of 5 stars	6
164	10	Michael Wilson	ARI	WR71	11	24	3 out of 5 stars	1
165	10	Kimani Vidal	LAC	RB47	5	23	4 out of 5 stars	-2
166	10	Tyler Allgeier	ATL	RB48	12	24	4 out of 5 stars	-24
167	10	Quentin Johnston	LAC	WR72	5	22	3 out of 5 stars	-20
168	10	Cade Otton	TB	TE22	11	25	3 out of 5 stars	23
169	10	Malachi Corley	NYJ	WR73	12	22	4 out of 5 stars	-24
170	10	Curtis Samuel	BUF	WR74	12	28	2 out of 5 stars	-6
171	10	Chigoziem Okonkwo	TEN	TE23	5	24	4 out of 5 stars	17
172	10	Gus Edwards	LAC	RB49	5	29	4 out of 5 stars	-44
173	10	Michael Penix Jr.	ATL	QB27	12	24	3 out of 5 stars	10
174	10	Antonio Gibson	NE	RB50	14	26	2 out of 5 stars	-4
175	10	Khalil Herbert	CHI	RB51	7	26	2 out of 5 stars	10
176	10	Ja'Tavion Sanders	CAR	TE24	11	21	3 out of 5 stars	-17
177	11	Wan'Dale Robinson	NYG	WR75	11	23	3 out of 5 stars	7
178	11	Audric Estime	DEN	RB52	14	20	4 out of 5 stars	-17
179	11	DeMario Douglas	NE	WR76	14	23	3 out of 5 stars	-21
180	11	Bucky Irving	TB	RB53	11	22	5 out of 5 stars	-28
181	11	Brandin Cooks	DAL	WR77	7	30	3 out of 5 stars	-2
182	11	Noah Fant	SEA	TE25	10	26	3 out of 5 stars	18
183	11	Elijah Moore	CLE	WR78	10	24	3 out of 5 stars	33
184	11	Jaleel McLaughlin	DEN	RB54	14	23	4 out of 5 stars	-9
185	11	Justin Fields	PIT	QB28	9	25	2 out of 5 stars	11
186	11	Rashod Bateman	BAL	WR79	14	24	3 out of 5 stars	0
187	11	Geno Smith	SEA	QB29	10	33	3 out of 5 stars	43
188	11	Dameon Pierce	HOU	RB55	14	24	3 out of 5 stars	2
189	11	Darnell Mooney	ATL	WR80	12	26	4 out of 5 stars	0
190	11	Jalin Hyatt	NYG	WR81	11	22	3 out of 5 stars	20
191	11	Braelon Allen	NYJ	RB56	12	20	2 out of 5 stars	-29
192	11	Ezekiel Elliott	DAL	RB57	7	29	3 out of 5 stars	-38
193	11	Tyrone Tracy Jr.	NYG	RB58	11	24	3 out of 5 stars	-17
