RK	TIERS	PLAYER NAME	TEAM	POS	BYE WEEK	SOS SEASON	ECR VS. ADP
393	12	Johnny Mundt	MIN	TE54	6	2 out of 5 stars	-
394	12	Matt Prater	ARI	K23	11	2 out of 5 stars	-124
395	12	Austin Hooper	NE	TE55	14	3 out of 5 stars	-
396	12	Adam Trautman	DEN	TE56	14	2 out of 5 stars	-
397	12	Jaret Patterson	LAC	RB109	5	4 out of 5 stars	-
398	12	Carson Steele	KC	RB110	6	3 out of 5 stars	-60
399	12	Darnell Washington	PIT	TE57	9	3 out of 5 stars	-
400	12	Greg Joseph	GB	K24	10	5 out of 5 stars	-
401	12	Joshua Karty	LAR	K25	6	1 out of 5 stars	-67
402	12	JuJu Smith-Schuster	FA	WR140	-	-	-
403	12	Logan Thomas	SF	TE58	9	4 out of 5 stars	-
404	12	Olamide Zaccheaus	WAS	WR141	14	3 out of 5 stars	-
405	12	Kevin Harris	NE	RB111	14	2 out of 5 stars	-
406	12	Hunter Renfrow	FA	WR142	-	-	-
407	12	Kyle Juszczyk	SF	RB112	9	2 out of 5 stars	-
408	12	Trayveon Williams	CIN	RB113	12	3 out of 5 stars	-
409	12	Jake Browning	CIN	QB42	12	2 out of 5 stars	-100
410	12	Ainias Smith	PHI	WR143	5	2 out of 5 stars	-
411	13	Ameer Abdullah	LV	RB114	10	3 out of 5 stars	-
412	13	Tyquan Thornton	NE	WR144	14	3 out of 5 stars	-
413	13	Sean Tucker	TB	RB115	11	5 out of 5 stars	-
414	13	Foster Moreau	NO	TE59	12	4 out of 5 stars	-
415	13	Josh Whyle	TEN	TE60	5	4 out of 5 stars	-
416	13	Kenny Pickett	PHI	QB43	5	2 out of 5 stars	-
417	13	Brandon McManus	FA	K26	-	-	-
418	13	Kenny McIntosh	SEA	RB116	10	4 out of 5 stars	-
419	13	Jake Bobo	SEA	WR145	10	3 out of 5 stars	-
420	13	Sione Vaki	DET	RB117	5	3 out of 5 stars	-110
421	13	Nick Westbrook-Ikhine	TEN	WR146	5	4 out of 5 stars	-
422	13	Cam Little	JAC	K27	12	5 out of 5 stars	-
423	13	Eddy Pineiro	CAR	K28	11	3 out of 5 stars	-
424	13	Anders Carlson	GB	K29	10	5 out of 5 stars	-
425	13	Blake Watson	DEN	RB118	14	4 out of 5 stars	-
426	13	Xavier Hutchinson	HOU	WR147	14	3 out of 5 stars	-
427	13	Jaheim Bell	NE	TE61	14	3 out of 5 stars	-
428	13	Luke Schoonmaker	DAL	TE62	7	2 out of 5 stars	-
429	13	Jase McClellan	ATL	RB119	12	4 out of 5 stars	-
430	13	Malik Davis	DAL	RB120	7	3 out of 5 stars	-
431	13	Tyrod Taylor	NYJ	QB44	12	2 out of 5 stars	-
432	13	Latavius Murray	FA	RB121	-	-	-
433	13	Jamison Crowder	WAS	WR148	14	3 out of 5 stars	-
434	13	Ryan Flournoy	DAL	WR149	7	3 out of 5 stars	-
435	13	Nick Mullens	MIN	QB45	6	5 out of 5 stars	-136
436	13	Graham Gano	NYG	K30	11	1 out of 5 stars	-
437	13	Tyler Goodson	IND	RB122	14	2 out of 5 stars	-
438	13	Mecole Hardman Jr.	KC	WR150	6	3 out of 5 stars	-
439	13	Bub Means	NO	WR151	12	3 out of 5 stars	-
440	13	Nick Folk	TEN	K31	5	5 out of 5 stars	-
441	13	Kene Nwangwu	MIN	RB123	6	3 out of 5 stars	-
442	13	Mo Alie-Cox	IND	TE63	14	3 out of 5 stars	-97
443	13	Chris Moore	ARI	WR152	11	3 out of 5 stars	-
444	13	Washington Commanders	WAS	DST30	14	5 out of 5 stars	-172
445	13	Charlie Jones	CIN	WR153	12	2 out of 5 stars	-
446	13	KhaDarel Hodge	ATL	WR154	12	4 out of 5 stars	-
447	13	Jalen Brooks	DAL	WR155	7	3 out of 5 stars	-
448	13	Jamari Thrash	CLE	WR156	10	3 out of 5 stars	-
449	13	Mac Jones	JAC	QB46	12	5 out of 5 stars	-
450	13	Riley Patterson	FA	K32	-	-	-
451	13	Alec Ingold	MIA	RB124	6	3 out of 5 stars	-
452	13	Frank Gore Jr.	BUF	RB125	12	2 out of 5 stars	-119
453	13	Durham Smythe	MIA	TE64	6	2 out of 5 stars	-
454	13	Elijah Higgins	ARI	TE65	11	5 out of 5 stars	-
455	13	Braxton Berrios	MIA	WR157	6	2 out of 5 stars	-
456	13	Terrace Marshall Jr.	CAR	WR158	11	5 out of 5 stars	-
457	13	Lucas Krull	DEN	TE66	14	2 out of 5 stars	-
458	13	Will Reichard	MIN	K33	6	5 out of 5 stars	-151
459	13	Isaiah McKenzie	NYG	WR159	11	3 out of 5 stars	-
460	13	Carson Wentz	KC	QB47	6	3 out of 5 stars	-
461	13	Boston Scott	LAR	RB126	6	3 out of 5 stars	-
462	13	Jared Wiley	KC	TE67	6	3 out of 5 stars	-
463	13	Devin Duvernay	JAC	WR160	12	4 out of 5 stars	-
464	13	Tennessee Titans	TEN	DST31	5	3 out of 5 stars	-173
465	13	Kyle Philips	TEN	WR161	5	4 out of 5 stars	-
466	13	Casey Washington	ATL	WR162	12	4 out of 5 stars	-
467	13	Irv Smith Jr.	KC	TE68	6	3 out of 5 stars	-
468	13	Joshua Dobbs	SF	QB48	9	2 out of 5 stars	-152
469	13	Dare Ogunbowale	HOU	RB127	14	3 out of 5 stars	-
470	13	Will Mallory	IND	TE69	14	3 out of 5 stars	-
471	13	Robert Tonyan	MIN	TE70	6	2 out of 5 stars	-
472	13	Isaiah Hodgins	NYG	WR163	11	3 out of 5 stars	-
473	13	David Bell	CLE	WR164	10	3 out of 5 stars	-
474	13	Cody Schrader	SF	RB128	9	2 out of 5 stars	-
475	13	Julius Chestnut	TEN	RB129	5	3 out of 5 stars	-
476	13	Drew Sample	CIN	TE71	12	3 out of 5 stars	-
477	13	Jordan Akins	CLE	TE72	10	3 out of 5 stars	-
478	13	Cole Turner	WAS	TE73	14	2 out of 5 stars	-
479	13	Marcus Mariota	WAS	QB49	14	3 out of 5 stars	-
480	13	DeeJay Dallas	ARI	RB130	11	2 out of 5 stars	-
481	13	AJ Barner	SEA	TE74	10	3 out of 5 stars	-
482	13	Quez Watkins	PIT	WR165	9	1 out of 5 stars	-
483	13	Spencer Rattler	NO	QB50	12	4 out of 5 stars	-
484	14	Brock Wright	DET	TE75	5	3 out of 5 stars	-
485	14	Laviska Shenault Jr.	SEA	WR166	10	3 out of 5 stars	-
486	14	Patrick Ricard	BAL	RB131	14	3 out of 5 stars	-
487	14	Trent Sherfield Sr.	MIN	WR167	6	3 out of 5 stars	-
488	14	Keilan Robinson	JAC	RB132	12	2 out of 5 stars	-
489	14	Zach Evans	LAR	RB133	6	3 out of 5 stars	-
490	14	Stone Smartt	LAC	TE76	5	3 out of 5 stars	-
491	14	Jimmy Garoppolo	LAR	QB51	6	4 out of 5 stars	-
492	14	Denzel Mims	FA	WR168	-	-	-
493	14	Daurice Fountain	DET	WR169	5	4 out of 5 stars	-
494	14	Kendall Milton	PHI	RB134	5	4 out of 5 stars	-
495	14	Justyn Ross	KC	WR170	6	3 out of 5 stars	-
496	14	Derius Davis	LAC	WR171	5	3 out of 5 stars	-
497	14	Jalen Guyton	LV	WR172	10	3 out of 5 stars	-
498	14	Emanuel Wilson	GB	RB135	10	1 out of 5 stars	-
499	14	Cornelius Johnson	LAC	WR173	5	3 out of 5 stars	-
500	14	Jha'Quan Jackson	TEN	WR174	5	4 out of 5 stars	-
501	14	Allen Robinson II	NYG	WR175	11	3 out of 5 stars	-
502	14	Pharaoh Brown	SEA	TE77	10	3 out of 5 stars	-
503	14	Jeremy McNichols	WAS	RB136	14	3 out of 5 stars	-
504	14	Connor Heyward	PIT	TE78	9	3 out of 5 stars	-
505	14	Hassan Haskins	TEN	RB137	5	3 out of 5 stars	-
506	14	Zach Wilson	DEN	QB52	14	2 out of 5 stars	-
507	14	Harrison Bryant	LV	TE79	10	4 out of 5 stars	-
508	14	Desmond Ridder	ARI	QB53	11	2 out of 5 stars	-
509	14	Raheem Blackshear	CAR	RB138	11	4 out of 5 stars	-
510	14	Payne Durham	TB	TE80	11	3 out of 5 stars	-
511	14	John Bates	WAS	TE81	14	2 out of 5 stars	-
512	14	C.J. Ham	MIN	RB139	6	3 out of 5 stars	-
513	14	Hunter Luepke	DAL	RB140	7	3 out of 5 stars	-
514	14	Darrynton Evans	BUF	RB141	12	2 out of 5 stars	-
515	14	Avery Williams	ATL	RB142	12	4 out of 5 stars	-
516	14	Louis Rees-Zammit	KC	RB143	6	3 out of 5 stars	-
517	14	Ian Thomas	CAR	TE82	11	3 out of 5 stars	-
518	14	MyCole Pruitt	PIT	TE83	9	3 out of 5 stars	-
519	14	Josh Johnson	BAL	QB54	14	4 out of 5 stars	-
520	14	Dillon Johnson	FA	RB144	-	-	-
521	14	Mike White	FA	QB55	-	-	-
522	14	Chad Ryland	NE	K34	14	5 out of 5 stars	-
523	14	Tip Reiman	ARI	TE84	11	5 out of 5 stars	-
524	14	Scotty Miller	PIT	WR176	9	1 out of 5 stars	-
525	14	Leonard Fournette	FA	RB145	-	-	-166
526	14	Brett Maher	FA	K35	-	-	-
527	14	Jason Brownlee	NYJ	WR177	12	4 out of 5 stars	-
528	14	JaMycal Hasty	NE	RB146	14	2 out of 5 stars	-
529	14	Michael Burton	DEN	RB147	14	4 out of 5 stars	-
530	14	Samori Toure	GB	WR178	10	4 out of 5 stars	-
531	14	Andy Dalton	CAR	QB56	11	5 out of 5 stars	-
532	14	George Holani	SEA	RB148	10	4 out of 5 stars	-
533	14	Zonovan Knight	DET	RB149	5	3 out of 5 stars	-
534	14	Anthony Gould	IND	WR179	14	4 out of 5 stars	-
535	14	Kayshon Boutte	NE	WR180	14	3 out of 5 stars	-
536	14	Zach Pascal	ARI	WR181	11	3 out of 5 stars	-
537	14	Tyrion Davis-Price	PHI	RB150	5	4 out of 5 stars	-
538	14	Trey Lance	DAL	QB57	7	2 out of 5 stars	-
539	14	DJ Turner	LV	WR182	10	3 out of 5 stars	-
540	14	Sterling Shepard	TB	WR183	11	3 out of 5 stars	-
541	14	Deonte Harty	BAL	WR184	14	3 out of 5 stars	-
542	14	Luke Farrell	JAC	TE85	12	3 out of 5 stars	-
543	14	Charlie Woerner	ATL	TE86	12	3 out of 5 stars	-
544	14	Owen Wright	BAL	RB151	14	3 out of 5 stars	-
545	14	Myles Gaskin	MIN	RB152	6	3 out of 5 stars	-
546	14	Mason Rudolph	TEN	QB58	5	5 out of 5 stars	-
547	14	Dante Pettis	CHI	WR185	7	4 out of 5 stars	-
548	14	James Robinson	NO	RB153	12	5 out of 5 stars	-
549	14	Velus Jones Jr.	CHI	WR186	7	4 out of 5 stars	-
550	14	Equanimeous St. Brown	NO	WR187	12	3 out of 5 stars	-
551	14	Arizona Cardinals	ARI	DST32	11	3 out of 5 stars	-
552	14	Adam Prentice	NO	RB154	12	5 out of 5 stars	-
553	14	Dante Miller	NYG	RB155	11	3 out of 5 stars	-
554	14	Julian Hill	MIA	TE87	6	2 out of 5 stars	-
555	14	Josh Crockett	FA	WR188	-	-	-
556	14	Brenton Strange	JAC	TE88	12	3 out of 5 stars	-
557	14	Demetric Felton Jr.	IND	RB156	14	2 out of 5 stars	-
558	14	Peyton Hendershot	DAL	TE89	7	2 out of 5 stars	-
559	14	Dylan Parham	FA	TE90	-	-	-
560	14	Dallin Holker	NO	TE91	12	4 out of 5 stars	-
561	14	David Moore	CAR	WR189	11	5 out of 5 stars	-
562	14	Stephen Sullivan	FA	TE92	-	-	-
563	14	Isaiah Williams	FA	WR190	-	-	-
564	14	Jalen Coker	CAR	WR191	11	5 out of 5 stars	-
565	14	Jack Stoll	NYG	TE93	11	4 out of 5 stars	-
566	14	Daijun Edwards	PIT	RB157	9	4 out of 5 stars	-
567	14	Rakim Jarrett	TB	WR192	11	3 out of 5 stars	-
568	14	Charlie Kolar	BAL	TE94	14	3 out of 5 stars	-
569	14	Khari Blasingame	CHI	RB158	7	2 out of 5 stars	-
570	14	Joe Parker	FA	WR193	-	-	-
571	14	Deven Thompkins	FA	WR194	-	-	-
572	14	Emeka Egbuka	FA	WR195	-	-	-
573	14	KJ Hamler	BUF	WR196	12	2 out of 5 stars	-
574	14	Mitchell Trubisky	BUF	QB59	12	1 out of 5 stars	-
575	14	Ross Dwelley	ATL	TE95	12	3 out of 5 stars	-
576	14	Tyler Johnson	LAR	WR197	6	3 out of 5 stars	-
577	14	Byron Pringle	WAS	WR198	14	3 out of 5 stars	-
578	14	Zack Kuntz	NYJ	TE96	12	3 out of 5 stars	-
579	14	Lew Nichols III	PHI	RB159	5	4 out of 5 stars	-
580	14	Jalen Reagor	NE	WR199	14	3 out of 5 stars	-
581	14	Xavier Weaver	ARI	WR200	11	3 out of 5 stars	-
582	14	DeWayne McBride	MIN	RB160	6	3 out of 5 stars	-
583	14	Chris Conley	SF	WR201	9	2 out of 5 stars	-
584	14	Albert Okwuegbunam Jr.	PHI	TE97	5	4 out of 5 stars	-
585	14	Reggie Gilliam	BUF	RB161	12	2 out of 5 stars	-
586	14	Marcus Rosemy-Jacksaint	WAS	WR202	14	3 out of 5 stars	-
587	14	Devaughn Vele	DEN	WR203	14	2 out of 5 stars	-
588	14	Hunter Long	LAR	TE98	6	3 out of 5 stars	-
589	14	Chris Blair	ATL	WR204	12	4 out of 5 stars	-
590	14	Ke'Shawn Vaughn	SF	RB162	9	2 out of 5 stars	-
591	14	Grant DuBose	GB	WR205	10	4 out of 5 stars	-
592	14	Ashton Dulin	IND	WR206	14	4 out of 5 stars	-
593	14	Ronnie Bell	SF	WR207	9	2 out of 5 stars	-
594	14	Ronald Jones II	FA	RB163	-	-	-
595	14	Emani Bailey	KC	RB164	6	3 out of 5 stars	-
596	15	Easton Stick	LAC	QB60	5	2 out of 5 stars	-
597	15	Cooper Rush	DAL	QB61	7	2 out of 5 stars	-
598	15	Nick Bawden	HOU	RB165	14	3 out of 5 stars	-
599	15	Erik Ezukanma	MIA	WR208	6	2 out of 5 stars	-
600	15	Aaron Shampklin	PIT	RB166	9	4 out of 5 stars	-
601	15	Hendon Hooker	DET	QB62	5	4 out of 5 stars	-
602	15	Tyler Huntley	CLE	QB63	10	4 out of 5 stars	-
603	15	Tyler Badie	DEN	RB167	14	4 out of 5 stars	-
604	15	Mitchell Tinsley	WAS	WR209	14	3 out of 5 stars	-
605	15	Stetson Bennett	LAR	QB64	6	4 out of 5 stars	-
606	15	Simi Fehoko	LAC	WR210	5	3 out of 5 stars	-
607	15	Drew Ogletree	IND	TE99	14	3 out of 5 stars	-
608	15	Joey Slye	NE	K36	14	5 out of 5 stars	-
609	15	Isaiah Williams	DET	WR211	5	4 out of 5 stars	-
610	15	Mike Boone	CAR	RB168	11	4 out of 5 stars	-
611	15	Carlos Washington Jr.	ATL	RB169	12	4 out of 5 stars	-
612	15	La'Mical Perine	PIT	RB170	9	4 out of 5 stars	-
613	15	Jake Haener	NO	QB65	12	4 out of 5 stars	-
614	15	N'Keal Harry	MIN	WR212	6	3 out of 5 stars	-
615	15	Patrick Taylor Jr.	SF	RB171	9	2 out of 5 stars	-
616	15	Marvin Jones Jr.	FA	WR213	-	-	-
617	15	Julio Jones	FA	WR214	-	-	-
618	15	Nick Vannett	TEN	TE100	5	4 out of 5 stars	-
619	15	Deon Jackson	NYJ	RB172	12	2 out of 5 stars	-
620	15	Gary Brightwell	JAC	RB173	12	2 out of 5 stars	-
621	15	Lawrence Cager	NYG	WR215	11	3 out of 5 stars	-
622	15	Tyrell Shavers	BUF	WR216	12	2 out of 5 stars	-
623	15	Bailey Zappe	NE	QB66	14	3 out of 5 stars	-
624	15	Tanner McLachlan	CIN	TE101	12	3 out of 5 stars	-
625	15	Jody Fortson Jr.	FA	TE102	-	-	-
626	15	Grant Calcaterra	PHI	TE103	5	4 out of 5 stars	-
627	15	James Mitchell	DET	TE104	5	3 out of 5 stars	-
628	15	John Ross	PHI	WR217	5	2 out of 5 stars	-
629	15	Andrew Beck	HOU	TE105	14	2 out of 5 stars	-
630	15	Tommy DeVito	NYG	QB67	11	2 out of 5 stars	-
631	15	Anthony Schwartz	MIA	WR218	6	2 out of 5 stars	-
632	15	Donovan Edwards	FA	RB174	-	-	-
633	15	TreVeyon Henderson	FA	RB175	-	-	-
634	15	Joe Milton III	NE	QB68	14	3 out of 5 stars	-
635	15	Ko Kieft	TB	TE106	11	3 out of 5 stars	-
636	15	Ihmir Smith-Marsette	CAR	WR219	11	5 out of 5 stars	-
637	15	Tyler Mabry	SEA	TE107	10	3 out of 5 stars	-
638	15	Josiah Deguara	JAC	TE108	12	3 out of 5 stars	-
639	15	Devin Culp	TB	TE109	11	3 out of 5 stars	-
640	15	Tahj Washington	MIA	WR220	6	2 out of 5 stars	-
641	15	Teagan Quitoriano	HOU	TE110	14	2 out of 5 stars	-
642	15	Antoine Green	FA	WR221	-	-	-
643	15	Malik Heath	GB	WR222	10	4 out of 5 stars	-
644	15	Quintin Morris	BUF	TE111	12	2 out of 5 stars	-
645	15	Chris Brooks	MIA	RB176	6	3 out of 5 stars	-
646	15	Malik Willis	TEN	QB69	5	5 out of 5 stars	-
647	15	Brayden Willis	SF	TE112	9	4 out of 5 stars	-
648	15	Jordan Mims	NO	RB177	12	5 out of 5 stars	-
649	15	Kenny Yeboah	NYJ	TE113	12	3 out of 5 stars	-
650	15	River Cracraft	MIA	WR223	6	2 out of 5 stars	-
651	15	Lil'Jordan Humphrey	DEN	WR224	14	2 out of 5 stars	-
652	15	DeAndre Carter	CHI	WR225	7	4 out of 5 stars	-
653	15	Bryson Nesbit	FA	TE114	-	-	-
654	15	Ben Sims	GB	TE115	10	3 out of 5 stars	-
655	15	Chris Manhertz	NYG	TE116	11	4 out of 5 stars	-
656	15	Jaxon Janke	FA	WR226	-	-	-
657	15	Dee Eskridge	SEA	WR227	10	3 out of 5 stars	-
658	15	Tylan Wallace	BAL	WR228	14	3 out of 5 stars	-
659	15	Britain Covey	PHI	WR229	5	2 out of 5 stars	-
660	15	Michael Wiley	WAS	RB178	14	3 out of 5 stars	-
661	15	Rodney Williams	PIT	TE117	9	3 out of 5 stars	-
662	15	Tejhaun Palmer	ARI	WR230	11	3 out of 5 stars	-
663	15	Justin Shorter	BUF	WR231	12	2 out of 5 stars	-
664	15	Tre'Quan Smith	DET	WR232	5	4 out of 5 stars	-
665	15	Mason Tipton	NO	WR233	12	3 out of 5 stars	-
666	15	Jermar Jefferson	DET	RB179	5	3 out of 5 stars	-
667	15	Daniel Helm	FA	TE118	-	-	-
668	15	Sean McKeon	DET	TE119	5	3 out of 5 stars	-
669	15	Anthony Firkser	NYJ	TE120	12	3 out of 5 stars	-
670	15	Marquez Callaway	FA	WR234	-	-	-
671	15	Josh Ali	ATL	WR235	12	4 out of 5 stars	-
672	15	Tony Jones Jr.	ARI	RB180	11	2 out of 5 stars	-
673	15	Tucker Fisk	LAC	TE121	5	3 out of 5 stars	-
674	15	Jack Westover	SEA	TE122	10	3 out of 5 stars	-
675	15	Zach Gentry	LV	TE123	10	4 out of 5 stars	-
676	15	D.J. Montgomery	IND	WR236	14	4 out of 5 stars	-
677	15	Geoff Swaim	FA	TE124	-	-	-
678	15	Tyler Davis	GB	TE125	10	3 out of 5 stars	-
679	15	Jimmy Graham	FA	TE126	-	-	-
680	15	Snoop Conner	DAL	RB181	7	3 out of 5 stars	-
681	15	Miles Boykin	NYG	WR237	11	3 out of 5 stars	-
682	15	Jesper Horsted	CAR	TE127	11	3 out of 5 stars	-
683	15	Tim Jones	JAC	WR238	12	4 out of 5 stars	-
684	15	Laquon Treadwell	IND	WR239	14	4 out of 5 stars	-
685	15	Nick Guggemos	FA	TE128	-	-	-
686	15	Brandon Johnson	DEN	WR240	14	2 out of 5 stars	-
687	15	Kyle Trask	TB	QB70	11	2 out of 5 stars	-
688	15	Trevon Wesco	FA	TE129	-	-	-
689	15	Tommy Hudson	NO	TE130	12	4 out of 5 stars	-
690	15	Stephen Carlson	CHI	TE131	7	3 out of 5 stars	-
691	15	Lance McCutcheon	NYJ	WR241	12	4 out of 5 stars	-
692	15	Trent Taylor	SF	WR242	9	2 out of 5 stars	-
693	15	Mike Strachan	CAR	WR243	11	5 out of 5 stars	-
694	15	Tyler Kroft	FA	TE132	-	-	-
695	15	Daniel Arias	FA	WR244	-	-	-
696	15	Michael Jacobson	NO	TE133	12	4 out of 5 stars	-
697	15	Ben Skowronek	HOU	WR245	14	3 out of 5 stars	-
698	15	Brycen Hopkins	FA	TE134	-	-	-
699	15	Case Keenum	HOU	QB71	14	2 out of 5 stars	-
700	15	Richie James Jr.	FA	WR246	-	-	-
701	16	Danny Gray	SF	WR247	9	2 out of 5 stars	-
702	16	Jamal Agnew	FA	WR248	-	-	-
703	16	Nick Boyle	FA	TE135	-	-	-
704	16	Eric Tomlinson	IND	TE136	14	3 out of 5 stars	-
705	16	Jonathan Ward	PIT	RB182	9	4 out of 5 stars	-
706	16	Darrell Henderson Jr.	FA	RB183	-	-	-
707	16	Tyson Bagent	CHI	QB72	7	4 out of 5 stars	-
708	16	Irvin Charles	NYJ	WR249	12	4 out of 5 stars	-
709	16	Zach Davidson	BUF	TE137	12	2 out of 5 stars	-
710	16	Noah Togiai	FA	TE138	-	-	-
711	16	Logan Parker	FA	TE139	-	-	-
712	16	Taylor Heinicke	ATL	QB73	12	3 out of 5 stars	-
713	16	Malik Taylor	NYJ	WR250	12	4 out of 5 stars	-
714	16	Tyree Jackson	FA	TE140	-	-	-
715	16	Curtis Hodges	FA	TE141	-	-	-
716	16	Ty Montgomery II	FA	RB184	-	-	-
717	16	Tommy Sweeney	FA	TE142	-	-	-
718	16	Blake Bell	FA	TE143	-	-	-
719	16	Andy Isabella	BUF	WR251	12	2 out of 5 stars	-
720	16	Jordan Scarlett	FA	RB185	-	-	-
721	16	Anthony McFarland Jr.	MIA	RB186	6	3 out of 5 stars	-
722	16	Derrick Gore	FA	RB187	-	-	-
723	16	Brandon Bolden	FA	RB188	-	-	-
724	16	Patrick Laird	FA	RB189	-	-	-
725	16	Russell Gage	BAL	WR252	14	3 out of 5 stars	-
726	16	Jashaun Corbin	FA	RB190	-	-	-
727	16	Dontrell Hilliard	FA	RB191	-	-	-
728	16	Jonathan Williams	FA	RB192	-	-	-
729	16	Wendell Smallwood	FA	RB193	-	-	-389
730	16	Pooka Williams Jr.	FA	RB194	-	-	-
731	16	Tulu Griffin	LV	WR253	10	3 out of 5 stars	-
732	16	Jeff Foreman	LV	WR254	10	3 out of 5 stars	-
733	16	Bisi Johnson	FA	WR255	-	-	-
734	16	Trestan Ebner	FA	RB195	-	-	-
735	16	Ty James	FA	WR256	-	-	-
736	16	Nikko Remigio	KC	WR257	6	3 out of 5 stars	-
737	16	Devron Harper	FA	WR258	-	-	-
738	16	Alex Erickson	FA	WR259	-	-	-
739	16	Marquise Goodwin	FA	WR260	-	-	-
740	16	Lynn Bowden Jr.	FA	WR261	-	-	-
741	16	Bryan Thompson	FA	WR262	-	-	-
742	16	Ramel Keyton	LV	WR263	10	3 out of 5 stars	-
743	16	Trishton Jackson	MIN	WR264	6	3 out of 5 stars	-
744	16	Jacob Harris	PHI	TE144	5	4 out of 5 stars	-
745	16	Stanley Morgan Jr.	NO	WR265	12	3 out of 5 stars	-
746	16	Juwann Winfree	IND	WR266	14	4 out of 5 stars	-
747	16	Quintez Cephus	HOU	WR267	14	3 out of 5 stars	-
748	16	Hakeem Butler	FA	WR268	-	-	-
749	16	Jeff Cotton Jr.	FA	WR269	-	-	-
750	16	Randall Cobb	FA	WR270	-	-	-
751	16	Cody Thompson	TB	WR271	11	3 out of 5 stars	-
752	16	Penny Hart	FA	WR272	-	-	-
753	16	Kaylon Geiger Sr.	FA	WR273	-	-	-
754	16	James Proche II	CLE	WR274	10	3 out of 5 stars	-
755	16	Dax Milne	LV	WR275	10	3 out of 5 stars	-
756	16	Marcus Kemp	FA	WR276	-	-	-
757	16	Willie Snead IV	FA	WR277	-	-	-
758	16	Austin Trammell	JAC	WR278	12	4 out of 5 stars	-
759	16	Devine Ozigbo	FA	RB196	-	-	-
760	16	Keith Kirkwood	BAL	WR279	14	3 out of 5 stars	-
761	16	Damiere Byrd	BUF	WR280	12	2 out of 5 stars	-
762	16	James Butler	FA	RB197	-	-	-
763	16	Anthony Miller	BAL	WR281	14	3 out of 5 stars	-
764	16	Raheim Sanders	FA	RB198	-	-	-
765	16	J. Michael Sturdivant	FA	WR282	-	-	-
766	16	Reggie Begelton	FA	WR283	-	-	-
767	16	Tyre Brady	FA	WR284	-	-	-
768	16	De'Corian Clark	FA	WR285	-	-	-
769	16	Moose Muhammad III	FA	WR286	-	-	-
770	16	Tory Horton	FA	WR287	-	-	-
771	16	Theo Wease	FA	WR288	-	-	-
