team	week	def_sacks	def_interceptions	def_safeties	def_tds	fumble_recovery_opp	fumble_recovery_tds	special_teams_tds	def_punt_blocks	def_pat_blocks	def_fg_blocks	def_2pt_made	points_allowed
CAR	2	4	2	0	0	0	0	0	0	0	0	0	7
CHI	2	5	3	0	1	1	0	0	0	0	0	0	17
CIN	2	3	1	0	0	0	0	0	0	0	0	0	20
CLE	2	1	1	0	0	1	0	0	0	0	1	0	21
DAL	2	2	2	0	0	0	0	0	0	0	0	0	17
DEN	2	1	2	0	0	0	0	0	0	0	0	0	13
DET	2	3	0	0	0	0	0	0	0	0	0	0	35
GB	2	0	1	0	0	1	0	0	0	0	0	0	17
HOU	2	2	1	0	0	1	0	0	0	0	0	0	31
IND	2	1	1	0	0	1	1	0	0	0	0	0	27
JAX	2	3	0	0	0	0	0	1	0	0	0	0	23
KC	2	1	2	0	1	0	0	0	0	0	0	0	36
LA	2	3	2	0	0	0	0	0	0	0	0	0	24
LAC	2	2	1	0	0	0	0	0	0	0	0	0	20
LV	2	2	1	0	0	0	0	0	0	0	0	0	17
MIA	2	1	1	0	0	1	0	0	0	0	0	0	35
MIN	2	3	2	0	1	0	0	0	0	0	0	0	34
NE	2	4	4	0	0	0	0	0	0	0	0	0	6
NO	2	2	1	0	0	0	0	0	0	0	1	0	26
NYG	2	1	1	0	0	0	0	0	0	0	0	0	30
NYJ	2	3	0	0	0	0	0	0	0	0	0	0	25
PHI	2	0	0	0	0	0	0	0	0	0	0	0	17
PIT	2	2	0	0	0	0	0	0	0	0	0	0	26
SEA	2	3	0	0	0	1	0	0	0	0	0	0	33
SF	2	2	0	0	0	0	0	0	0	0	1	0	11
TB	2	1	3	0	2	0	0	0	0	0	0	0	25
TEN	2	3	0	0	0	0	0	0	0	0	0	0	30
WAS	2	4	0	0	0	0	0	0	0	0	0	0	29
ARI	3	2	2	0	1	2	0	0	0	0	0	0	19
ATL	3	2	0	0	0	1	0	0	0	0	0	0	14
BAL	3	2	0	0	0	0	0	0	0	0	0	0	17
BUF	3	1	2	0	0	1	0	0	0	0	0	0	21
CAR	3	4	0	0	0	0	0	0	0	0	0	0	9
CHI	3	5	0	0	0	0	0	0	0	0	0	0	26
CIN	3	4	2	0	0	0	0	0	0	0	0	0	10
CLE	3	9	0	0	0	0	0	0	0	0	0	0	6
DAL	3	2	2	0	1	0	0	0	0	0	0	0	21
DEN	3	5	2	0	0	0	0	0	0	0	0	0	0
DET	3	4	1	0	0	0	0	0	0	0	0	0	19
GB	3	4	1	0	0	1	0	0	0	0	0	0	28
HOU	3	3	0	0	0	0	0	0	0	0	0	0	24
IND	3	1	2	0	0	1	0	0	0	0	0	0	25
JAX	3	0	1	0	0	0	0	1	0	0	0	0	31
KC	3	1	0	0	0	0	0	0	0	0	0	0	30
LA	3	3	0	0	0	0	0	0	0	0	0	0	24
LAC	3	2	2	0	0	2	0	0	0	0	0	0	24
LV	3	2	0	1	0	0	0	0	0	0	0	0	28
MIA	3	3	1	0	1	0	0	0	0	0	0	0	31
MIN	3	2	0	0	0	0	0	0	0	0	0	0	17
NE	3	3	0	0	0	0	0	0	0	0	0	0	28
NO	3	2	3	0	1	0	0	0	1	0	0	0	13
NYG	3	3	0	0	0	1	0	0	0	0	0	0	17
NYJ	3	2	0	0	0	1	0	0	0	0	0	0	26
PHI	3	4	0	0	0	1	1	0	0	0	0	0	41
PIT	3	0	1	0	0	0	0	0	0	0	0	0	24
SEA	3	1	0	0	0	0	0	0	0	0	0	0	30
SF	3	1	0	0	0	0	0	0	0	0	0	0	30
TB	3	1	0	0	0	0	0	0	0	0	0	0	34
TEN	3	2	0	0	0	0	0	0	0	0	0	0	16
WAS	3	0	0	0	0	0	0	0	0	0	0	0	43
ARI	4	0	1	0	0	1	0	0	0	0	0	0	20
ATL	4	1	0	0	0	0	0	0	0	0	0	0	34
BAL	4	5	1	0	0	0	0	0	0	0	0	0	7
BUF	4	2	4	0	0	1	0	0	0	0	0	0	0
CAR	4	0	0	0	0	0	0	0	0	0	0	0	36
CHI	4	4	0	0	0	2	0	0	0	0	0	0	14
CIN	4	1	0	0	0	0	0	0	0	0	0	0	21
CLE	4	2	1	0	0	0	0	0	0	0	0	0	7
DAL	4	5	2	0	0	0	0	0	0	0	0	0	28
DEN	4	3	0	0	0	0	0	0	0	0	0	0	23
DET	4	1	1	0	0	0	0	0	0	0	0	0	24
GB	4	2	1	0	0	1	0	0	0	0	0	0	17
HOU	4	1	1	0	0	0	0	0	0	0	0	0	40
IND	4	3	0	0	0	2	0	0	0	0	0	0	17
JAX	4	1	0	0	0	0	0	0	0	0	0	0	24
KC	4	3	0	0	0	0	0	0	0	0	0	0	30
LA	4	3	0	0	0	0	0	0	0	0	0	0	37
LAC	4	4	1	0	0	0	0	0	0	0	0	0	14
LV	4	2	0	0	0	0	0	0	0	0	0	0	28
MIA	4	2	0	0	0	1	0	0	0	0	0	0	27
MIN	4	3	0	0	0	0	0	0	0	0	0	0	14
NE	4	1	0	0	0	0	0	0	0	0	0	0	19
NO	4	0	1	0	0	0	0	0	0	0	0	0	27
NYG	4	0	1	0	0	0	0	0	0	0	0	0	21
NYJ	4	7	0	0	0	0	0	0	0	0	0	0	24
PHI	4	1	1	0	0	0	0	0	0	0	0	0	42
PIT	4	3	0	0	0	1	0	0	0	0	0	0	27
SEA	4	2	1	0	0	1	0	0	0	0	0	0	21
SF	4	3	0	0	0	0	0	0	0	0	0	0	28
TB	4	4	1	0	0	1	0	0	0	0	0	0	17
TEN	4	1	1	0	0	0	0	0	0	0	0	0	27
WAS	4	1	0	0	0	0	0	1	0	0	0	0	30
ARI	5	2	1	0	0	0	0	0	0	0	0	0	10
ATL	5	2	1	0	0	0	0	0	0	0	0	0	20
BAL	5	2	0	0	0	1	0	0	0	0	1	0	25
BUF	5	2	2	0	1	2	0	0	0	0	0	0	20
CAR	5	2	1	1	0	1	0	0	0	0	0	0	21
CHI	5	3	1	0	0	0	0	0	0	0	0	0	9
CIN	5	2	1	0	0	0	0	0	0	0	0	0	25
CLE	5	2	0	0	0	1	0	0	0	0	0	0	47
DAL	5	0	2	0	1	0	0	0	0	0	0	0	20
DEN	5	1	0	0	0	1	0	0	0	0	0	0	27
DET	5	2	1	0	0	1	0	0	0	0	0	0	19
GB	5	3	2	0	0	0	0	0	0	0	0	0	22
HOU	5	1	1	0	0	1	0	0	0	0	0	0	25
IND	5	2	0	0	0	1	0	0	0	0	0	0	31
JAX	5	3	0	0	0	0	0	0	0	0	0	0	37
KC	5	0	0	0	0	0	0	0	0	0	0	0	38
LA	5	2	2	0	0	0	0	0	0	0	0	0	17
LAC	5	1	0	0	0	0	0	0	0	0	0	0	42
LV	5	2	0	0	0	0	0	0	0	0	0	0	20
MIA	5	2	0	0	0	0	0	0	0	0	0	0	45
MIN	5	4	1	0	0	1	0	0	0	0	0	0	17
NE	5	3	0	0	0	1	0	0	0	0	0	0	22
NO	5	2	2	0	0	0	0	0	0	0	0	0	22
NYG	5	2	1	0	0	1	0	0	0	0	0	0	44
NYJ	5	0	0	0	0	2	0	0	0	0	0	0	27
PHI	5	3	3	0	0	0	0	0	1	0	0	0	18
PIT	5	2	1	0	0	0	0	0	0	0	0	0	19
SEA	5	1	1	0	0	0	0	0	0	0	0	0	26
SF	5	2	0	0	0	1	0	0	0	0	0	0	17
TB	5	3	1	0	0	1	0	0	0	0	0	0	17
TEN	5	2	1	0	0	1	1	0	0	0	0	0	19
WAS	5	2	1	0	0	1	0	0	0	0	0	0	33
ARI	6	5	1	0	0	2	0	0	0	0	0	0	14
BAL	6	2	1	0	0	0	0	0	0	0	0	0	6
BUF	6	0	1	0	0	0	0	0	0	0	0	0	34
CAR	6	0	0	0	0	1	0	1	1	0	0	0	34
CHI	6	3	0	0	0	0	0	0	0	0	0	0	24
CIN	6	1	1	0	0	0	0	0	0	0	0	0	11
CLE	6	2	0	0	0	0	0	0	0	0	0	0	37
DAL	6	2	1	0	1	1	0	0	1	0	0	0	29
DEN	6	2	0	0	0	0	0	0	0	0	0	0	34
DET	6	2	1	0	0	0	0	0	0	0	0	0	34
GB	6	4	1	0	0	0	0	0	0	0	0	0	14
HOU	6	2	0	0	0	0	0	0	0	0	0	0	31
IND	6	2	2	0	0	1	0	0	0	0	0	0	3
JAX	6	0	1	0	0	0	0	0	0	0	0	0	20
KC	6	0	1	0	0	1	0	0	0	0	0	0	13
LA	6	4	3	0	0	1	0	0	0	0	0	0	11
LAC	6	3	2	0	0	0	0	0	0	0	0	0	34
LV	6	5	3	0	0	1	0	0	0	0	0	0	24
MIA	6	2	0	0	0	1	0	0	0	0	0	0	23
MIN	6	4	1	0	0	2	0	0	0	0	0	0	28
NE	6	0	1	0	0	1	0	0	0	0	0	0	35
NYG	6	2	2	0	0	0	0	0	0	0	0	0	38
PHI	6	0	1	0	0	0	0	0	0	0	0	0	28
PIT	6	5	0	0	0	1	0	0	0	0	0	0	20
SEA	6	0	0	0	0	1	0	0	0	0	0	0	23
TB	6	2	1	0	0	0	0	0	0	0	0	0	22
TEN	6	3	1	0	0	0	0	0	0	0	0	0	31
WAS	6	3	2	0	0	1	0	0	0	0	0	0	31
ARI	7	2	0	0	0	1	0	0	0	0	0	0	5
ATL	7	1	2	0	0	0	0	0	0	0	1	0	28
BAL	7	1	1	0	0	0	0	0	0	0	0	0	41
CAR	7	2	0	0	0	0	0	0	0	0	0	0	25
CHI	7	0	0	0	0	1	0	0	0	0	0	0	38
CIN	7	5	0	0	0	0	0	0	0	0	0	0	17
CLE	7	2	1	0	0	0	0	0	0	0	0	0	14
DEN	7	1	0	0	0	0	0	0	0	0	1	0	17
DET	7	1	0	0	0	0	0	0	0	0	0	0	28
GB	7	4	1	0	0	1	0	0	0	0	1	0	10
HOU	7	4	1	1	0	0	0	0	0	0	0	0	31
IND	7	2	2	0	0	2	0	0	0	0	0	0	18
KC	7	1	1	0	0	0	0	0	0	0	0	0	27
LA	7	2	2	0	0	0	0	0	0	0	0	0	19
LV	7	2	0	0	0	2	0	0	0	0	0	0	22
MIA	7	1	1	0	0	1	0	0	0	0	0	0	30
NE	7	2	2	0	0	1	0	0	0	0	0	0	13
NO	7	5	0	0	0	0	0	0	0	0	0	0	10
NYG	7	6	1	1	0	0	0	0	0	0	0	0	3
NYJ	7	1	0	0	0	0	0	0	0	0	0	0	54
PHI	7	0	1	0	0	0	0	0	0	0	0	0	33
SEA	7	2	0	0	0	1	0	0	0	0	0	0	13
SF	7	1	0	0	0	2	0	0	0	0	0	0	30
TB	7	4	3	0	0	2	0	0	0	0	0	0	3
TEN	7	4	1	0	0	2	0	0	0	0	0	0	3
WAS	7	3	0	0	0	1	0	0	0	0	1	0	24
ARI	8	1	0	0	0	0	0	0	0	0	0	0	24
ATL	8	0	0	0	0	1	0	0	0	0	0	0	19
BUF	8	2	1	0	0	1	0	0	0	0	1	0	11
CAR	8	3	2	0	0	0	0	0	0	0	0	0	13
CHI	8	0	0	0	0	0	0	0	0	0	0	0	33
CIN	8	2	2	0	0	1	0	0	0	0	0	0	34
CLE	8	2	0	0	0	0	0	0	0	0	0	0	15
DAL	8	1	0	0	0	0	0	0	0	0	0	0	16
DEN	8	5	2	0	0	0	0	0	0	0	2	0	10
DET	8	0	0	0	0	0	0	0	0	0	0	0	44
GB	8	2	2	0	0	1	0	0	0	0	0	0	21
HOU	8	1	0	0	0	0	0	0	0	0	0	0	38
IND	8	3	2	0	0	0	0	0	0	0	0	0	34
JAX	8	3	0	0	0	0	0	0	0	0	0	0	31
KC	8	3	1	0	0	0	0	0	0	0	0	0	17
LA	8	5	1	0	0	0	0	0	0	0	0	0	22
LAC	8	1	0	0	0	1	0	0	0	0	0	0	27
MIA	8	0	0	0	0	0	0	0	0	0	0	0	26
MIN	8	3	1	0	0	1	0	0	0	0	0	0	20
NE	8	3	2	0	1	0	0	0	0	0	0	0	24
NO	8	3	2	0	1	1	0	0	0	0	0	0	27
NYG	8	2	1	0	0	1	0	0	0	0	0	0	20
NYJ	8	3	1	0	0	0	0	0	0	0	0	0	31
PHI	8	6	0	0	0	1	1	0	0	0	0	0	6
PIT	8	4	0	0	0	1	0	0	0	0	0	0	10
SEA	8	1	1	0	0	0	0	1	0	0	0	0	7
SF	8	4	1	0	0	0	0	0	0	0	0	0	22
TB	8	1	0	0	0	0	0	0	0	0	0	0	36
TEN	8	1	2	0	1	1	0	0	0	0	0	0	31
WAS	8	4	0	0	0	1	0	0	0	0	0	0	17
ARI	9	5	1	0	0	2	0	0	0	0	0	0	17
ATL	9	1	0	0	0	1	0	0	0	0	0	0	25
BAL	9	0	0	0	0	0	0	0	0	0	0	0	31
BUF	9	2	0	0	0	1	0	0	0	0	0	0	9
CAR	9	2	1	0	0	1	0	0	0	0	0	0	24
CHI	9	4	0	0	0	1	1	0	0	0	0	0	29
CIN	9	2	0	0	0	0	0	0	0	0	0	0	41
CLE	9	5	2	0	1	1	0	0	0	0	0	0	16
DAL	9	4	0	0	0	0	0	0	0	0	0	0	30
DEN	9	2	1	0	0	1	0	0	0	0	0	0	16
GB	9	1	0	0	0	0	0	0	0	0	0	0	13
HOU	9	4	2	0	0	3	0	0	0	0	0	0	17
IND	9	2	1	0	0	1	0	0	0	0	0	0	30
JAX	9	4	2	0	0	1	0	0	0	0	0	0	6
KC	9	1	1	0	0	1	0	0	0	0	1	0	7
LA	9	3	1	0	0	0	0	0	0	0	0	0	28
LAC	9	1	0	0	0	0	0	0	0	0	0	0	24
LV	9	3	0	0	0	1	0	0	0	0	0	0	23
MIA	9	5	3	0	0	1	0	0	0	0	0	0	9
MIN	9	3	2	0	0	0	0	1	0	0	0	0	34
NE	9	1	3	0	1	0	0	0	0	0	0	0	6
NO	9	2	0	0	0	0	0	0	0	0	0	0	27
NYG	9	1	2	0	1	1	0	0	0	0	0	0	16
NYJ	9	1	0	0	0	0	0	0	0	0	0	0	45
PHI	9	0	0	0	0	0	0	0	0	0	0	0	27
PIT	9	3	1	0	0	1	0	0	0	0	0	0	27
SF	9	2	0	0	0	0	0	0	0	0	0	0	31
TEN	9	5	2	0	1	0	0	0	0	0	0	0	16
ARI	10	0	1	0	0	1	0	0	0	0	0	0	34
ATL	10	0	0	0	0	1	0	0	0	0	0	0	43
BAL	10	4	0	0	0	0	0	0	0	0	0	0	22
BUF	10	1	4	0	0	1	0	0	0	0	0	0	17
CAR	10	4	1	0	0	1	0	0	0	0	0	0	10
CLE	10	2	0	0	0	0	0	0	0	0	0	0	45
DAL	10	2	3	0	0	0	0	1	1	0	0	0	3
DEN	10	2	1	0	0	0	0	0	0	0	0	0	30
DET	10	0	1	0	0	2	0	0	0	0	0	0	16
GB	10	3	2	0	0	0	0	0	0	0	0	0	0
IND	10	3	0	0	0	1	0	1	1	0	0	0	17
JAX	10	1	0	0	0	0	0	0	0	0	0	0	23
KC	10	2	1	0	0	1	0	0	0	0	0	0	14
LA	10	1	0	0	0	0	0	0	0	0	0	0	31
LAC	10	2	0	0	0	1	0	0	0	0	0	0	27
LV	10	0	0	0	0	1	0	0	0	0	0	0	41
MIA	10	4	1	0	0	1	1	0	0	0	0	0	10
MIN	10	2	1	0	0	0	0	0	0	0	0	0	20
NE	10	5	1	0	0	0	0	0	0	0	0	0	7
NO	10	2	0	0	0	0	0	0	0	0	0	0	23
NYJ	10	2	1	0	0	1	0	0	0	0	0	0	45
PHI	10	1	0	0	0	1	1	0	0	0	1	0	13
PIT	10	4	0	0	0	0	0	0	0	0	0	0	16
SEA	10	1	1	0	0	0	0	0	0	0	0	0	17
SF	10	2	2	0	1	0	0	0	0	0	0	0	10
TB	10	5	0	0	0	1	0	0	0	0	0	0	29
TEN	10	4	0	0	0	1	0	0	0	0	0	0	21
WAS	10	0	2	0	0	0	0	0	0	0	0	0	19
ARI	11	4	0	0	0	0	0	0	0	0	0	0	13
ATL	11	3	1	0	0	0	0	0	0	0	0	0	25
BAL	11	3	0	0	0	1	0	0	0	0	0	0	13
BUF	11	0	0	0	0	0	0	0	0	0	0	0	41
CAR	11	3	0	0	0	1	0	0	0	0	0	0	27
CHI	11	6	1	0	0	0	0	0	0	0	0	0	16
CIN	11	2	1	0	0	1	0	0	0	0	0	0	13
CLE	11	0	2	0	0	0	0	0	0	0	0	0	10
DAL	11	3	1	0	0	1	0	0	0	0	0	0	19
DET	11	1	2	0	0	0	0	0	0	1	0	0	13
GB	11	2	0	0	0	0	0	0	0	0	0	0	34
HOU	11	2	4	0	0	1	0	0	0	0	0	0	13
IND	11	1	3	0	0	1	0	0	0	0	0	0	15
JAX	11	2	0	0	0	0	0	0	0	0	0	0	30
KC	11	5	2	0	0	1	0	0	0	0	0	0	9
LAC	11	3	0	0	0	0	0	0	0	0	0	0	37
LV	11	3	0	0	0	1	0	0	0	0	0	0	32
MIA	11	2	0	0	0	1	0	0	0	0	0	0	17
MIN	11	2	0	0	0	0	0	0	0	0	0	0	31
NE	11	4	4	0	1	0	0	0	0	0	0	0	0
NO	11	3	0	0	0	1	0	0	0	0	0	0	40
NYG	11	1	1	0	0	0	0	0	0	0	0	0	30
NYJ	11	0	1	0	0	0	0	0	0	0	0	0	24
PHI	11	0	2	0	1	1	0	0	0	0	0	0	29
PIT	11	2	1	0	0	0	0	0	1	0	0	0	41
SEA	11	2	0	0	0	0	0	0	0	0	0	0	23
SF	11	3	0	0	0	2	0	0	0	0	0	0	10
TB	11	2	2	0	0	1	0	0	0	0	0	0	10
TEN	11	0	0	0	0	0	1	0	0	0	0	0	22
WAS	11	1	0	0	0	0	0	0	0	0	0	0	21
ATL	12	1	1	0	0	1	0	0	0	0	0	0	14
BAL	12	2	0	0	0	2	0	0	0	0	0	0	10
BUF	12	2	1	0	0	0	0	0	0	0	0	0	6
CAR	12	2	0	0	0	1	0	0	0	0	0	0	33
CHI	12	1	0	0	0	1	0	0	0	0	0	0	14
CIN	12	3	2	0	1	1	0	0	0	0	0	0	10
CLE	12	2	4	0	0	0	0	0	0	0	0	0	16
DAL	12	3	0	0	0	0	0	1	0	0	0	0	36
DEN	12	3	2	0	1	0	0	0	0	0	0	0	13
DET	12	1	1	0	0	0	0	0	0	0	0	0	16
GB	12	2	1	0	1	2	0	0	0	0	0	0	28
HOU	12	4	1	0	0	0	0	0	0	0	0	0	21
IND	12	2	1	0	0	1	0	0	0	0	0	0	38
JAX	12	1	1	0	0	0	0	0	0	0	0	0	21
LA	12	1	0	0	0	1	0	0	0	0	0	0	36
LAC	12	1	1	0	0	0	0	0	0	0	0	0	28
LV	12	1	0	0	0	0	0	0	0	0	0	0	33
MIA	12	5	3	0	0	0	0	1	1	0	0	0	10
MIN	12	2	1	0	0	0	0	1	0	0	0	0	34
NE	12	2	1	0	0	3	0	0	0	0	0	0	13
NO	12	2	2	0	0	0	0	0	0	0	0	0	31
NYG	12	1	3	0	0	1	0	0	0	0	0	0	7
NYJ	12	5	1	0	0	0	0	0	0	0	0	0	14
PHI	12	1	0	0	0	0	0	0	0	0	0	0	13
PIT	12	2	1	0	0	0	0	0	0	0	0	0	41
SEA	12	1	1	0	0	0	0	0	0	1	0	1	17
SF	12	1	1	0	0	1	0	0	0	0	0	0	26
TB	12	3	2	0	0	3	0	0	0	0	0	0	31
TEN	12	2	0	0	0	0	0	0	0	0	0	0	36
WAS	12	2	0	0	0	1	0	0	0	0	0	0	15
ARI	13	3	4	0	0	0	0	0	0	0	0	0	22
ATL	13	0	1	0	1	0	0	0	0	0	0	0	30
BAL	13	1	0	0	0	0	0	0	0	0	0	0	20
BUF	13	0	0	0	0	1	0	0	0	0	0	0	14
CHI	13	1	0	0	0	0	0	0	0	0	0	0	33
CIN	13	4	1	0	0	2	0	0	0	0	0	0	41
DAL	13	2	4	0	1	0	0	0	0	0	0	0	17
DEN	13	1	1	0	0	0	0	0	0	0	0	0	22
DET	13	3	0	0	0	1	0	0	0	0	0	0	27
HOU	13	1	0	0	0	1	0	0	0	0	0	0	31
IND	13	4	1	0	0	1	0	0	0	0	0	0	0
JAX	13	1	0	0	0	0	0	0	0	0	0	0	37
KC	13	1	2	0	1	1	0	0	0	0	0	0	9
LA	13	2	0	0	0	2	0	0	0	0	0	0	7
LAC	13	6	2	0	0	2	1	0	0	0	0	0	22
LV	13	1	1	0	0	0	0	0	0	0	0	0	17
MIA	13	3	1	0	0	0	0	0	0	0	0	0	9
MIN	13	3	1	0	0	1	0	0	0	0	0	0	29
NE	13	2	0	0	0	1	0	0	0	0	0	0	10
NO	13	1	1	0	0	0	0	0	0	0	0	0	27
NYG	13	2	0	0	0	0	0	0	0	0	0	0	20
NYJ	13	1	0	0	0	0	0	0	0	0	0	0	33
PHI	13	2	1	0	0	0	0	0	0	0	0	0	18
PIT	13	7	1	0	0	0	0	0	0	0	0	0	19
SEA	13	1	2	1	0	1	0	0	0	0	0	0	23
SF	13	4	1	0	0	2	0	0	0	0	0	0	30
TB	13	5	0	0	0	1	0	0	0	0	0	0	17
WAS	13	2	0	0	0	0	0	0	0	0	0	0	15
ARI	14	3	0	0	0	0	0	0	0	0	0	0	30
ATL	14	1	2	0	1	1	0	0	0	0	0	0	21
BAL	14	0	1	0	0	0	0	0	0	0	0	0	24
BUF	14	2	0	0	0	0	0	0	0	0	0	0	33
CAR	14	0	0	0	0	1	0	0	0	0	0	0	29
CHI	14	3	0	0	0	0	0	1	0	0	0	0	45
CIN	14	4	0	0	0	0	0	0	0	0	0	0	26
CLE	14	4	0	0	0	2	1	0	0	0	0	0	22
DAL	14	5	1	0	0	3	1	0	0	1	0	0	20
DEN	14	2	1	0	0	1	0	0	0	0	0	0	10
DET	14	1	0	0	0	0	0	0	0	0	0	0	38
GB	14	2	2	0	1	1	0	0	0	0	0	0	30
HOU	14	0	0	0	0	0	0	0	0	0	0	0	33
JAX	14	4	0	0	0	0	0	0	0	0	0	0	20
KC	14	4	1	0	0	4	1	0	0	0	0	0	9
LA	14	4	2	0	0	0	0	0	0	0	0	0	23
LAC	14	2	1	0	0	1	0	0	0	0	0	0	21
LV	14	3	0	0	0	0	0	0	0	0	0	0	48
MIN	14	5	1	0	0	0	0	0	0	0	0	0	28
NO	14	3	0	0	0	0	0	0	0	0	0	0	9
NYG	14	2	0	0	0	0	0	0	0	0	0	0	37
NYJ	14	2	0	0	0	0	0	0	0	0	0	0	30
PIT	14	0	2	0	0	0	0	0	0	0	0	0	36
SEA	14	2	0	0	0	0	0	0	0	0	0	0	13
SF	14	5	0	0	0	2	0	0	0	0	0	0	23
TB	14	3	1	0	0	0	0	0	0	0	0	0	27
TEN	14	3	4	0	0	0	0	0	0	0	0	0	0
WAS	14	4	2	0	1	0	0	0	0	0	0	0	27
