RK	TIERS	PLAYER NAME	TEAM	POS	BYE WEEK	SOS SEASON	ECR VS. ADP
63	5	Christian Kirk	JAC	WR30	9	4 out of 5 stars	12
64	5	Rachaad White	TB	RB23	5	3 out of 5 stars	7
65	5	James Cook	BUF	RB24	13	2 out of 5 stars	7
66	5	George Kittle	SF	TE5	9	3 out of 5 stars	-17
67	5	Jonathan Taylor	IND	RB25	11	3 out of 5 stars	-45
68	5	Trevor Lawrence	JAC	QB8	9	3 out of 5 stars	-14
69	6	Javonte Williams	DEN	RB26	9	4 out of 5 stars	-9
70	6	David Montgomery	DET	RB27	9	5 out of 5 stars	6
71	6	Jerry Jeudy	DEN	WR31	9	2 out of 5 stars	-5
72	6	Alvin Kamara	NO	RB28	11	4 out of 5 stars	-3
73	6	Mike Evans	TB	WR32	5	4 out of 5 stars	6
74	6	Marquise Brown	ARI	WR33	14	3 out of 5 stars	11
75	6	Kyle Pitts	ATL	TE6	11	3 out of 5 stars	-13
76	6	Dallas Goedert	PHI	TE7	10	2 out of 5 stars	-15
77	6	Jahan Dotson	WAS	WR34	14	3 out of 5 stars	10
78	6	Michael Pittman Jr.	IND	WR35	11	4 out of 5 stars	-1
79	6	Isiah Pacheco	KC	RB29	10	4 out of 5 stars	-6
80	6	Dalvin Cook	NYJ	RB30	7	3 out of 5 stars	-12
81	6	George Pickens	PIT	WR36	6	3 out of 5 stars	-3
82	6	D'Andre Swift	PHI	RB31	10	1 out of 5 stars	-8
83	6	Jordan Addison	MIN	WR37	13	3 out of 5 stars	7
84	6	Gabe Davis	BUF	WR38	13	2 out of 5 stars	12
85	6	Khalil Herbert	CHI	RB32	13	5 out of 5 stars	3
86	6	Antonio Gibson	WAS	RB33	14	3 out of 5 stars	6
87	6	Courtland Sutton	DEN	WR39	9	2 out of 5 stars	19
88	6	Deshaun Watson	CLE	QB9	5	2 out of 5 stars	-4
89	6	Brandin Cooks	DAL	WR40	7	2 out of 5 stars	8
90	6	Brian Robinson Jr.	WAS	RB34	14	3 out of 5 stars	4
91	6	AJ Dillon	GB	RB35	6	4 out of 5 stars	-5
92	6	Jaxon Smith-Njigba	SEA	WR41	5	3 out of 5 stars	3
93	7	Zay Flowers	BAL	WR42	13	3 out of 5 stars	17
94	7	Dak Prescott	DAL	QB10	7	2 out of 5 stars	-11
95	7	Treylon Burks	TEN	WR43	7	3 out of 5 stars	18
96	7	Evan Engram	JAC	TE8	9	2 out of 5 stars	-15
97	7	Pat Freiermuth	PIT	TE9	6	4 out of 5 stars	-15
98	7	Daniel Jones	NYG	QB11	13	1 out of 5 stars	9
99	7	Tua Tagovailoa	MIA	QB12	10	2 out of 5 stars	-8
100	7	Samaje Perine	DEN	RB36	9	4 out of 5 stars	9
101	7	Elijah Moore	CLE	WR44	5	3 out of 5 stars	13
102	7	Zach Charbonnet	SEA	RB37	5	2 out of 5 stars	0
103	7	Kirk Cousins	MIN	QB13	13	4 out of 5 stars	2
104	7	David Njoku	CLE	TE10	5	3 out of 5 stars	-11
105	7	Michael Thomas	NO	WR45	11	4 out of 5 stars	-4
106	7	JuJu Smith-Schuster	NE	WR46	11	2 out of 5 stars	13
107	7	Quentin Johnston	LAC	WR47	5	3 out of 5 stars	20
108	7	Jamaal Williams	NO	RB38	11	4 out of 5 stars	-10
109	7	Geno Smith	SEA	QB14	5	2 out of 5 stars	7
110	7	Rashod Bateman	BAL	WR48	13	3 out of 5 stars	33
111	7	Skyy Moore	KC	WR49	10	2 out of 5 stars	10
112	7	Anthony Richardson	IND	QB15	11	4 out of 5 stars	-1
113	7	Jakobi Meyers	LV	WR50	13	2 out of 5 stars	52
114	7	Rashaad Penny	PHI	RB39	10	1 out of 5 stars	-11
115	7	Kadarius Toney	KC	WR51	10	2 out of 5 stars	0
116	7	Nico Collins	HOU	WR52	7	4 out of 5 stars	47
117	7	Jerick McKinnon	KC	RB40	10	4 out of 5 stars	5
118	7	Dalton Schultz	HOU	TE11	7	3 out of 5 stars	14
119	7	Allen Lazard	NYJ	WR53	7	3 out of 5 stars	11
120	7	Jaylen Warren	PIT	RB41	6	3 out of 5 stars	18
121	7	Damien Harris	BUF	RB42	13	2 out of 5 stars	-4
122	7	Aaron Rodgers	NYJ	QB16	7	2 out of 5 stars	-23
123	7	Elijah Mitchell	SF	RB43	9	4 out of 5 stars	1
124	7	Tyler Higbee	LAR	TE12	10	2 out of 5 stars	24
125	8	Raheem Mostert	MIA	RB44	10	1 out of 5 stars	11
126	8	Tyler Allgeier	ATL	RB45	11	4 out of 5 stars	19
127	8	Odell Beckham Jr.	BAL	WR54	13	3 out of 5 stars	-15
128	8	Chigoziem Okonkwo	TEN	TE13	7	3 out of 5 stars	11
129	8	Tyler Boyd	CIN	WR55	7	4 out of 5 stars	31
130	8	Romeo Doubs	GB	WR56	6	3 out of 5 stars	17
131	8	Jared Goff	DET	QB17	9	4 out of 5 stars	4
132	8	Tank Bigsby	JAC	RB46	9	2 out of 5 stars	8
133	8	Jeff Wilson Jr.	MIA	RB47	10	1 out of 5 stars	35
134	8	Darnell Mooney	CHI	WR57	13	3 out of 5 stars	46
135	8	Zay Jones	JAC	WR58	9	4 out of 5 stars	41
136	8	De'Von Achane	MIA	RB48	10	1 out of 5 stars	-8
137	8	Kenneth Gainwell	PHI	RB49	10	1 out of 5 stars	5
138	8	Adam Thielen	CAR	WR59	7	4 out of 5 stars	3
139	8	Cole Kmet	CHI	TE14	13	4 out of 5 stars	-5
140	8	Russell Wilson	DEN	QB18	9	4 out of 5 stars	21
141	8	Jameson Williams	DET	WR60	9	3 out of 5 stars	9
142	8	Rondale Moore	ARI	WR61	14	3 out of 5 stars	59
143	8	Dalton Kincaid	BUF	TE15	13	3 out of 5 stars	-18
144	8	Ezekiel Elliott	NE	RB50	11	2 out of 5 stars	-24
145	8	Greg Dulcich	DEN	TE16	9	4 out of 5 stars	7
146	8	Gerald Everett	LAC	TE17	5	4 out of 5 stars	43
147	8	Michael Gallup	DAL	WR62	7	2 out of 5 stars	26
148	8	Devin Singletary	HOU	RB51	7	3 out of 5 stars	1
149	8	DJ Chark Jr.	CAR	WR63	7	4 out of 5 stars	47
150	8	Juwan Johnson	NO	TE18	11	5 out of 5 stars	29
151	8	Kendre Miller	NO	RB52	11	4 out of 5 stars	15
152	8	Sam LaPorta	DET	TE19	9	3 out of 5 stars	10
153	8	Roschon Johnson	CHI	RB53	13	5 out of 5 stars	5
154	8	Derek Carr	NO	QB19	11	5 out of 5 stars	15
155	8	D'Onta Foreman	CHI	RB54	13	5 out of 5 stars	0
156	8	Donovan Peoples-Jones	CLE	WR64	5	3 out of 5 stars	55
157	8	Matthew Stafford	LAR	QB20	10	2 out of 5 stars	27
158	8	Alec Pierce	IND	WR65	11	4 out of 5 stars	67
159	8	Kenny Pickett	PIT	QB21	6	2 out of 5 stars	-13
160	8	Van Jefferson	LAR	WR66	10	3 out of 5 stars	69
161	9	Jordan Love	GB	QB22	6	5 out of 5 stars	6
162	9	Chuba Hubbard	CAR	RB55	7	4 out of 5 stars	12
163	9	K.J. Osborn	MIN	WR67	13	3 out of 5 stars	56
164	9	Jonathan Mingo	CAR	WR68	7	4 out of 5 stars	52
165	9	Curtis Samuel	WAS	WR69	14	3 out of 5 stars	90
166	9	Marvin Mims Jr.	DEN	WR70	9	2 out of 5 stars	15
167	9	Rashid Shaheed	NO	WR71	11	4 out of 5 stars	89
168	9	Irv Smith Jr.	CIN	TE20	7	4 out of 5 stars	27
169	9	Gus Edwards	BAL	RB56	13	3 out of 5 stars	25
170	9	Isaiah Hodgins	NYG	WR72	13	3 out of 5 stars	67
171	9	Brock Purdy	SF	QB23	9	3 out of 5 stars	-18
172	9	Jerome Ford	CLE	RB57	5	3 out of 5 stars	61
173	9	Marquez Valdes-Scantling	KC	WR73	10	2 out of 5 stars	61
174	9	Tyjae Spears	TEN	RB58	7	4 out of 5 stars	26
175	9	Jayden Reed	GB	WR74	6	3 out of 5 stars	57
176	9	Zamir White	LV	RB59	13	3 out of 5 stars	11
177	9	DeVante Parker	NE	WR75	11	2 out of 5 stars	96
178	9	Rashee Rice	KC	WR76	10	2 out of 5 stars	-14
179	9	Darius Slayton	NYG	WR77	13	3 out of 5 stars	104
180	9	Hunter Henry	NE	TE21	11	2 out of 5 stars	35
181	9	Clyde Edwards-Helaire	KC	RB60	10	4 out of 5 stars	1
182	9	Hayden Hurst	CAR	TE22	7	3 out of 5 stars	23
183	9	Parris Campbell	NYG	WR78	13	3 out of 5 stars	53
184	9	Hunter Renfrow	LV	WR79	13	2 out of 5 stars	68
185	9	San Francisco 49ers	SF	DST1	9	1 out of 5 stars	-96
186	9	Dawson Knox	BUF	TE23	13	3 out of 5 stars	2
187	9	Robert Woods	HOU	WR80	7	4 out of 5 stars	83
188	9	Bryce Young	CAR	QB24	7	4 out of 5 stars	-32
189	9	Sam Howell	WAS	QB25	14	1 out of 5 stars	9
190	9	John Metchie III	HOU	WR81	7	4 out of 5 stars	55
191	9	Chase Claypool	CHI	WR82	13	3 out of 5 stars	69
192	9	Dallas Cowboys	DAL	DST2	7	2 out of 5 stars	-88
193	9	Philadelphia Eagles	PHI	DST3	10	2 out of 5 stars	-93
194	9	Jalin Hyatt	NYG	WR83	13	3 out of 5 stars	-37
195	9	Buffalo Bills	BUF	DST4	13	1 out of 5 stars	-77
196	9	Ryan Tannehill	TEN	QB26	7	4 out of 5 stars	50
197	9	Joshua Kelley	LAC	RB61	5	3 out of 5 stars	29
198	9	Trey McBride	ARI	TE24	14	2 out of 5 stars	78
199	9	Justin Tucker	BAL	K1	13	5 out of 5 stars	-91
200	9	Mike Gesicki	NE	TE25	11	2 out of 5 stars	13
201	9	New York Jets	NYJ	DST5	7	2 out of 5 stars	-75
202	9	Cordarrelle Patterson	ATL	RB62	11	4 out of 5 stars	-17
203	10	New England Patriots	NE	DST6	11	2 out of 5 stars	-70
204	10	Tyler Bass	BUF	K2	13	4 out of 5 stars	-75
205	10	Mecole Hardman Jr.	NYJ	WR84	7	3 out of 5 stars	52
206	10	Kyler Murray	ARI	QB27	14	2 out of 5 stars	-9
207	10	Wan'Dale Robinson	NYG	WR85	13	3 out of 5 stars	62
208	10	Allen Robinson II	PIT	WR86	6	3 out of 5 stars	96
209	10	Harrison Butker	KC	K3	10	5 out of 5 stars	-72
210	10	Baltimore Ravens	BAL	DST7	13	3 out of 5 stars	-66
211	10	Joshua Palmer	LAC	WR87	5	3 out of 5 stars	80
212	10	Taysom Hill	NO	TE26	11	5 out of 5 stars	-22
213	10	Evan McPherson	CIN	K4	7	0 out of 5 stars	-82
214	10	Noah Fant	SEA	TE27	5	2 out of 5 stars	85
215	10	Denver Broncos	DEN	DST8	9	2 out of 5 stars	-37
216	10	Daniel Carlson	LV	K5	13	2 out of 5 stars	-93
217	10	Josh Downs	IND	WR88	11	4 out of 5 stars	49
218	10	New Orleans Saints	NO	DST9	11	4 out of 5 stars	-27
219	10	Kansas City Chiefs	KC	DST10	10	2 out of 5 stars	-9
220	10	C.J. Stroud	HOU	QB28	7	3 out of 5 stars	-48
221	10	Jake Ferguson	DAL	TE28	7	3 out of 5 stars	-14
222	10	Pittsburgh Steelers	PIT	DST11	6	4 out of 5 stars	-30
223	10	Michael Mayer	LV	TE29	13	5 out of 5 stars	-14
224	10	Miami Dolphins	MIA	DST12	10	3 out of 5 stars	-65
225	10	Zach Ertz	ARI	TE30	14	2 out of 5 stars	-23
226	10	Jimmy Garoppolo	LV	QB29	13	4 out of 5 stars	-55
227	10	Luke Musgrave	GB	TE31	6	4 out of 5 stars	-44
228	10	Younghoe Koo	ATL	K6	11	4 out of 5 stars	-74
229	10	Mac Jones	NE	QB30	11	2 out of 5 stars	-36
230	10	Cincinnati Bengals	CIN	DST13	7	4 out of 5 stars	-12
231	10	Tyquan Thornton	NE	WR89	11	2 out of 5 stars	-
232	10	Kyren Williams	LAR	RB63	10	3 out of 5 stars	26
233	10	Terrace Marshall Jr.	CAR	WR90	7	4 out of 5 stars	-
234	10	Ty Chandler	MIN	RB64	13	5 out of 5 stars	-7
235	10	Jason Sanders	MIA	K7	10	2 out of 5 stars	-29
236	10	Michael Carter	NYJ	RB65	7	3 out of 5 stars	8
237	10	Chase Edmonds	TB	RB66	5	3 out of 5 stars	35
238	10	Washington Commanders	WAS	DST14	14	3 out of 5 stars	-24
239	10	Cleveland Browns	CLE	DST15	5	5 out of 5 stars	1
240	10	Jelani Woods	IND	TE32	11	3 out of 5 stars	-
241	10	Desmond Ridder	ATL	QB31	11	4 out of 5 stars	13
242	10	Cade Otton	TB	TE33	5	2 out of 5 stars	56
243	10	Jake Elliott	PHI	K8	10	2 out of 5 stars	-66
244	10	Chase Brown	CIN	RB67	7	3 out of 5 stars	-3
245	10	Brandon McManus	JAC	K9	9	2 out of 5 stars	-42
246	10	Tank Dell	HOU	WR91	7	4 out of 5 stars	-23
247	10	Jason Myers	SEA	K10	5	2 out of 5 stars	-61
248	10	Richie James Jr.	KC	WR92	10	2 out of 5 stars	13
249	10	Tampa Bay Buccaneers	TB	DST16	5	4 out of 5 stars	30
250	10	Green Bay Packers	GB	DST17	6	2 out of 5 stars	-30
251	10	Isaiah Likely	BAL	TE34	13	4 out of 5 stars	16
252	10	Los Angeles Chargers	LAC	DST18	5	2 out of 5 stars	-
253	10	Leonard Fournette	FA	RB68	-	-	-41
254	10	Deuce Vaughn	DAL	RB69	7	3 out of 5 stars	-103
255	10	Marvin Jones Jr.	DET	WR93	9	3 out of 5 stars	-
256	10	Pierre Strong Jr.	CLE	RB70	5	3 out of 5 stars	69
257	10	Josh Reynolds	DET	WR94	9	3 out of 5 stars	56
258	10	Graham Gano	NYG	K11	13	0 out of 5 stars	-41
259	10	Kareem Hunt	FA	RB71	-	-	-89
260	10	Greg Joseph	MIN	K12	13	1 out of 5 stars	2
261	10	Mack Hollins	ATL	WR95	11	4 out of 5 stars	66
262	10	Sterling Shepard	NYG	WR96	13	3 out of 5 stars	-
263	11	Jacksonville Jaguars	JAC	DST19	9	5 out of 5 stars	-59
264	11	Greg Zuerlein	NYJ	K13	7	4 out of 5 stars	-21
265	11	Matt Gay	IND	K14	11	4 out of 5 stars	-43
266	11	Baker Mayfield	TB	QB32	5	3 out of 5 stars	-16
267	11	Evan Hull	IND	RB72	11	3 out of 5 stars	-19
268	11	Indianapolis Colts	IND	DST20	11	3 out of 5 stars	-
269	11	Khalil Shakir	BUF	WR97	13	2 out of 5 stars	57
270	11	Kendrick Bourne	NE	WR98	11	2 out of 5 stars	-
271	11	Zach Evans	LAR	RB73	10	3 out of 5 stars	10
272	11	Wil Lutz	DEN	K15	9	2 out of 5 stars	-13
273	11	Isaiah Spiller	LAC	RB74	5	3 out of 5 stars	-
274	11	Tyler Conklin	NYJ	TE35	7	3 out of 5 stars	-66
275	11	Carolina Panthers	CAR	DST21	7	3 out of 5 stars	5
276	11	Zack Moss	IND	RB75	11	3 out of 5 stars	-38
277	11	Seattle Seahawks	SEA	DST22	5	2 out of 5 stars	-56
278	11	Latavius Murray	BUF	RB76	13	2 out of 5 stars	42
279	11	Keaontay Ingram	ARI	RB77	14	3 out of 5 stars	32
280	11	Los Angeles Rams	LAR	DST23	10	3 out of 5 stars	-3
281	11	Nick Folk	TEN	K16	7	4 out of 5 stars	-42
282	11	Chris Boswell	PIT	K17	6	4 out of 5 stars	-52
283	11	New York Giants	NYG	DST24	13	3 out of 5 stars	-59
284	11	Israel Abanikanda	NYJ	RB78	7	3 out of 5 stars	-
285	11	Tennessee Titans	TEN	DST25	7	5 out of 5 stars	-
286	11	Riley Patterson	DET	K18	9	1 out of 5 stars	-18
287	11	Logan Thomas	WAS	TE36	14	3 out of 5 stars	1
288	11	Puka Nacua	LAR	WR99	10	3 out of 5 stars	-6
289	11	Sean Tucker	TB	RB79	5	3 out of 5 stars	-18
290	11	Michael Wilson	ARI	WR100	14	3 out of 5 stars	-26
291	11	Chris Evans	CIN	RB80	7	3 out of 5 stars	18
292	11	Laviska Shenault Jr.	CAR	WR101	7	4 out of 5 stars	-
293	11	Cedric Tillman	CLE	WR102	5	3 out of 5 stars	25
294	11	Isaiah McKenzie	IND	WR103	11	4 out of 5 stars	-
295	11	Quez Watkins	PHI	WR104	10	3 out of 5 stars	-
296	11	Jake Moody	SF	K19	9	2 out of 5 stars	-97
297	11	Matt Prater	ARI	K20	14	2 out of 5 stars	-44
298	11	Matt Breida	NYG	RB81	13	2 out of 5 stars	8
299	11	Detroit Lions	DET	DST26	9	3 out of 5 stars	-21
300	11	Boston Scott	PHI	RB82	10	1 out of 5 stars	-
301	11	Dustin Hopkins	CLE	K21	5	3 out of 5 stars	-
302	11	Jordan Mason	SF	RB83	9	4 out of 5 stars	-
303	11	Cairo Santos	CHI	K22	13	5 out of 5 stars	-
304	11	D'Ernest Johnson	JAC	RB84	9	2 out of 5 stars	-
305	11	Minnesota Vikings	MIN	DST27	13	2 out of 5 stars	-74
306	11	DeWayne McBride	FA	RB85	-	-	-21
307	11	Nick Westbrook-Ikhine	TEN	WR105	7	3 out of 5 stars	-
308	11	Deon Jackson	IND	RB86	11	3 out of 5 stars	-59
309	11	JaMycal Hasty	JAC	RB87	9	2 out of 5 stars	-
310	11	Ka'imi Fairbairn	HOU	K23	7	5 out of 5 stars	-
311	11	Braxton Berrios	MIA	WR106	10	3 out of 5 stars	-
312	11	Justyn Ross	KC	WR107	10	2 out of 5 stars	-84
313	11	Devin Duvernay	BAL	WR108	13	3 out of 5 stars	-
314	11	Kayshon Boutte	NE	WR109	11	2 out of 5 stars	-
315	11	Malik Davis	FA	RB88	-	-	-
316	12	Zonovan Knight	FA	RB89	-	-	-
317	12	Austin Hooper	LV	TE37	13	5 out of 5 stars	-
318	12	Daniel Bellinger	NYG	TE38	13	1 out of 5 stars	-
319	12	Cameron Dicker	LAC	K24	5	4 out of 5 stars	-144
320	12	Tyrion Davis-Price	SF	RB90	9	4 out of 5 stars	-
321	12	Eric Gray	NYG	RB91	13	2 out of 5 stars	-
322	12	Russell Gage	TB	WR110	5	4 out of 5 stars	-
323	12	David Bell	CLE	WR111	5	3 out of 5 stars	-
324	12	James Robinson	FA	RB92	-	-	-
325	12	Jacoby Brissett	WAS	QB33	14	1 out of 5 stars	-
326	12	Ronald Jones II	DAL	RB93	7	3 out of 5 stars	-
327	12	Brett Maher	FA	K25	-	-	-92
328	12	Trayveon Williams	CIN	RB94	7	3 out of 5 stars	-
329	12	Greg Dortch	ARI	WR112	14	3 out of 5 stars	-
330	12	Hassan Haskins	TEN	RB95	7	4 out of 5 stars	-
331	12	Melvin Gordon III	FA	RB96	-	-	-
332	12	Cade York	FA	K26	-	-	-
333	12	Trey Lance	DAL	QB34	7	2 out of 5 stars	-59
334	12	DeeJay Dallas	SEA	RB97	5	2 out of 5 stars	-
335	12	Tutu Atwell	LAR	WR113	10	3 out of 5 stars	-
336	12	Deonte Harty	BUF	WR114	13	2 out of 5 stars	-
337	12	Michael Badgley	FA	K27	-	-	-72
338	12	Kyle Philips	TEN	WR115	7	3 out of 5 stars	-
339	12	Nelson Agholor	BAL	WR116	13	3 out of 5 stars	-
340	12	Eddy Pineiro	CAR	K28	7	3 out of 5 stars	-
341	12	Will Levis	TEN	QB35	7	4 out of 5 stars	-
342	12	Salvon Ahmed	MIA	RB98	10	1 out of 5 stars	-
343	12	Luke Schoonmaker	DAL	TE39	7	3 out of 5 stars	-
344	12	Ke'Shawn Vaughn	TB	RB99	5	3 out of 5 stars	-
345	12	Adam Trautman	DEN	TE40	9	4 out of 5 stars	-
346	12	Robert Tonyan	CHI	TE41	13	4 out of 5 stars	-
347	12	Jonnu Smith	ATL	TE42	11	3 out of 5 stars	-
348	12	Myles Gaskin	FA	RB100	-	-	-
349	12	Arizona Cardinals	ARI	DST28	14	4 out of 5 stars	-
350	12	Robbie Chosen	FA	WR117	-	-	-
351	12	Kyle Trask	TB	QB36	5	3 out of 5 stars	-
352	12	Foster Moreau	NO	TE43	11	5 out of 5 stars	-
353	12	Noah Brown	HOU	WR118	7	4 out of 5 stars	-
354	12	Rico Dowdle	DAL	RB101	7	3 out of 5 stars	-42
355	12	Jauan Jennings	SF	WR119	9	3 out of 5 stars	-
356	12	Noah Gray	KC	TE44	10	4 out of 5 stars	-
357	12	Darnell Washington	PIT	TE45	6	4 out of 5 stars	-
358	12	Robbie Gould	FA	K29	-	-	-83
359	12	Trey Palmer	TB	WR120	5	4 out of 5 stars	-
360	12	Ryan Succop	FA	K30	-	-	-
361	12	Randall Cobb	NYJ	WR121	7	3 out of 5 stars	-
362	12	Trent Sherfield	BUF	WR122	13	2 out of 5 stars	-
363	12	Donald Parham Jr.	LAC	TE46	5	4 out of 5 stars	-
364	12	Joey Slye	WAS	K31	14	4 out of 5 stars	-
365	12	Albert Okwuegbunam	PHI	TE47	10	2 out of 5 stars	-
366	12	Kenyan Drake	FA	RB102	-	-	-
367	12	Ben Skowronek	LAR	WR123	10	3 out of 5 stars	-
368	12	KJ Hamler	FA	WR124	-	-	-
369	12	Colt McCoy	FA	QB37	-	-	-118
370	12	Calvin Austin III	PIT	WR125	6	3 out of 5 stars	-
371	13	Sam Darnold	SF	QB38	9	3 out of 5 stars	-87
372	13	Cole Turner	WAS	TE48	14	3 out of 5 stars	-
373	13	A.T. Perry	NO	WR126	11	4 out of 5 stars	-
374	13	Durham Smythe	MIA	TE49	10	2 out of 5 stars	-
375	13	Deneric Prince	FA	RB103	-	-	-
376	13	Will Dissly	SEA	TE50	5	2 out of 5 stars	-
377	13	Xavier Hutchinson	HOU	WR127	7	4 out of 5 stars	-
378	13	Justice Hill	BAL	RB104	13	3 out of 5 stars	-49
379	13	Atlanta Falcons	ATL	DST29	11	5 out of 5 stars	-132
380	13	Chicago Bears	CHI	DST30	13	1 out of 5 stars	-138
381	13	Kalif Raymond	DET	WR128	9	3 out of 5 stars	-
382	13	Jalen Tolbert	DAL	WR129	7	2 out of 5 stars	-
383	13	Tucker Kraft	GB	TE51	6	4 out of 5 stars	-
384	13	Marquez Callaway	DEN	WR130	9	2 out of 5 stars	-
385	13	Rodrigo Blankenship	FA	K32	-	-	-
386	13	Tyler Scott	CHI	WR131	13	3 out of 5 stars	-
387	13	Ameer Abdullah	LV	RB105	13	3 out of 5 stars	-
388	13	Chris Rodriguez Jr.	WAS	RB106	14	3 out of 5 stars	-
389	13	Kenny McIntosh	SEA	RB107	5	2 out of 5 stars	-
390	13	Olamide Zaccheaus	PHI	WR132	10	3 out of 5 stars	-
391	13	Houston Texans	HOU	DST31	7	3 out of 5 stars	-
392	13	Jamison Crowder	FA	WR133	-	-	-
393	13	Raheem Blackshear	CAR	RB108	7	4 out of 5 stars	-
394	13	Kene Nwangwu	MIN	RB109	13	5 out of 5 stars	-
395	13	C.J. Uzomah	NYJ	TE52	7	3 out of 5 stars	-
396	13	Chris Moore	TEN	WR134	7	3 out of 5 stars	-
397	13	Brandon Aubrey	DAL	K33	7	3 out of 5 stars	-
398	13	J.D. McKissic	FA	RB110	-	-	-59
399	13	Brevin Jordan	HOU	TE53	7	3 out of 5 stars	-
400	13	Mason Crosby	FA	K34	-	-	-
401	13	Demario Douglas	NE	WR135	11	2 out of 5 stars	-
402	13	Harrison Bryant	CLE	TE54	5	3 out of 5 stars	-
403	13	Gardner Minshew II	IND	QB39	11	4 out of 5 stars	-
