"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"505",16,"Jimmy Horn Jr.",CAR,"WR171","5","-","-","2 out of 5 stars","-78"
"506",16,"Tim Patrick",NYJ,"WR172","13","-","-","4 out of 5 stars","-"
"507",16,"Jack Strand",ATL,"QB57","11","-","-","4 out of 5 stars","-160"
"508",16,"Will Kacmarek",MIA,"TE73","6","-","-","5 out of 5 stars","+85"
"509",16,"DeAndre Hopkins",BAL,"WR173","13","-","-","4 out of 5 stars","+82"
"510",16,"Cade Stover",HOU,"TE74","8","-","-","4 out of 5 stars","+3"
"511",16,"Trey Lance",LAC,"QB58","7","-","-","2 out of 5 stars","-17"
"512",16,"Jelani Woods",NYJ,"TE75","13","-","-","4 out of 5 stars","-81"
"513",16,"Tyler Conklin",DET,"TE76","6","-","-","3 out of 5 stars","+26"
"514",16,"Sam Roush",CHI,"TE77","10","-","-","2 out of 5 stars","-141"
"515",16,"Tanner Hudson",CIN,"TE78","6","-","-","3 out of 5 stars","-"
"516",16,"Taysom Hill",FA,"TE79","-","-","-","-","-65"
"517",16,"Michael Trigg",DAL,"TE80","14","-","-","2 out of 5 stars","-191"
