RK	TIERS	PLAYER NAME	TEAM	POS	BYE WEEK	SOS SEASON	ECR VS. ADP
403	12	Alex Collins	SEA	RB110	9	1 out of 5 stars	-
404	12	Ihmir Smith-Marsette	MIN	WR133	7	3 out of 5 stars	-
405	12	Jacob Harris	LAR	TE55	11	2 out of 5 stars	-
406	12	Taylor Heinicke	WAS	QB40	9	4 out of 5 stars	58
407	12	Jacob Eason	IND	QB41	14	4 out of 5 stars	12
408	12	Willie Snead IV	LV	WR134	8	1 out of 5 stars	70
409	12	Geoff Swaim	TEN	TE56	13	2 out of 5 stars	-
410	12	Foster Moreau	LV	TE57	8	4 out of 5 stars	4
411	12	J.J. Taylor	NE	RB111	14	3 out of 5 stars	-151
412	12	Collin Johnson	NYG	WR135	10	3 out of 5 stars	-
413	12	Sam Ficken	TEN	K37	13	2 out of 5 stars	-159
414	12	Cam Sims	WAS	WR136	9	3 out of 5 stars	-8
415	12	Kyle Juszczyk	SF	RB112	6	3 out of 5 stars	57
416	12	Freddie Swain	SEA	WR137	9	1 out of 5 stars	-
417	12	Ryan Santoso	CAR	K38	13	5 out of 5 stars	34
418	12	Golden Tate	FA	WR138	-	-	-
419	12	Chris Thompson	FA	RB113	-	-	-
420	12	Gardner Minshew II	PHI	QB42	14	4 out of 5 stars	64
421	12	Nick Boyle	BAL	TE58	8	4 out of 5 stars	-
422	12	Mohamed Sanu	SF	WR139	6	5 out of 5 stars	-20
423	12	Quinn Nordin	NE	K39	14	4 out of 5 stars	45
424	12	Damiere Byrd	CHI	WR140	10	3 out of 5 stars	-16
425	12	Cedrick Wilson	DAL	WR141	7	1 out of 5 stars	-
426	12	Jordan Love	GB	QB43	13	2 out of 5 stars	2
427	12	Isaiah McKenzie	BUF	WR142	7	3 out of 5 stars	-
428	12	Dez Fitzpatrick	TEN	WR143	13	3 out of 5 stars	-19
429	12	Tristan Vizcaino	LAC	K40	7	2 out of 5 stars	-
430	12	Kalif Raymond	DET	WR144	9	1 out of 5 stars	-
431	12	Hunter Long	MIA	TE59	14	4 out of 5 stars	-
432	12	Travis Homer	SEA	RB114	9	1 out of 5 stars	-
433	12	David Moore	LV	WR145	8	1 out of 5 stars	-75
434	12	Anthony Schwartz	CLE	WR146	13	1 out of 5 stars	-23
435	12	Tyler Eifert	FA	TE60	-	-	-
436	12	Lil'Jordan Humphrey	NO	WR147	6	4 out of 5 stars	-
437	12	Kene Nwangwu	MIN	RB115	7	3 out of 5 stars	-
438	13	Darren Fells	DET	TE61	9	4 out of 5 stars	-
439	13	Cornell Powell	KC	WR148	12	3 out of 5 stars	43
440	13	Darwin Thompson	TB	RB116	9	0 out of 5 stars	-
441	13	Kelvin Harmon	WAS	WR149	9	3 out of 5 stars	-
442	13	Antonio Gandy-Golden	WAS	WR150	9	3 out of 5 stars	-46
443	13	Marquise Goodwin	CHI	WR151	10	3 out of 5 stars	-58
444	13	Danny Amendola	FA	WR152	-	-	-
445	13	Trayveon Williams	CIN	RB117	10	3 out of 5 stars	-
446	13	Larry Fitzgerald	FA	WR153	-	-	-
447	13	Frank Darby	ATL	WR154	6	4 out of 5 stars	-
448	13	Matt Ammendola	NYJ	K41	6	5 out of 5 stars	-26
449	13	Marcus Mariota	LV	QB44	8	3 out of 5 stars	-57
450	13	Jace Sternberger	GB	TE62	13	3 out of 5 stars	-
451	13	Kahale Warring	BUF	TE63	7	2 out of 5 stars	-
452	13	JaMycal Hasty	SF	RB118	6	3 out of 5 stars	-
453	13	Brycen Hopkins	LAR	TE64	11	2 out of 5 stars	-
454	13	Demetric Felton	CLE	RB155	13	1 out of 5 stars	6
455	13	Bryce Love	FA	RB119	-	-	-
456	13	Jeremy McNichols	TEN	RB120	13	3 out of 5 stars	-
457	13	Tucker McCann	TEN	K42	13	2 out of 5 stars	-68
458	13	Marquez Stevenson	BUF	WR156	7	3 out of 5 stars	-
459	13	Tommy Tremble	CAR	TE65	13	4 out of 5 stars	-
460	13	Noah Gray	KC	TE66	12	3 out of 5 stars	6
461	13	Pharaoh Brown	HOU	TE67	10	4 out of 5 stars	-
462	13	Devonta Freeman	FA	RB121	-	-	-
463	13	Devine Ozigbo	JAC	RB122	7	4 out of 5 stars	-140
464	13	Ross Dwelley	SF	TE68	6	4 out of 5 stars	-
465	13	Ty Montgomery	NO	RB123	6	2 out of 5 stars	-41
466	13	Ryan Griffin	NYJ	TE69	6	3 out of 5 stars	-
467	13	D'Ernest Johnson	CLE	RB124	13	4 out of 5 stars	-
468	13	Mitchell Trubisky	BUF	QB45	7	1 out of 5 stars	-53
469	13	Trent Sherfield	SF	WR157	6	5 out of 5 stars	-17
470	13	Mekhi Sargent	TEN	RB125	13	3 out of 5 stars	-
471	13	Nick Vannett	NO	TE70	6	4 out of 5 stars	-
472	13	Braxton Berrios	NYJ	WR158	6	4 out of 5 stars	-
473	13	Trinity Benson	DET	WR159	9	1 out of 5 stars	-
474	13	J.J. Arcega-Whiteside	PHI	WR160	14	3 out of 5 stars	-
475	13	Gerrid Doaks	MIA	RB126	14	4 out of 5 stars	-22
476	13	C.J. Ham	MIN	RB127	7	3 out of 5 stars	-
477	13	Chad Beebe	FA	WR161	-	-	-21
478	13	Alshon Jeffery	FA	WR162	-	-	-
479	13	Mike Strachan	IND	WR163	14	5 out of 5 stars	-59
480	13	Tre' McKitty	LAC	TE71	7	3 out of 5 stars	-
481	13	Chris Manhertz	JAC	TE72	7	4 out of 5 stars	-
482	13	Cameron Batson	TEN	WR164	13	3 out of 5 stars	-
483	13	Patrick Ricard	BAL	RB128	8	4 out of 5 stars	-
484	13	Jakeem Grant Sr.	MIA	WR165	14	3 out of 5 stars	-
485	13	Gary Brightwell	NYG	RB129	10	2 out of 5 stars	-
486	13	Zay Jones	LV	WR166	8	1 out of 5 stars	-42
487	13	Darrell Daniels	ARI	TE73	12	2 out of 5 stars	-
488	13	Alec Ingold	LV	RB130	8	2 out of 5 stars	-
489	13	Richard Rodgers	FA	TE74	-	-	-
490	13	Christian Blake	ATL	WR167	6	4 out of 5 stars	-
491	13	Shi Smith	CAR	WR168	13	5 out of 5 stars	-84
492	13	Kenny Stills	BUF	WR169	7	3 out of 5 stars	-
493	13	K.J. Osborn	MIN	WR170	7	3 out of 5 stars	-167
494	13	Simi Fehoko	DAL	WR171	7	1 out of 5 stars	-33
495	13	Keith Smith	ATL	RB131	6	2 out of 5 stars	-
496	13	Durham Smythe	MIA	TE75	14	4 out of 5 stars	-
497	13	Blake Bell	KC	TE76	12	3 out of 5 stars	-
498	13	Adam Shaheen	MIA	TE77	14	4 out of 5 stars	-
499	13	Richie James Jr.	SF	WR172	6	5 out of 5 stars	-
500	13	Trey Burton	FA	TE78	-	-	-
501	13	Dazz Newsome	CHI	WR173	10	3 out of 5 stars	-66
502	13	Jaelon Darden	TB	WR174	9	2 out of 5 stars	-
503	13	Corey Clement	DAL	RB132	7	2 out of 5 stars	-61
504	13	Tavon Austin	JAC	WR175	7	5 out of 5 stars	-
505	13	Hunter Bryant	DET	TE79	9	4 out of 5 stars	-
506	13	Johnny Mundt	LAR	TE80	11	2 out of 5 stars	-
507	13	Andre Roberts	HOU	WR176	10	3 out of 5 stars	-
508	13	Ameer Abdullah	MIN	RB133	7	3 out of 5 stars	-137
509	13	D'Onta Foreman	FA	RB134	-	-	-145
510	13	Marcedes Lewis	GB	TE81	13	3 out of 5 stars	-
511	13	Tommy Sweeney	BUF	TE82	7	2 out of 5 stars	-
512	13	Equanimeous St. Brown	GB	WR177	13	1 out of 5 stars	-
513	13	Aldrick Rosas	FA	K43	-	-	-77
514	13	Jakob Johnson	NE	RB135	14	3 out of 5 stars	-
515	13	Tim Tebow	JAC	TE83	7	4 out of 5 stars	-252
516	13	Andrew Jacas	SF	K44	6	4 out of 5 stars	-
517	13	Phillip Walker	CAR	QB46	13	4 out of 5 stars	-
518	13	Michael Burton	KC	RB136	12	4 out of 5 stars	-
519	13	Jamal Agnew	JAC	WR178	7	5 out of 5 stars	-
520	13	Gunner Olszewski	NE	WR179	14	4 out of 5 stars	-
521	13	Jacoby Brissett	MIA	QB47	14	4 out of 5 stars	-40
522	13	Frank Gore	FA	RB137	-	-	-
523	13	Ricky Seals-Jones	WAS	TE84	9	3 out of 5 stars	-
524	14	Devin Asiasi	NE	TE85	14	5 out of 5 stars	-
525	14	Isaiah Coulter	CHI	WR180	10	3 out of 5 stars	-
526	14	Luke Farrell	JAC	TE86	7	4 out of 5 stars	-
527	14	Charlie Woerner	SF	TE87	6	4 out of 5 stars	-69
528	14	Ray-Ray McCloud	PIT	WR181	7	2 out of 5 stars	-
529	14	Lee Smith	ATL	TE88	6	2 out of 5 stars	-
530	14	John Hightower	PHI	WR182	14	3 out of 5 stars	-
531	14	Josh Oliver	BAL	TE89	8	4 out of 5 stars	-
532	14	Zach Gentry	PIT	TE90	7	5 out of 5 stars	-
533	14	KeeSean Johnson	PHI	WR183	14	3 out of 5 stars	-
534	14	Chris Hogan	NO	WR184	6	4 out of 5 stars	-
535	14	Jonathan Ward	ARI	RB138	12	3 out of 5 stars	-
536	14	Khari Blasingame	TEN	RB139	13	3 out of 5 stars	-
537	14	Derek Carrier	LV	TE91	8	4 out of 5 stars	-
538	14	Noah Brown	DAL	WR185	7	1 out of 5 stars	-
539	14	Phillip Dorsett II	JAC	WR186	7	5 out of 5 stars	-
540	14	Sam Ehlinger	IND	QB48	14	4 out of 5 stars	-128
541	14	Jauan Jennings	SF	WR187	6	5 out of 5 stars	-
542	14	Stephen Anderson	LAC	TE92	7	3 out of 5 stars	-156
543	14	Nick Bowers	LV	TE93	8	4 out of 5 stars	-
544	14	Tre Harbison	CLE	RB140	13	4 out of 5 stars	-
545	14	John Bates	WAS	TE94	9	3 out of 5 stars	-
546	14	Alex Armah Jr.	NO	RB141	6	2 out of 5 stars	-
547	14	Garrett Griffin	NO	TE95	6	4 out of 5 stars	-
548	14	Kellen Mond	MIN	QB49	7	3 out of 5 stars	-
549	14	Dedrick Mills	FA	RB142	-	-	-
550	14	Dwayne Haskins	PIT	QB50	7	4 out of 5 stars	-
551	14	Eric Saubert	DEN	TE96	11	4 out of 5 stars	-
552	14	Kaden Smith	NYG	TE97	10	3 out of 5 stars	-
553	14	Jaeden Graham	ATL	TE98	6	2 out of 5 stars	-
554	14	Cethan Carter	MIA	TE99	14	4 out of 5 stars	-
555	14	Trevon Wesco	NYJ	TE100	6	3 out of 5 stars	-
556	14	KhaDarel Hodge	DET	WR188	9	1 out of 5 stars	-
557	14	Daniel Brown	NYJ	TE101	6	3 out of 5 stars	-
558	14	Nick Foles	CHI	QB51	10	2 out of 5 stars	-
559	14	LeSean McCoy	FA	RB143	-	-	-
560	14	Thaddeus Moss	CIN	TE102	10	2 out of 5 stars	-
561	14	Brandon Dillon	MIN	TE103	7	2 out of 5 stars	-96
562	14	Reggie Gilliam	BUF	RB144	7	3 out of 5 stars	-253
563	14	J.P. Holtz	CHI	TE104	10	1 out of 5 stars	-
564	14	James Proche	BAL	WR189	8	2 out of 5 stars	-
565	14	Sage Surratt	DET	WR190	9	1 out of 5 stars	-
566	14	Ashton Dulin	IND	WR191	14	5 out of 5 stars	-
567	14	Brandon Zylstra	CAR	WR192	13	5 out of 5 stars	-
568	14	Mitchell Wilcox	CIN	TE105	10	2 out of 5 stars	-
569	14	Tajae Sharpe	ATL	WR193	6	4 out of 5 stars	-
570	14	Tom Kennedy	DET	WR194	9	1 out of 5 stars	-125
571	14	Kenny Yeboah	NYJ	TE106	6	3 out of 5 stars	-
572	14	K.J. Hill Jr.	LAC	WR195	7	3 out of 5 stars	-
573	14	Cade Johnson	SEA	WR196	9	1 out of 5 stars	-
574	14	Charlie Taumoepeau	DET	TE107	9	4 out of 5 stars	-
575	14	Chad Henne	KC	QB52	12	4 out of 5 stars	-100
576	14	Tyler Huntley	BAL	QB53	8	2 out of 5 stars	-
577	14	Trenton Cannon	FA	RB145	-	-	-
578	14	Malcolm Perry	NE	WR197	14	4 out of 5 stars	-
579	14	Andy Janovich	CLE	RB146	13	4 out of 5 stars	-
580	14	Colby Parkinson	SEA	TE108	9	1 out of 5 stars	-
581	14	Mason Rudolph	PIT	QB54	7	4 out of 5 stars	-
582	14	Brandon Bolden	NE	RB147	14	3 out of 5 stars	-
583	14	Diontae Spencer	DEN	WR198	11	4 out of 5 stars	-
584	14	Daurice Fountain	KC	WR199	12	3 out of 5 stars	-
585	14	Jarrett Stidham	NE	QB55	14	5 out of 5 stars	-
586	14	Jared Pinkney	DET	TE109	9	4 out of 5 stars	-
587	14	Sammis Reyes	WAS	TE110	9	3 out of 5 stars	-
588	14	Chad Hansen	DET	WR200	9	1 out of 5 stars	-
589	14	Josiah Deguara	GB	TE111	13	3 out of 5 stars	-
590	14	Jaylen Samuels	PIT	RB148	7	5 out of 5 stars	-167
591	14	Jack Stoll	PHI	TE112	14	3 out of 5 stars	-288
592	14	Otis Anderson Jr.	LAR	RB149	11	4 out of 5 stars	-
593	14	Jeremy Sprinkle	DAL	TE113	7	2 out of 5 stars	-
594	14	Ben Ellefson	MIN	TE114	7	2 out of 5 stars	-
595	14	Tommy Hudson	TEN	TE115	13	2 out of 5 stars	-
596	14	Demetrius Harris	ARI	TE116	12	2 out of 5 stars	-
597	14	Jesper Horsted	CHI	TE117	10	1 out of 5 stars	-124
598	14	Sean McKeon	DAL	TE118	7	2 out of 5 stars	-
599	14	Ryan Izzo	NYG	TE119	10	3 out of 5 stars	-
600	14	Marcus Kemp	KC	WR201	12	3 out of 5 stars	-
601	14	DeAndre Carter	WAS	WR202	9	3 out of 5 stars	-
602	14	Jesse James	CHI	TE120	10	1 out of 5 stars	-
603	14	Jordan Thomas	FA	TE121	-	-	-
604	14	Kevin White	NO	WR203	6	4 out of 5 stars	-
605	14	Justin Watson	TB	WR204	9	2 out of 5 stars	-
606	14	Ben Skowronek	LAR	WR205	11	5 out of 5 stars	-
607	14	Raymond Calais	LAR	RB150	11	4 out of 5 stars	-
608	14	Logan Woodside	TEN	QB56	13	2 out of 5 stars	-
609	14	Pooka Williams Jr.	CIN	RB151	10	3 out of 5 stars	-291
610	14	Mike Thomas	CIN	WR206	10	2 out of 5 stars	-
611	14	Kendall Hinton	DEN	WR207	11	4 out of 5 stars	-
612	14	Dan Chisena	MIN	WR208	7	3 out of 5 stars	-
613	14	Chris Streveler	ARI	QB57	12	2 out of 5 stars	-
614	14	Dalton Keene	NE	TE122	14	5 out of 5 stars	-
615	14	Kyle Trask	TB	QB58	9	2 out of 5 stars	-
616	14	Dominique Dafney	GB	TE123	13	3 out of 5 stars	-
617	14	Antony Auclair	HOU	TE124	10	4 out of 5 stars	-
618	14	Lamar Miller	WAS	RB152	9	3 out of 5 stars	-
619	14	Mason Schreck	CIN	TE125	10	2 out of 5 stars	-
620	14	Geronimo Allison	FA	WR209	-	-	-
621	14	Chester Rogers	TEN	WR210	13	3 out of 5 stars	-
622	14	Theo Riddick	LV	RB153	8	2 out of 5 stars	-
623	14	Nsimba Webster	CHI	WR211	10	3 out of 5 stars	-
624	14	Stephen Sullivan	CAR	TE126	13	4 out of 5 stars	-
625	14	Colin Thompson	CAR	TE127	13	4 out of 5 stars	-
626	15	Antonio Callaway	FA	WR212	-	-	-210
627	15	DaeSean Hamilton	DEN	WR213	11	4 out of 5 stars	-
628	15	Giovanni Ricci	CAR	TE128	13	4 out of 5 stars	-
629	15	Nick Keizer	KC	TE129	12	3 out of 5 stars	-
630	15	Seth Williams	DEN	WR214	11	4 out of 5 stars	-
631	15	Javon Wims	FA	WR215	-	-	-
632	15	Chase Daniel	LAC	QB59	7	2 out of 5 stars	-
633	15	Brandon Allen	CIN	QB60	10	2 out of 5 stars	-
634	15	C.J. Beathard	JAC	QB61	7	4 out of 5 stars	-
635	15	Farrod Green	IND	TE130	14	4 out of 5 stars	-
636	15	Racey McMath	TEN	WR216	13	3 out of 5 stars	-
637	15	John Wolford	LAR	QB62	11	4 out of 5 stars	-
638	15	Joe Flacco	PHI	QB63	14	4 out of 5 stars	-158
639	15	D.J. Montgomery	NYJ	WR217	6	4 out of 5 stars	-
640	15	Chris Moore	FA	WR218	-	-	-
641	15	Mike Glennon	NYG	QB64	10	4 out of 5 stars	-165
642	15	Colt McCoy	ARI	QB65	12	2 out of 5 stars	-
643	15	Case Keenum	CLE	QB66	13	3 out of 5 stars	-
644	15	Dezmon Patmon	IND	WR219	14	5 out of 5 stars	-182
645	15	C.J. Board	NYG	WR220	10	3 out of 5 stars	-
646	15	Marcus Johnson	TEN	WR221	13	3 out of 5 stars	-
647	15	Penny Hart	SEA	WR222	9	1 out of 5 stars	-
648	15	Zach Davidson	MIN	TE131	7	2 out of 5 stars	-341
649	15	Kyle Allen	WAS	QB67	9	4 out of 5 stars	-
650	15	Nick Westbrook-Ikhine	TEN	WR223	13	3 out of 5 stars	-
651	15	Alex Erickson	FA	WR224	-	-	-
652	15	T.J. Vasher	DAL	WR225	7	1 out of 5 stars	-
653	15	Joe Reed	LAC	WR226	7	3 out of 5 stars	-
654	15	Stephen Guidry	DAL	WR227	7	1 out of 5 stars	-
655	15	Antoine Wesley	ARI	WR228	12	2 out of 5 stars	-
656	15	Jake Kumerow	BUF	WR229	7	3 out of 5 stars	-
657	15	Caleb Wilson	FA	TE132	-	-	-
658	15	Jeff Smith	NYJ	WR230	6	4 out of 5 stars	-
659	15	Malik Taylor	GB	WR231	13	1 out of 5 stars	-
660	15	Stanley Morgan Jr.	CIN	WR232	10	2 out of 5 stars	-
661	15	DeMichael Harris	IND	WR233	14	5 out of 5 stars	-
662	15	Devin Funchess	FA	WR234	-	-	-282
663	15	Trishton Jackson	MIN	WR235	7	3 out of 5 stars	-
664	15	Riley Ridley	FA	WR236	-	-	-224
665	15	Dax Milne	WAS	WR237	9	3 out of 5 stars	-
666	16	Trent Taylor	CIN	WR238	10	2 out of 5 stars	-
667	16	Dante Pettis	NYG	WR239	10	3 out of 5 stars	-
