RK	TIERS	PLAYER NAME	TEAM	POS	BYE WEEK	SOS SEASON	ECR VS. ADP
95	6	Kenyan Drake	LV	RB38	8	2 out of 5 stars	10
96	6	Dallas Goedert	PHI	TE10	14	3 out of 5 stars	-5
97	6	Antonio Brown	TB	WR37	9	2 out of 5 stars	-11
98	6	Jamaal Williams	DET	RB39	9	0 out of 5 stars	12
99	6	Tyler Higbee	LAR	TE11	11	2 out of 5 stars	-3
100	6	DeVonta Smith	PHI	WR38	14	3 out of 5 stars	-17
101	6	Will Fuller V	MIA	WR39	14	3 out of 5 stars	12
102	6	Laviska Shenault Jr.	JAC	WR40	7	5 out of 5 stars	-2
103	6	D.J. Chark Jr.	JAC	WR41	7	5 out of 5 stars	-9
104	6	Devin Singletary	BUF	RB40	7	3 out of 5 stars	3
105	6	Nyheim Hines	IND	RB41	14	4 out of 5 stars	26
106	6	Mike Gesicki	MIA	TE12	14	4 out of 5 stars	9
107	6	Jarvis Landry	CLE	WR42	13	1 out of 5 stars	-3
108	6	Tony Pollard	DAL	RB42	7	2 out of 5 stars	16
109	6	Mike Williams	LAC	WR43	7	3 out of 5 stars	10
110	6	Curtis Samuel	WAS	WR44	9	3 out of 5 stars	16
111	6	Joe Burrow	CIN	QB13	10	2 out of 5 stars	0
112	6	David Johnson	HOU	RB43	10	4 out of 5 stars	-3
113	6	Jonnu Smith	NE	TE13	14	5 out of 5 stars	29
114	7	Michael Gallup	DAL	WR45	7	1 out of 5 stars	9
115	7	Marvin Jones Jr.	JAC	WR46	7	5 out of 5 stars	20
116	7	Michael Pittman Jr.	IND	WR47	14	5 out of 5 stars	0
117	7	James White	NE	RB44	14	3 out of 5 stars	39
118	7	Marquez Callaway	NO	WR48	6	4 out of 5 stars	4
119	7	Jaylen Waddle	MIA	WR49	14	3 out of 5 stars	-5
120	7	Phillip Lindsay	HOU	RB45	10	4 out of 5 stars	31
121	7	Sony Michel	LAR	RB46	11	4 out of 5 stars	0
122	7	Matt Ryan	ATL	QB14	6	3 out of 5 stars	15
123	7	Darnell Mooney	CHI	WR50	10	3 out of 5 stars	7
124	7	Michael Thomas	NO	WR51	6	4 out of 5 stars	-50
125	7	Evan Engram	NYG	TE14	10	3 out of 5 stars	44
126	7	Rob Gronkowski	TB	TE15	9	3 out of 5 stars	-14
127	7	J.D. McKissic	WAS	RB47	9	3 out of 5 stars	22
128	7	DeVante Parker	MIA	WR52	14	3 out of 5 stars	24
129	7	Trevor Lawrence	JAC	QB15	7	4 out of 5 stars	-1
130	7	Marquise Brown	BAL	WR53	8	2 out of 5 stars	6
131	7	Hunter Henry	NE	TE16	14	5 out of 5 stars	23
132	7	Alexander Mattison	MIN	RB48	7	3 out of 5 stars	8
133	7	Kirk Cousins	MIN	QB16	7	3 out of 5 stars	24
134	7	Tua Tagovailoa	MIA	QB17	14	4 out of 5 stars	27
135	7	Gerald Everett	SEA	TE17	9	1 out of 5 stars	39
136	7	Giovani Bernard	TB	RB49	9	0 out of 5 stars	31
137	7	Elijah Moore	NYJ	WR54	6	4 out of 5 stars	7
138	7	Jared Cook	LAC	TE18	7	3 out of 5 stars	40
139	7	Jakobi Meyers	NE	WR55	14	4 out of 5 stars	6
140	7	Cole Kmet	CHI	TE19	10	1 out of 5 stars	75
141	7	Russell Gage	ATL	WR56	6	4 out of 5 stars	6
142	7	Henry Ruggs III	LV	WR57	8	1 out of 5 stars	-10
143	7	Mecole Hardman	KC	WR58	12	3 out of 5 stars	-16
144	7	Baker Mayfield	CLE	QB18	13	3 out of 5 stars	-10
145	7	Austin Hooper	CLE	TE20	13	2 out of 5 stars	66
146	7	Cole Beasley	BUF	WR59	7	3 out of 5 stars	-3
147	7	Tevin Coleman	NYJ	RB50	6	4 out of 5 stars	11
148	7	Blake Jarwin	DAL	TE21	7	2 out of 5 stars	47
149	8	Latavius Murray	NO	RB51	6	2 out of 5 stars	-10
150	8	Sterling Shepard	NYG	WR60	10	3 out of 5 stars	43
151	8	Ryan Fitzpatrick	WAS	QB19	9	4 out of 5 stars	32
152	8	Justin Fields	CHI	QB20	10	2 out of 5 stars	-14
153	8	Ben Roethlisberger	PIT	QB21	7	4 out of 5 stars	13
154	8	Nelson Agholor	NE	WR61	14	4 out of 5 stars	23
155	8	Zach Ertz	PHI	TE22	14	3 out of 5 stars	-2
156	8	Jalen Reagor	PHI	WR62	14	3 out of 5 stars	33
157	8	Gabriel Davis	BUF	WR63	7	3 out of 5 stars	42
158	8	Rashaad Penny	SEA	RB52	9	1 out of 5 stars	14
159	8	Anthony Firkser	TEN	TE23	13	2 out of 5 stars	64
160	8	Derek Carr	LV	QB22	8	3 out of 5 stars	38
161	8	Rondale Moore	ARI	WR64	12	2 out of 5 stars	4
162	8	Emmanuel Sanders	BUF	WR65	7	3 out of 5 stars	20
163	8	Bryan Edwards	LV	WR66	8	1 out of 5 stars	29
164	8	Jameis Winston	NO	QB23	6	3 out of 5 stars	4
165	8	Jamison Crowder	NYJ	WR67	6	4 out of 5 stars	36
166	8	Trey Lance	SF	QB24	6	5 out of 5 stars	-25
167	8	Tre'Quan Smith	NO	WR68	6	4 out of 5 stars	52
168	8	Daniel Jones	NYG	QB25	10	4 out of 5 stars	54
169	8	Los Angeles Rams	LAR	DST1	11	3 out of 5 stars	-71
170	8	Pittsburgh Steelers	PIT	DST2	7	2 out of 5 stars	-67
171	8	Parris Campbell	IND	WR69	14	5 out of 5 stars	68
172	8	Terrace Marshall Jr.	CAR	WR70	13	5 out of 5 stars	1
173	8	Rashod Bateman	BAL	WR71	8	2 out of 5 stars	31
174	8	Adam Trautman	NO	TE24	6	4 out of 5 stars	38
175	8	Carson Wentz	IND	QB26	14	4 out of 5 stars	72
176	8	Baltimore Ravens	BAL	DST3	8	2 out of 5 stars	-59
177	8	Christian Kirk	ARI	WR72	12	2 out of 5 stars	52
178	8	Eric Ebron	PIT	TE25	7	5 out of 5 stars	40
179	8	Sam Darnold	CAR	QB27	13	4 out of 5 stars	38
180	8	Washington Football Team	WAS	DST4	9	2 out of 5 stars	-72
181	8	Zach Wilson	NYJ	QB28	6	3 out of 5 stars	3
182	8	Darrel Williams	KC	RB53	12	4 out of 5 stars	9
183	8	Malcolm Brown	MIA	RB54	14	4 out of 5 stars	33
184	8	Kenneth Gainwell	PHI	RB55	14	3 out of 5 stars	10
185	8	San Francisco 49ers	SF	DST5	6	3 out of 5 stars	-60
186	8	Rhamondre Stevenson	NE	RB56	14	3 out of 5 stars	-31
187	8	Justin Tucker	BAL	K1	8	4 out of 5 stars	-69
188	8	Tampa Bay Buccaneers	TB	DST6	9	5 out of 5 stars	-86
189	8	Carlos Hyde	JAC	RB57	7	4 out of 5 stars	79
190	8	Amon-Ra St. Brown	DET	WR73	9	1 out of 5 stars	10
191	8	Harrison Butker	KC	K2	12	2 out of 5 stars	-71
192	9	A.J. Green	ARI	WR74	12	2 out of 5 stars	-13
193	9	T.Y. Hilton	IND	WR75	14	5 out of 5 stars	10
194	9	Indianapolis Colts	IND	DST7	14	2 out of 5 stars	-31
195	9	Younghoe Koo	ATL	K3	6	3 out of 5 stars	-66
196	9	Darius Slayton	NYG	WR76	10	3 out of 5 stars	86
197	9	Tyrell Williams	DET	WR77	9	1 out of 5 stars	-11
198	9	Damien Williams	CHI	RB58	10	3 out of 5 stars	26
199	9	New England Patriots	NE	DST8	14	0 out of 5 stars	-28
200	9	Marquez Valdes-Scantling	GB	WR78	13	1 out of 5 stars	30
201	9	Greg Zuerlein	DAL	K4	7	4 out of 5 stars	-55
202	9	Salvon Ahmed	MIA	RB59	14	4 out of 5 stars	43
203	9	Buffalo Bills	BUF	DST9	7	3 out of 5 stars	-55
204	9	Tarik Cohen	CHI	RB60	10	3 out of 5 stars	33
205	9	Allen Lazard	GB	WR79	13	1 out of 5 stars	38
206	9	Randall Cobb	GB	WR80	13	1 out of 5 stars	-30
207	9	Kansas City Chiefs	KC	DST10	12	1 out of 5 stars	-22
208	9	Sammy Watkins	BAL	WR81	8	2 out of 5 stars	58
209	9	Jason Sanders	MIA	K5	14	4 out of 5 stars	-59
210	9	Marlon Mack	IND	RB61	14	4 out of 5 stars	-29
211	9	New Orleans Saints	NO	DST11	6	3 out of 5 stars	30
212	9	Chuba Hubbard	CAR	RB62	13	2 out of 5 stars	-52
213	9	Denver Broncos	DEN	DST12	11	2 out of 5 stars	-54
214	9	Ty Johnson	NYJ	RB63	6	4 out of 5 stars	-4
215	9	Jared Goff	DET	QB29	9	1 out of 5 stars	84
216	9	Cleveland Browns	CLE	DST13	13	3 out of 5 stars	-46
217	9	Rodrigo Blankenship	IND	K6	14	3 out of 5 stars	-42
218	9	Miami Dolphins	MIA	DST14	14	2 out of 5 stars	-22
219	9	Hayden Hurst	ATL	TE26	6	2 out of 5 stars	15
220	9	Justin Jackson	LAC	RB64	7	4 out of 5 stars	36
221	9	Matt Prater	ARI	K7	12	4 out of 5 stars	-19
222	9	Tyler Bass	BUF	K8	7	3 out of 5 stars	-89
223	9	Los Angeles Chargers	LAC	DST15	7	4 out of 5 stars	48
224	9	Mark Ingram II	HOU	RB65	10	4 out of 5 stars	-37
225	9	Boston Scott	PHI	RB66	14	3 out of 5 stars	21
226	9	KJ Hamler	DEN	WR82	11	4 out of 5 stars	134
227	9	Chicago Bears	CHI	DST16	10	2 out of 5 stars	-2
228	9	Ryan Succop	TB	K9	9	2 out of 5 stars	-64
229	9	Robbie Gould	SF	K10	6	4 out of 5 stars	-39
230	9	Dawson Knox	BUF	TE27	7	2 out of 5 stars	6
231	9	Jason Myers	SEA	K11	9	4 out of 5 stars	-22
232	9	Darrynton Evans	TEN	RB67	13	3 out of 5 stars	21
233	9	Joshua Kelley	LAC	RB68	7	4 out of 5 stars	73
234	9	Teddy Bridgewater	DEN	QB30	11	5 out of 5 stars	-3
235	9	Green Bay Packers	GB	DST17	13	5 out of 5 stars	-3
236	9	Hunter Renfrow	LV	WR83	8	1 out of 5 stars	107
237	9	Seattle Seahawks	SEA	DST18	9	4 out of 5 stars	-10
238	9	Mason Crosby	GB	K12	13	0 out of 5 stars	-50
239	9	Van Jefferson	LAR	WR84	11	5 out of 5 stars	135
240	9	O.J. Howard	TB	TE28	9	3 out of 5 stars	29
241	9	Josh Reynolds	TEN	WR85	13	3 out of 5 stars	118
242	9	Minnesota Vikings	MIN	DST19	7	3 out of 5 stars	-2
243	9	DeSean Jackson	LAR	WR86	11	5 out of 5 stars	87
244	9	Tim Patrick	DEN	WR87	11	4 out of 5 stars	113
245	9	Daniel Carlson	LV	K13	8	2 out of 5 stars	-39
246	10	Mac Jones	NE	QB31	14	5 out of 5 stars	-84
247	10	Brandon McManus	DEN	K14	11	1 out of 5 stars	-26
248	10	Devontae Booker	NYG	RB69	10	2 out of 5 stars	-43
249	10	Dan Arnold	CAR	TE29	13	4 out of 5 stars	55
250	10	Jerick McKinnon	KC	RB70	12	4 out of 5 stars	-17
251	10	Chris Herndon IV	MIN	TE30	7	2 out of 5 stars	83
252	10	Nico Collins	HOU	WR88	10	3 out of 5 stars	-8
253	10	Denzel Mims	NYJ	WR89	6	4 out of 5 stars	62
254	10	Philadelphia Eagles	PHI	DST20	14	4 out of 5 stars	22
255	10	John Brown	FA	WR90	-	-	28
256	10	Kadarius Toney	NYG	WR91	10	3 out of 5 stars	-7
257	10	Chris Boswell	PIT	K15	7	2 out of 5 stars	-5
258	10	Wil Lutz	NO	K16	6	4 out of 5 stars	-51
259	10	Tennessee Titans	TEN	DST21	13	3 out of 5 stars	-45
260	10	Benny Snell Jr.	PIT	RB71	7	5 out of 5 stars	5
261	10	Wayne Gallman Jr.	ATL	RB72	6	2 out of 5 stars	70
262	10	Jake Elliott	PHI	K17	14	4 out of 5 stars	117
263	10	Arizona Cardinals	ARI	DST22	12	3 out of 5 stars	-21
264	10	Anthony Miller	HOU	WR92	10	3 out of 5 stars	90
265	10	Dustin Hopkins	WAS	K18	9	2 out of 5 stars	7
266	10	New York Giants	NYG	DST23	10	4 out of 5 stars	-4
267	10	James Washington	PIT	WR93	7	2 out of 5 stars	130
268	10	Samaje Perine	CIN	RB73	10	3 out of 5 stars	78
269	10	Jimmy Garoppolo	SF	QB32	6	5 out of 5 stars	80
270	10	Josh Lambo	JAC	K19	7	5 out of 5 stars	114
271	10	Breshad Perriman	CHI	WR94	10	3 out of 5 stars	26
272	10	Quintez Cephus	DET	WR95	9	1 out of 5 stars	80
273	10	Zach Pascal	IND	WR96	14	5 out of 5 stars	108
274	10	Amari Rodgers	GB	WR97	13	1 out of 5 stars	7
275	10	Matt Gay	LAR	K20	11	5 out of 5 stars	-49
276	10	Taysom Hill	NO	QB33	6	3 out of 5 stars	-21
277	10	New York Jets	NYJ	DST24	6	4 out of 5 stars	98
278	10	Jack Doyle	IND	TE31	14	4 out of 5 stars	135
279	10	Ty'Son Williams	BAL	RB74	8	4 out of 5 stars	-71
280	10	Justice Hill	BAL	RB75	8	4 out of 5 stars	14
281	10	Matt Breida	BUF	RB76	7	3 out of 5 stars	87
282	10	Jimmy Graham	CHI	TE32	10	1 out of 5 stars	13
283	10	Jeff Wilson Jr.	SF	RB77	6	3 out of 5 stars	2
284	10	Rashard Higgins	CLE	WR98	13	1 out of 5 stars	82
285	10	Dyami Brown	WAS	WR99	9	3 out of 5 stars	85
286	10	Donovan Peoples-Jones	CLE	WR100	13	1 out of 5 stars	-35
287	10	Dallas Cowboys	DAL	DST25	7	5 out of 5 stars	-49
288	10	LaMical Perine	NYJ	RB78	6	4 out of 5 stars	12
289	10	Ka'imi Fairbairn	HOU	K21	10	3 out of 5 stars	88
290	10	Anthony McFarland Jr.	PIT	RB79	7	5 out of 5 stars	-31
291	10	Mike Badgley	FA	K22	-	-	-13
292	10	Kendrick Bourne	NE	WR101	14	4 out of 5 stars	96
293	10	Keelan Cole Sr.	NYJ	WR102	6	4 out of 5 stars	100
294	10	Jacksonville Jaguars	JAC	DST26	7	2 out of 5 stars	84
295	10	Preston Williams	MIA	WR103	14	3 out of 5 stars	108
296	10	Tyrod Taylor	HOU	QB34	10	4 out of 5 stars	26
297	10	D'Wayne Eskridge	SEA	WR104	9	1 out of 5 stars	44
298	10	Dalton Schultz	DAL	TE33	7	2 out of 5 stars	40
299	10	N'Keal Harry	NE	WR105	14	4 out of 5 stars	101
300	10	Pat Freiermuth	PIT	TE34	7	5 out of 5 stars	-120
301	10	Graham Gano	NYG	K23	10	2 out of 5 stars	60
302	10	Carolina Panthers	CAR	DST27	13	4 out of 5 stars	-54
303	10	Atlanta Falcons	ATL	DST28	6	5 out of 5 stars	80
304	10	Josh Palmer	LAC	WR106	7	3 out of 5 stars	-43
305	10	Joey Slye	FA	K24	-	-	89
306	10	Drew Lock	DEN	QB35	11	5 out of 5 stars	22
307	11	Tony Jones Jr.	NO	RB80	6	2 out of 5 stars	-94
308	11	Ke'Shawn Vaughn	TB	RB81	9	0 out of 5 stars	43
309	11	Scotty Miller	TB	WR107	9	2 out of 5 stars	23
310	11	Deshaun Watson	HOU	QB36	10	4 out of 5 stars	-113
311	11	DeeJay Dallas	SEA	RB82	9	1 out of 5 stars	137
312	11	Kyle Rudolph	NYG	TE35	10	3 out of 5 stars	162
313	11	Keke Coutee	IND	WR108	14	5 out of 5 stars	20
314	11	Tyler Conklin	MIN	TE36	7	2 out of 5 stars	135
315	11	Mo Alie-Cox	IND	TE37	14	4 out of 5 stars	22
316	11	Andy Dalton	CHI	QB37	10	2 out of 5 stars	-37
317	11	Demarcus Robinson	KC	WR109	12	3 out of 5 stars	8
318	11	Byron Pringle	KC	WR110	12	3 out of 5 stars	-16
319	11	Jordan Akins	HOU	TE38	10	4 out of 5 stars	-69
320	11	Jalen Richard	LV	RB83	8	2 out of 5 stars	24
321	11	Kalen Ballage	PIT	RB84	7	5 out of 5 stars	35
322	11	Cairo Santos	CHI	K25	10	2 out of 5 stars	43
323	11	Austin Seibert	DET	K26	9	5 out of 5 stars	-
324	11	Tyron Johnson	JAC	WR111	7	5 out of 5 stars	93
325	11	Rex Burkhead	HOU	RB85	10	4 out of 5 stars	152
326	11	Cam Newton	FA	QB38	-	-	-98
327	11	Olamide Zaccheaus	ATL	WR112	6	4 out of 5 stars	20
328	11	Quez Watkins	PHI	WR113	14	3 out of 5 stars	8
329	11	Travis Fulgham	PHI	WR114	14	3 out of 5 stars	19
330	11	Larry Rountree III	LAC	RB86	7	4 out of 5 stars	15
331	11	Donald Parham Jr.	LAC	TE39	7	3 out of 5 stars	64
332	11	Andy Isabella	ARI	WR115	12	2 out of 5 stars	115
333	11	Eno Benjamin	ARI	RB87	12	3 out of 5 stars	2
334	11	Will Dissly	SEA	TE40	9	1 out of 5 stars	107
335	11	C.J. Uzomah	CIN	TE41	10	2 out of 5 stars	32
336	11	Qadree Ollison	FA	RB88	-	-	-24
337	11	Jermar Jefferson	DET	RB89	9	0 out of 5 stars	101
338	11	Stephen Gostkowski	FA	K27	-	-	-
339	11	Greg Ward	PHI	WR116	14	3 out of 5 stars	93
340	11	Javian Hawkins	TEN	RB90	13	3 out of 5 stars	-70
341	11	Jordan Wilkins	IND	RB91	14	4 out of 5 stars	-
342	11	Jalen Guyton	LAC	WR117	7	3 out of 5 stars	62
343	11	Miles Boykin	BAL	WR118	8	2 out of 5 stars	-
344	11	David Njoku	CLE	TE42	13	2 out of 5 stars	61
345	11	Jordan Howard	PHI	RB92	14	3 out of 5 stars	-
346	11	Adam Humphries	WAS	WR119	9	3 out of 5 stars	4
347	11	Ian Thomas	CAR	TE43	13	4 out of 5 stars	-
348	11	Tyler Kroft	NYJ	TE44	6	3 out of 5 stars	-73
349	11	Zane Gonzalez	DET	K28	9	5 out of 5 stars	-
350	11	Jaret Patterson	WAS	RB93	9	3 out of 5 stars	-73
351	11	Harrison Bryant	CLE	TE45	13	2 out of 5 stars	132
352	11	Jake Funk	LAR	RB94	11	4 out of 5 stars	-64
353	11	Kerryon Johnson	FA	RB95	-	-	9
354	11	Elijah Mitchell	SF	RB96	6	3 out of 5 stars	-90
355	11	Cody Parkey	CLE	K29	13	2 out of 5 stars	17
356	11	Xavier Jones	FA	RB97	-	-	-89
357	11	Deonte Harris	NO	WR120	6	4 out of 5 stars	6
358	11	Tutu Atwell	LAR	WR121	11	5 out of 5 stars	41
359	11	Kylin Hill	GB	RB98	13	0 out of 5 stars	66
360	11	Cordarrelle Patterson	ATL	WR122	6	4 out of 5 stars	-103
361	11	Chris Evans	CIN	RB99	10	3 out of 5 stars	-8
362	11	Houston Texans	HOU	DST29	10	2 out of 5 stars	7
363	11	Le'Veon Bell	FA	RB100	-	-	-90
364	11	John Ross	NYG	WR123	10	3 out of 5 stars	-
365	11	Drew Sample	CIN	TE46	10	2 out of 5 stars	114
366	12	Juwan Johnson	NO	TE47	6	4 out of 5 stars	-86
367	12	Peyton Barber	LV	RB101	8	2 out of 5 stars	-
368	12	Todd Gurley II	FA	RB102	-	-	-148
369	12	Duke Johnson Jr.	FA	RB103	-	-	-
370	12	Evan McPherson	CIN	K30	10	1 out of 5 stars	-112
371	12	Chris Conley	HOU	WR124	10	3 out of 5 stars	2
372	12	Mike Boone	DEN	RB104	11	5 out of 5 stars	-30
373	12	Albert Okwuegbunam	DEN	TE48	11	4 out of 5 stars	66
374	12	Ito Smith	FA	RB105	-	-	2
375	12	Dan Bailey	FA	K31	-	-	-
376	12	Cincinnati Bengals	CIN	DST30	10	3 out of 5 stars	83
377	12	Sam Sloman	PIT	K32	7	2 out of 5 stars	-
378	12	Tylan Wallace	BAL	WR125	8	2 out of 5 stars	12
379	12	Las Vegas Raiders	LV	DST31	8	4 out of 5 stars	-
380	12	Adrian Peterson	FA	RB106	-	-	54
381	12	Tyler Johnson	TB	WR126	9	2 out of 5 stars	29
382	12	Royce Freeman	CAR	RB107	13	2 out of 5 stars	-71
383	12	Auden Tate	CIN	WR127	10	2 out of 5 stars	-
384	12	Detroit Lions	DET	DST32	9	5 out of 5 stars	14
385	12	James O'Shaughnessy	JAC	TE49	7	4 out of 5 stars	41
386	12	Devin Duvernay	BAL	WR128	8	2 out of 5 stars	69
387	12	Cameron Brate	TB	TE50	9	3 out of 5 stars	-
388	12	Jacob Hollister	JAC	TE51	7	4 out of 5 stars	97
389	12	Maxx Williams	ARI	TE52	12	2 out of 5 stars	-
390	12	Dede Westbrook	MIN	WR129	7	3 out of 5 stars	-
391	12	Khalil Herbert	CHI	RB108	10	3 out of 5 stars	72
392	12	Nick Folk	NE	K33	14	4 out of 5 stars	-157
393	12	Dare Ogunbowale	JAC	RB109	7	4 out of 5 stars	-
394	12	Steven Sims Jr.	PIT	WR130	7	2 out of 5 stars	-
395	12	Kylen Granson	IND	TE53	14	4 out of 5 stars	62
396	12	Brevin Jordan	HOU	TE54	10	4 out of 5 stars	-
397	12	Chase McLaughlin	CLE	K34	13	2 out of 5 stars	-123
398	12	Davis Mills	HOU	QB39	10	4 out of 5 stars	69
399	12	Jalen Hurd	SF	WR131	6	5 out of 5 stars	28
400	12	Greg Joseph	MIN	K35	7	0 out of 5 stars	50
401	12	Randy Bullock	FA	K36	-	-	0
402	12	Albert Wilson	MIA	WR132	14	3 out of 5 stars	-11
