RK	TIERS	PLAYER NAME	TEAM	POS	BYE WEEK	AGE	SOS SEASON	ECR VS. ADP
165	10	Zach Ertz	PHI	TE22	14	30	3 out of 5 stars	-24
166	10	Darius Slayton	NYG	WR65	10	24	3 out of 5 stars	13
167	10	Denzel Mims	NYJ	WR66	6	23	4 out of 5 stars	-16
168	10	Chuba Hubbard	CAR	RB55	13	22	2 out of 5 stars	-54
169	10	Daniel Jones	NYG	QB26	10	24	4 out of 5 stars	44
170	10	Sam Darnold	CAR	QB27	13	24	4 out of 5 stars	2
171	10	Jared Goff	DET	QB28	9	26	1 out of 5 stars	114
172	10	Nico Collins	HOU	WR67	10	22	3 out of 5 stars	-1
173	10	Jamison Crowder	NYJ	WR68	6	28	4 out of 5 stars	5
174	10	Kadarius Toney	NYG	WR69	10	22	3 out of 5 stars	-30
175	10	Latavius Murray	NO	RB56	6	31	2 out of 5 stars	-11
176	10	Jakobi Meyers	NE	WR70	14	24	4 out of 5 stars	-26
177	10	Dyami Brown	WAS	WR71	9	21	3 out of 5 stars	-9
178	10	Sterling Shepard	NYG	WR72	10	28	3 out of 5 stars	4
179	10	Blake Jarwin	DAL	TE23	7	27	2 out of 5 stars	8
180	10	James White	NE	RB57	14	29	3 out of 5 stars	18
181	10	T.Y. Hilton	IND	WR73	14	31	5 out of 5 stars	-1
182	10	Amari Rodgers	GB	WR74	13	21	1 out of 5 stars	-13
183	10	Van Jefferson	LAR	WR75	11	25	5 out of 5 stars	25
184	10	Jameis Winston	NO	QB29	6	27	3 out of 5 stars	-1
185	10	O.J. Howard	TB	TE24	9	26	3 out of 5 stars	33
186	11	Nelson Agholor	NE	WR76	14	28	4 out of 5 stars	-16
187	11	Anthony Firkser	TEN	TE25	13	26	2 out of 5 stars	13
188	11	John Brown	FA	WR77	-	31	-	35
189	11	KJ Hamler	DEN	WR78	11	22	4 out of 5 stars	8
190	11	Eric Ebron	PIT	TE26	7	28	5 out of 5 stars	69
191	11	Joshua Kelley	LAC	RB58	7	23	4 out of 5 stars	11
192	11	Russell Gage	ATL	WR79	6	25	4 out of 5 stars	-59
193	11	Ke'Shawn Vaughn	TB	RB59	9	24	0 out of 5 stars	-1
194	11	D'Wayne Eskridge	SEA	WR80	9	24	1 out of 5 stars	-13
195	11	Hayden Hurst	ATL	TE27	6	28	2 out of 5 stars	56
196	11	Cole Beasley	BUF	WR81	7	32	3 out of 5 stars	-51
197	11	Rob Gronkowski	TB	TE28	9	32	3 out of 5 stars	-1
198	11	Darrynton Evans	TEN	RB60	13	23	3 out of 5 stars	-13
199	11	Marlon Mack	IND	RB61	14	25	4 out of 5 stars	-23
200	11	Giovani Bernard	TB	RB62	9	29	0 out of 5 stars	12
201	11	Dawson Knox	BUF	TE29	7	24	2 out of 5 stars	47
202	11	Wayne Gallman Jr.	ATL	RB63	6	26	2 out of 5 stars	58
203	11	Allen Lazard	GB	WR82	13	25	1 out of 5 stars	12
204	11	Salvon Ahmed	MIA	RB64	14	22	4 out of 5 stars	-5
205	11	Boston Scott	PHI	RB65	14	26	3 out of 5 stars	17
206	11	Jeff Wilson Jr.	SF	RB66	6	25	3 out of 5 stars	14
207	11	Tevin Coleman	NYJ	RB67	6	28	4 out of 5 stars	-44
208	11	Sammy Watkins	BAL	WR83	8	28	2 out of 5 stars	1
209	11	Preston Williams	MIA	WR84	14	24	3 out of 5 stars	73
210	11	Drew Lock	DEN	QB30	11	24	5 out of 5 stars	126
211	11	Jimmy Garoppolo	SF	QB31	6	29	5 out of 5 stars	-
212	11	Ben Roethlisberger	PIT	QB32	7	39	4 out of 5 stars	74
213	11	Tre'Quan Smith	NO	WR85	6	25	4 out of 5 stars	-23
214	11	Justin Jackson	LAC	RB68	7	25	4 out of 5 stars	48
215	11	Anthony Miller	HOU	WR86	10	26	3 out of 5 stars	61
216	11	Taysom Hill	NO	QB33	6	31	3 out of 5 stars	55
217	11	Josh Reynolds	TEN	WR87	13	26	3 out of 5 stars	99
218	11	Benny Snell Jr.	PIT	RB69	7	23	5 out of 5 stars	54
219	11	Anthony McFarland Jr.	PIT	RB70	7	23	5 out of 5 stars	44
220	11	James Washington	PIT	WR88	7	25	2 out of 5 stars	41
221	11	Donovan Peoples-Jones	CLE	WR89	13	22	1 out of 5 stars	11
222	11	N'Keal Harry	NE	WR90	14	23	4 out of 5 stars	12
223	11	Tylan Wallace	BAL	WR91	8	22	2 out of 5 stars	32
224	11	Tutu Atwell	LAR	WR92	11	21	5 out of 5 stars	-8
225	12	Emmanuel Sanders	BUF	WR93	7	34	3 out of 5 stars	14
226	12	Jared Cook	LAC	TE30	7	34	3 out of 5 stars	-51
227	12	LaMical Perine	NYJ	RB71	6	23	4 out of 5 stars	4
228	12	Kylin Hill	GB	RB72	13	23	0 out of 5 stars	-9
229	12	Chris Herndon IV	MIN	TE31	7	25	2 out of 5 stars	-
230	12	Josh Palmer	LAC	WR94	7	21	3 out of 5 stars	-82
231	12	Tim Patrick	DEN	WR95	11	27	4 out of 5 stars	63
232	12	Cam Newton	FA	QB34	-	32	-	114
233	12	Teddy Bridgewater	DEN	QB35	11	28	5 out of 5 stars	111
234	12	David Njoku	CLE	TE32	13	25	2 out of 5 stars	94
235	12	Justice Hill	BAL	RB73	8	23	4 out of 5 stars	80
236	12	Breshad Perriman	CHI	WR96	10	28	3 out of 5 stars	-1
237	12	Brevin Jordan	HOU	TE33	10	21	4 out of 5 stars	43
238	12	Malcolm Brown	MIA	RB74	14	28	4 out of 5 stars	12
239	12	Elijah Mitchell	SF	RB75	6	23	3 out of 5 stars	-55
240	12	New Orleans Saints	NO	DST1	6	-	3 out of 5 stars	-19
241	12	New England Patriots	NE	DST2	14	-	0 out of 5 stars	-31
242	12	Denver Broncos	DEN	DST3	11	-	2 out of 5 stars	-14
243	12	Baltimore Ravens	BAL	DST4	8	-	2 out of 5 stars	-40
244	12	Minnesota Vikings	MIN	DST5	7	-	3 out of 5 stars	29
245	12	Larry Rountree III	LAC	RB76	7	22	4 out of 5 stars	-16
246	12	San Francisco 49ers	SF	DST6	6	-	3 out of 5 stars	-29
247	12	Kerryon Johnson	FA	RB77	-	24	-	21
248	12	Chicago Bears	CHI	DST7	10	-	2 out of 5 stars	-10
249	12	Harrison Bryant	CLE	TE34	13	23	2 out of 5 stars	71
250	12	Greg Zuerlein	DAL	K1	7	33	4 out of 5 stars	-39
251	12	Mark Ingram II	HOU	RB78	10	31	4 out of 5 stars	-46
252	12	Justin Tucker	BAL	K2	8	31	4 out of 5 stars	-96
253	12	Wil Lutz	NO	K3	6	27	4 out of 5 stars	-27
254	12	Los Angeles Rams	LAR	DST8	11	-	3 out of 5 stars	-105
255	12	Harrison Butker	KC	K4	12	26	2 out of 5 stars	-101
256	12	Buffalo Bills	BUF	DST9	7	-	3 out of 5 stars	-42
257	12	DeeJay Dallas	SEA	RB79	9	22	1 out of 5 stars	-16
258	12	Hunter Renfrow	LV	WR97	8	25	1 out of 5 stars	12
259	12	Kansas City Chiefs	KC	DST10	12	-	1 out of 5 stars	97
260	12	Pittsburgh Steelers	PIT	DST11	7	-	2 out of 5 stars	-56
261	12	Tyler Johnson	TB	WR98	9	23	2 out of 5 stars	74
262	12	Cleveland Browns	CLE	DST12	13	-	3 out of 5 stars	-61
263	12	Seattle Seahawks	SEA	DST13	9	-	4 out of 5 stars	62
264	12	Ty Johnson	NYJ	RB80	6	23	4 out of 5 stars	0
265	12	Matt Breida	BUF	RB81	7	26	3 out of 5 stars	40
266	12	Damien Williams	CHI	RB82	10	29	3 out of 5 stars	-21
267	12	Indianapolis Colts	IND	DST14	14	-	2 out of 5 stars	-18
268	12	Jermar Jefferson	DET	RB83	9	21	0 out of 5 stars	-28
269	12	Hunter Long	MIA	TE35	14	23	4 out of 5 stars	19
270	12	Jordan Love	GB	QB36	13	22	2 out of 5 stars	-26
271	12	Ryan Fitzpatrick	WAS	QB37	9	38	4 out of 5 stars	-64
272	12	Washington Football Team	WAS	DST15	9	-	2 out of 5 stars	-111
273	12	Chris Evans	CIN	RB84	10	23	3 out of 5 stars	-8
274	12	Los Angeles Chargers	LAC	DST16	7	-	4 out of 5 stars	-22
275	12	A.J. Green	ARI	WR99	12	33	2 out of 5 stars	-102
276	12	Green Bay Packers	GB	DST17	13	-	5 out of 5 stars	-
277	12	Dalton Schultz	DAL	TE36	7	25	2 out of 5 stars	14
278	12	Javian Hawkins	TEN	RB85	13	21	3 out of 5 stars	-84
279	12	Lynn Bowden Jr.	MIA	WR100	14	23	3 out of 5 stars	-
280	12	Kendrick Bourne	NE	WR101	14	26	4 out of 5 stars	74
281	13	Tennessee Titans	TEN	DST18	13	-	3 out of 5 stars	36
282	13	Matt Prater	ARI	K5	12	37	4 out of 5 stars	-55
283	13	Darrel Williams	KC	RB86	12	26	4 out of 5 stars	-59
284	13	Dan Arnold	CAR	TE37	13	26	4 out of 5 stars	12
285	13	Robbie Gould	SF	K6	6	38	4 out of 5 stars	-27
286	13	Quintez Cephus	DET	WR102	9	23	1 out of 5 stars	-17
287	13	Philadelphia Eagles	PHI	DST19	14	-	4 out of 5 stars	3
288	13	Mason Crosby	GB	K7	13	37	0 out of 5 stars	-63
289	13	Dallas Cowboys	DAL	DST20	7	-	5 out of 5 stars	-
290	13	Jake Elliott	PHI	K8	14	26	4 out of 5 stars	-36
291	13	Randall Cobb	GB	WR103	13	31	1 out of 5 stars	-48
292	13	Albert Okwuegbunam	DEN	TE38	11	23	4 out of 5 stars	47
293	13	Keke Coutee	IND	WR104	14	24	5 out of 5 stars	-15
294	13	Marquez Callaway	NO	WR105	6	23	4 out of 5 stars	-117
295	13	Keelan Cole Sr.	NYJ	WR106	6	28	4 out of 5 stars	26
296	13	Scotty Miller	TB	WR107	9	24	2 out of 5 stars	49
297	13	Arizona Cardinals	ARI	DST21	12	-	3 out of 5 stars	-
298	13	Khalil Herbert	CHI	RB87	10	23	3 out of 5 stars	-24
299	13	Jerick McKinnon	KC	RB88	12	29	4 out of 5 stars	-52
300	13	Donald Parham Jr.	LAC	TE39	7	24	3 out of 5 stars	22
301	13	Eno Benjamin	ARI	RB89	12	22	3 out of 5 stars	6
302	13	Devin Duvernay	BAL	WR108	8	24	2 out of 5 stars	50
303	13	Ka'imi Fairbairn	HOU	K9	10	27	3 out of 5 stars	-47
304	13	Todd Gurley II	FA	RB90	-	27	-	-67
305	13	Carlos Hyde	JAC	RB91	7	30	4 out of 5 stars	14
306	13	Andy Isabella	ARI	WR109	12	24	2 out of 5 stars	51
307	13	Anthony Schwartz	CLE	WR110	13	21	1 out of 5 stars	-9
308	13	Miles Boykin	BAL	WR111	8	24	2 out of 5 stars	59
309	13	Tampa Bay Buccaneers	TB	DST22	9	-	5 out of 5 stars	-114
310	13	Marquez Valdes-Scantling	GB	WR112	13	26	1 out of 5 stars	-68
311	13	Stephen Gostkowski	FA	K10	-	37	-	-45
312	13	Atlanta Falcons	ATL	DST23	6	-	5 out of 5 stars	-
313	13	Rashard Higgins	CLE	WR113	13	26	1 out of 5 stars	35
314	13	Royce Freeman	CAR	RB92	13	25	2 out of 5 stars	15
315	13	Brandon McManus	DEN	K11	11	30	1 out of 5 stars	-12
316	13	Ian Thomas	CAR	TE40	13	25	4 out of 5 stars	-
317	13	Carolina Panthers	CAR	DST24	13	-	4 out of 5 stars	-
318	13	DeSean Jackson	LAR	WR114	11	34	5 out of 5 stars	-
319	13	Le'Veon Bell	FA	RB93	-	29	-	-83
320	13	Jaret Patterson	WAS	RB94	9	21	3 out of 5 stars	-19
321	13	Seth Williams	DEN	WR115	11	21	4 out of 5 stars	48
322	13	Mike Badgley	FA	K12	-	26	-	10
323	13	New York Giants	NYG	DST25	10	-	4 out of 5 stars	-
324	13	Will Dissly	SEA	TE41	9	25	1 out of 5 stars	-
325	13	Graham Gano	NYG	K13	10	34	2 out of 5 stars	-42
326	13	Cornell Powell	KC	WR116	12	23	3 out of 5 stars	-24
327	13	Houston Texans	HOU	DST26	10	-	2 out of 5 stars	38
328	13	Demarcus Robinson	KC	WR117	12	26	3 out of 5 stars	13
329	13	Travis Fulgham	PHI	WR118	14	26	3 out of 5 stars	-36
330	13	Drew Sample	CIN	TE42	10	25	2 out of 5 stars	-
331	13	Tommy Tremble	CAR	TE43	13	21	4 out of 5 stars	9
332	14	Mo Alie-Cox	IND	TE44	14	27	4 out of 5 stars	-14
333	14	Miami Dolphins	MIA	DST27	14	-	2 out of 5 stars	-21
334	14	Mike Boone	DEN	RB95	11	26	5 out of 5 stars	4
335	14	Kyle Rudolph	NYG	TE45	10	31	3 out of 5 stars	-
336	14	Jimmy Graham	CHI	TE46	10	34	1 out of 5 stars	-22
337	14	New York Jets	NYJ	DST28	6	-	4 out of 5 stars	-
338	14	Devontae Booker	NYG	RB96	10	29	2 out of 5 stars	-43
339	14	Jaelon Darden	TB	WR119	9	22	2 out of 5 stars	-28
340	14	Chris Boswell	PIT	K14	7	30	2 out of 5 stars	26
341	14	Jacksonville Jaguars	JAC	DST29	7	-	2 out of 5 stars	-42
342	14	Daniel Carlson	LV	K15	8	26	2 out of 5 stars	-32
343	14	Dan Bailey	FA	K16	-	33	-	-20
344	14	Collin Johnson	NYG	WR120	10	23	3 out of 5 stars	32
345	14	Duke Johnson Jr.	FA	RB97	-	27	-	-53
346	14	Jack Doyle	IND	TE47	14	31	4 out of 5 stars	16
347	14	Zach Pascal	IND	WR121	14	26	5 out of 5 stars	-47
348	14	Kyle Trask	TB	QB38	9	23	2 out of 5 stars	-51
349	14	Tre' McKitty	LAC	TE48	7	22	3 out of 5 stars	-
350	14	Auden Tate	CIN	WR122	10	24	2 out of 5 stars	-
351	14	Kalen Ballage	PIT	RB98	7	25	5 out of 5 stars	-2
352	14	Dede Westbrook	MIN	WR123	7	27	3 out of 5 stars	-
353	14	Dez Fitzpatrick	TEN	WR124	13	23	3 out of 5 stars	-69
354	14	John Ross	NYG	WR125	10	25	3 out of 5 stars	-
355	14	Jace Sternberger	GB	TE49	13	25	3 out of 5 stars	-
356	14	Gardner Minshew II	PHI	QB39	14	25	4 out of 5 stars	-
357	14	Jacob Harris	LAR	TE50	11	24	2 out of 5 stars	-151
358	14	Marquez Stevenson	BUF	WR126	7	23	3 out of 5 stars	1
359	14	Jason Myers	SEA	K17	9	30	4 out of 5 stars	-51
360	14	Andy Dalton	CHI	QB40	10	33	2 out of 5 stars	-
361	14	Brian Hill	FA	RB99	-	25	-	-
362	14	Ryan Succop	TB	K18	9	34	2 out of 5 stars	-83
363	14	Tyrell Williams	DET	WR127	9	29	1 out of 5 stars	-96
364	14	Kellen Mond	MIN	QB41	7	22	3 out of 5 stars	-31
365	14	Davis Mills	HOU	QB42	10	22	4 out of 5 stars	-
366	14	Mitchell Trubisky	BUF	QB43	7	27	1 out of 5 stars	-
367	14	Samaje Perine	CIN	RB100	10	25	3 out of 5 stars	-86
368	14	Rodrigo Blankenship	IND	K19	14	24	3 out of 5 stars	-111
369	14	Jalen Guyton	LAC	WR128	7	24	3 out of 5 stars	-
370	14	Antonio Gandy-Golden	WAS	WR129	9	23	3 out of 5 stars	-
371	14	Devin Asiasi	NE	TE51	14	24	5 out of 5 stars	-
372	14	Shi Smith	CAR	WR130	13	22	5 out of 5 stars	-1
373	14	Cincinnati Bengals	CIN	DST30	10	-	3 out of 5 stars	-
374	14	Jordan Akins	HOU	TE52	10	29	4 out of 5 stars	-
375	14	Jalen Hurd	SF	WR131	6	25	5 out of 5 stars	-7
376	14	Ito Smith	FA	RB101	-	26	-	-46
377	14	Marcus Mariota	LV	QB44	8	27	3 out of 5 stars	-
