team	week	def_sacks	def_interceptions	def_safeties	def_tds	fumble_recovery_opp	fumble_recovery_tds	special_teams_tds	def_punt_blocks	def_pat_blocks	def_fg_blocks	def_2pt_made	points_allowed
NO	3	1	0	0	0	0	0	0	0	0	0	0	37
NYG	3	2	0	0	0	0	0	0	0	0	0	0	36
NYJ	3	0	0	0	0	0	0	0	0	0	0	0	36
PHI	3	8	0	0	0	0	0	0	0	0	0	0	23
PIT	3	5	1	0	0	0	0	0	0	0	0	0	21
SEA	3	2	2	1	0	1	0	0	0	1	0	0	31
SF	3	2	1	0	0	2	0	0	0	0	0	0	9
TB	3	6	2	1	0	0	0	0	1	0	0	0	10
TEN	3	2	2	0	0	1	0	0	0	0	0	0	30
WAS	3	2	0	0	0	0	0	0	0	0	0	0	34
ARI	4	0	1	0	0	0	0	0	0	0	0	0	31
ATL	4	1	0	0	0	0	0	0	0	0	0	0	30
BAL	4	3	0	0	0	1	0	0	0	0	0	0	17
BUF	4	2	0	0	0	2	0	0	0	0	0	0	23
CAR	4	1	0	0	0	1	0	0	0	0	0	0	21
CHI	4	1	0	0	0	0	0	0	0	0	0	0	19
CIN	4	3	1	0	0	0	0	0	0	0	0	0	25
CLE	4	3	1	0	0	2	0	0	0	0	0	0	38
DAL	4	2	0	0	0	0	0	0	0	0	0	0	49
DEN	4	6	0	0	0	0	0	0	0	0	0	0	28
DET	4	2	1	0	0	0	0	0	0	0	0	0	35
GB	4	4	0	0	0	0	0	0	0	0	0	0	16
HOU	4	3	0	0	0	0	0	0	0	0	0	0	31
IND	4	1	1	0	0	0	0	0	0	0	0	0	11
JAX	4	1	1	0	0	0	0	0	0	0	0	0	33
KC	4	2	3	0	1	1	0	0	0	0	0	0	10
LA	4	5	1	0	0	0	0	0	0	0	0	0	9
LAC	4	0	1	0	1	0	0	0	0	0	0	0	38
LV	4	1	0	0	0	0	0	0	0	0	0	0	30
MIA	4	2	1	0	0	0	0	0	0	0	0	0	31
MIN	4	3	0	0	0	1	0	0	0	0	0	0	23
NE	4	1	0	0	0	1	0	0	0	0	0	0	26
NO	4	3	1	0	0	0	0	0	0	0	0	0	29
NYG	4	2	0	0	0	1	0	0	0	0	0	0	17
NYJ	4	0	3	0	1	0	0	0	0	0	0	0	37
PHI	4	5	2	0	1	1	0	0	0	0	0	0	20
SEA	4	1	2	0	0	0	0	0	0	0	0	0	23
SF	4	3	1	0	0	0	0	0	0	0	0	0	25
TB	4	2	1	0	0	1	0	0	0	0	0	0	31
WAS	4	1	2	0	0	0	0	0	0	0	0	0	31
ARI	5	3	0	0	0	0	0	0	0	0	0	0	10
ATL	5	0	0	0	0	0	0	0	0	0	0	0	23
BAL	5	7	1	0	0	2	1	0	0	0	0	0	3
BUF	5	0	0	0	0	0	0	0	0	0	0	0	42
CAR	5	2	1	0	0	0	0	0	0	0	0	0	16
CHI	5	3	0	0	0	1	0	0	0	0	0	0	19
CIN	5	1	1	0	0	0	0	0	0	0	0	0	27
CLE	5	1	2	1	1	0	0	0	0	0	0	0	23
DAL	5	2	0	0	0	1	1	0	0	0	0	0	34
HOU	5	3	0	0	0	2	0	0	0	0	0	0	14
IND	5	1	2	0	0	0	0	1	0	0	0	0	32
JAX	5	1	2	0	0	0	0	0	0	0	0	0	30
KC	5	1	1	0	0	0	0	0	0	0	0	0	40
LA	5	8	0	0	0	0	0	0	0	0	0	0	10
LAC	5	2	1	0	0	0	0	0	0	0	0	0	30
LV	5	3	1	0	0	0	0	0	0	0	0	0	32
MIA	5	5	2	0	0	1	0	0	0	0	0	0	17
MIN	5	4	1	0	0	0	0	0	0	0	0	0	27
NO	5	3	0	0	0	0	0	0	0	0	0	0	27
NYG	5	2	1	0	1	1	0	0	0	0	0	0	37
NYJ	5	1	1	0	0	0	0	0	0	0	0	0	30
PHI	5	1	0	0	0	1	0	0	0	0	0	0	38
PIT	5	5	2	0	0	0	0	0	0	0	0	0	29
SEA	5	3	1	0	0	1	0	0	0	0	0	0	26
SF	5	2	0	0	0	0	0	0	0	0	0	0	43
TB	5	3	1	0	0	0	0	0	0	0	0	0	20
TEN	5	1	2	0	0	1	0	0	0	0	0	0	16
WAS	5	1	1	0	0	0	0	0	0	0	0	0	30
ARI	6	3	2	0	0	2	0	0	0	0	0	0	10
ATL	6	1	3	0	0	0	0	0	0	0	0	0	23
BAL	6	6	0	0	0	1	0	0	0	0	0	0	28
BUF	6	1	0	0	0	1	0	0	0	0	0	0	26
CAR	6	0	1	0	0	0	0	0	0	0	0	0	23
CHI	6	4	2	0	0	1	0	0	0	0	0	0	16
CIN	6	1	1	0	0	1	0	0	0	0	0	0	31
CLE	6	2	0	0	0	0	0	0	0	0	0	0	38
DAL	6	1	0	0	0	0	0	0	0	0	0	0	38
DEN	6	4	2	0	0	1	0	0	0	0	0	0	12
DET	6	1	1	0	0	1	0	0	0	0	0	0	16
GB	6	0	0	0	0	0	0	0	0	0	0	0	38
HOU	6	2	1	0	0	1	0	0	0	0	1	0	42
IND	6	2	1	0	0	0	0	0	0	0	0	0	27
JAX	6	0	1	0	0	0	0	0	0	0	0	0	34
KC	6	0	1	0	0	0	0	0	0	0	0	0	17
LA	6	0	0	0	0	0	0	0	0	0	0	0	24
MIA	6	3	1	0	0	0	0	0	0	0	0	0	0
MIN	6	2	0	0	0	1	0	0	0	0	0	0	40
NE	6	2	2	0	0	0	0	0	0	0	0	0	18
NYG	6	3	1	0	0	1	1	0	0	0	0	0	19
NYJ	6	2	2	0	0	0	0	0	0	0	0	0	24
PHI	6	3	0	0	0	0	1	0	0	0	0	0	30
PIT	6	4	2	0	1	0	0	0	0	0	0	0	7
SF	6	0	1	0	0	0	0	0	0	1	0	0	16
TB	6	5	2	0	1	0	0	0	0	0	0	0	10
TEN	6	2	0	0	0	0	0	0	0	0	0	0	36
WAS	6	1	1	0	0	0	0	0	0	0	0	0	20
ARI	7	2	3	0	0	0	0	0	0	0	0	0	34
ATL	7	2	0	0	0	0	0	0	0	0	0	0	23
BUF	7	6	2	0	0	0	0	0	0	0	0	0	10
CAR	7	1	0	0	0	1	0	0	0	0	0	0	27
CHI	7	1	0	0	0	1	1	0	0	0	1	0	24
CIN	7	0	1	0	0	0	0	0	0	0	0	0	37
CLE	7	4	1	0	0	1	0	0	0	0	0	0	34
DAL	7	2	0	0	0	0	0	0	0	0	0	0	25
DEN	7	4	0	0	0	1	0	0	0	0	0	0	43
DET	7	2	0	0	0	1	0	0	0	0	0	0	22
GB	7	3	0	0	0	1	0	0	0	0	0	0	20
HOU	7	0	0	0	0	0	0	0	1	0	0	0	35
JAX	7	1	0	0	0	0	0	1	1	0	0	0	39
KC	7	3	2	0	1	2	0	1	0	0	0	0	16
LA	7	4	2	0	0	0	0	0	0	0	0	0	10
LAC	7	5	0	0	0	1	0	0	0	0	0	0	29
LV	7	0	0	0	0	0	0	0	0	0	0	0	45
NE	7	1	2	0	0	0	0	0	0	1	0	0	33
NO	7	1	0	0	0	0	0	0	0	0	0	0	24
NYG	7	3	1	0	0	0	0	0	0	0	0	0	22
NYJ	7	2	0	0	0	1	0	0	0	0	0	0	18
PHI	7	3	1	0	0	2	0	0	0	0	0	0	21
PIT	7	2	0	0	0	0	0	0	0	0	0	0	24
SEA	7	0	1	0	0	1	0	0	0	0	0	0	37
SF	7	2	4	0	0	0	0	0	0	0	0	0	6
TB	7	3	1	0	0	0	0	0	0	0	0	0	20
TEN	7	0	3	0	0	0	0	0	0	0	0	0	27
WAS	7	6	1	1	0	0	0	0	0	0	0	0	3
ATL	8	3	1	0	0	0	0	0	0	0	0	0	17
BAL	8	2	0	0	0	1	0	0	0	0	0	0	28
BUF	8	2	0	0	0	1	0	0	0	0	0	0	21
CAR	8	2	1	0	0	0	0	0	0	0	0	0	25
CHI	8	1	0	0	0	0	0	0	0	0	0	0	26
CIN	8	1	1	0	0	0	0	0	0	0	0	0	20
CLE	8	2	0	0	0	0	0	0	0	0	0	0	16
DAL	8	4	2	0	0	2	0	0	0	0	0	0	23
DEN	8	2	2	0	0	0	0	0	0	0	0	0	30
DET	8	2	0	0	0	0	0	0	1	0	0	0	41
GB	8	1	0	0	0	0	0	0	0	0	0	0	28
IND	8	5	1	0	1	1	0	0	0	0	0	0	21
KC	8	1	0	0	0	1	0	0	0	0	1	0	9
LA	8	1	0	0	0	2	0	0	0	0	0	0	28
LAC	8	2	1	0	0	0	0	0	0	0	0	0	31
LV	8	0	0	0	0	1	0	0	0	0	0	0	6
MIA	8	2	2	0	0	2	1	1	0	0	0	0	17
MIN	8	1	0	0	0	1	0	0	0	0	0	0	22
NE	8	1	1	0	0	0	0	0	0	0	0	0	24
NO	8	5	1	0	0	0	0	0	0	0	0	0	23
NYG	8	2	0	0	0	1	0	0	0	0	0	0	25
NYJ	8	0	0	0	0	0	0	0	0	0	0	0	35
PHI	8	4	0	1	0	2	1	0	0	0	0	0	9
PIT	8	4	2	0	1	2	0	0	0	0	0	0	24
SEA	8	3	1	0	0	1	0	0	0	0	0	0	27
SF	8	2	0	0	0	0	0	0	0	0	0	0	37
TB	8	3	2	0	0	0	0	0	0	0	0	0	23
TEN	8	0	0	0	0	0	0	0	0	0	0	0	31
ARI	9	3	0	0	0	0	0	0	0	0	0	0	34
ATL	9	1	1	0	0	0	0	0	0	0	0	0	27
BAL	9	0	1	0	0	1	1	0	0	0	0	0	10
BUF	9	5	2	0	0	2	0	0	0	0	0	0	34
CAR	9	2	0	0	0	1	0	0	0	0	0	0	33
CHI	9	3	0	0	0	0	0	0	0	0	0	0	24
DAL	9	0	0	0	0	0	0	0	0	1	0	0	24
DEN	9	2	1	0	0	0	0	0	0	0	0	0	34
DET	9	1	0	0	0	0	0	0	2	0	0	0	34
GB	9	1	1	0	0	1	0	0	0	0	0	0	17
HOU	9	2	1	0	0	0	0	0	0	0	0	0	25
IND	9	2	0	0	0	1	0	0	0	0	0	0	24
JAX	9	2	0	0	0	1	0	0	0	0	0	0	27
KC	9	2	0	0	0	0	0	0	0	0	0	0	31
LAC	9	1	0	0	0	1	0	0	0	0	0	0	31
LV	9	2	0	0	0	1	0	0	0	0	0	0	26
MIA	9	1	0	0	0	1	1	0	0	0	0	0	31
MIN	9	2	3	0	0	0	0	0	0	0	0	0	20
NE	9	1	1	0	0	0	0	0	0	0	0	0	27
NO	9	3	3	0	0	0	0	0	0	0	0	0	3
NYG	9	2	3	0	0	2	0	0	0	0	0	0	20
NYJ	9	0	0	0	0	0	0	0	0	0	0	0	30
PIT	9	2	1	0	0	1	0	0	0	0	0	0	19
SEA	9	7	0	0	0	0	0	0	0	0	0	0	44
SF	9	1	0	0	0	0	0	0	0	0	0	0	34
TB	9	1	0	0	0	2	0	0	0	0	0	0	38
TEN	9	3	0	0	0	2	1	0	0	0	0	0	17
WAS	9	4	0	0	0	0	0	0	0	0	0	0	23
ARI	10	0	2	0	0	0	0	0	0	0	0	0	30
BAL	10	1	0	0	0	0	0	0	0	0	0	0	23
BUF	10	3	1	0	0	1	0	0	0	0	0	0	32
CAR	10	1	0	0	0	1	0	0	0	1	0	0	46
CHI	10	1	1	0	0	1	0	1	0	0	0	0	19
CIN	10	0	0	0	0	0	0	0	0	0	0	0	36
CLE	10	2	0	0	0	0	0	0	0	0	0	0	7
DEN	10	0	0	0	0	0	0	0	0	0	0	0	37
DET	10	2	0	0	0	1	0	0	0	0	0	0	27
GB	10	3	1	0	0	0	0	0	0	0	0	0	20
HOU	10	1	0	0	0	0	0	0	0	0	0	0	10
IND	10	1	0	0	0	0	0	1	1	0	0	0	17
JAX	10	1	1	0	0	1	0	1	0	0	0	0	24
LA	10	6	2	0	0	1	0	0	0	0	0	0	16
LAC	10	0	0	0	0	1	0	0	0	0	0	0	29
LV	10	2	4	0	0	1	0	0	0	0	0	0	12
MIA	10	2	1	0	0	0	0	0	1	0	0	0	21
MIN	10	2	1	0	0	1	0	0	0	0	0	0	13
NE	10	2	1	0	0	0	0	0	0	0	0	0	17
NO	10	2	2	0	0	2	0	0	0	0	0	0	13
NYG	10	3	0	0	0	0	0	0	0	0	0	0	17
PHI	10	3	0	0	0	0	0	0	0	0	0	0	27
PIT	10	4	0	0	0	2	0	0	0	0	0	0	10
SEA	10	3	0	0	0	1	0	0	0	0	0	0	23
SF	10	3	0	0	0	2	0	0	0	0	0	0	27
TB	10	3	1	0	0	0	0	0	0	0	0	0	23
TEN	10	1	0	0	0	0	0	0	0	0	0	0	34
WAS	10	1	0	0	0	0	0	0	0	0	0	0	30
ARI	11	3	0	0	0	0	0	0	0	0	0	0	28
ATL	11	3	0	0	0	1	0	0	0	0	0	0	24
BAL	11	2	1	0	0	0	0	0	0	0	0	0	30
CAR	11	5	0	0	0	1	0	0	0	0	0	0	0
CIN	11	2	1	0	0	0	0	0	0	0	0	0	20
CLE	11	5	2	1	1	1	0	0	0	0	0	0	17
DAL	11	2	0	0	0	2	0	0	0	0	0	0	28
DEN	11	6	1	0	0	0	0	0	0	0	0	0	13
DET	11	1	2	0	0	0	0	0	0	0	0	0	20
GB	11	1	1	0	0	1	0	0	0	0	0	0	34
HOU	11	2	0	0	0	0	0	0	0	0	0	0	20
IND	11	1	1	0	0	3	0	0	0	0	0	0	31
JAX	11	0	1	0	0	0	0	0	0	0	0	0	27
KC	11	0	1	0	0	0	0	0	0	0	0	0	31
LA	11	1	2	0	0	0	0	0	0	0	0	0	24
LAC	11	1	1	0	1	0	0	0	0	0	0	0	28
LV	11	0	1	0	0	0	0	0	0	0	0	0	35
MIA	11	0	1	0	0	1	0	0	0	0	0	0	20
MIN	11	1	1	0	0	0	0	0	0	1	0	0	31
NE	11	0	0	0	0	0	0	0	0	0	0	0	27
NO	11	8	2	0	0	0	0	0	0	0	0	0	9
NYJ	11	3	0	1	0	1	0	0	1	0	0	0	34
PHI	11	3	0	0	0	1	0	0	0	0	1	0	22
PIT	11	2	4	0	0	0	0	0	0	0	0	0	3
SEA	11	3	0	1	0	0	0	0	0	0	0	0	21
TB	11	0	2	0	0	0	0	0	0	0	0	0	27
TEN	11	1	1	0	0	0	0	0	0	0	0	0	24
WAS	11	4	1	0	0	1	0	0	0	0	0	0	9
ARI	12	3	2	0	0	0	0	0	0	0	0	0	20
ATL	12	5	1	0	1	4	0	0	0	0	0	0	6
BAL	12	0	1	0	0	1	0	0	0	0	0	0	19
BUF	12	3	1	0	0	0	0	0	0	0	0	0	17
CAR	12	2	0	0	0	3	2	0	0	0	0	0	28
CHI	12	0	0	0	0	0	0	0	0	0	0	0	41
CIN	12	0	0	0	0	1	0	1	0	0	0	0	19
CLE	12	0	0	0	0	0	0	0	0	0	0	0	25
DAL	12	3	1	0	0	0	0	0	0	0	0	0	41
DEN	12	3	1	0	0	0	0	0	0	0	0	0	31
DET	12	2	0	0	0	1	0	0	0	0	0	0	41
GB	12	3	2	0	0	1	1	0	0	0	0	0	25
HOU	12	4	1	0	1	2	0	0	0	0	0	0	25
IND	12	1	0	0	0	0	0	0	0	0	0	0	45
JAX	12	2	0	0	0	1	0	0	0	0	0	0	27
KC	12	1	2	0	0	0	0	0	0	0	0	0	24
LA	12	2	1	0	0	2	1	0	0	0	0	0	23
LAC	12	3	1	0	0	2	0	0	0	0	0	0	27
LV	12	1	1	0	0	0	0	0	0	0	0	0	43
MIA	12	3	2	0	0	0	0	0	0	0	0	0	3
MIN	12	0	1	0	0	0	0	0	0	0	1	0	27
NE	12	2	1	0	0	0	0	0	0	0	0	0	17
NO	12	1	2	0	0	1	0	0	0	0	0	0	3
NYG	12	2	1	0	0	2	0	0	0	0	0	0	17
NYJ	12	4	0	0	0	2	0	0	0	0	0	0	20
PHI	12	2	0	0	0	0	0	0	0	0	0	0	23
PIT	12	3	1	0	1	1	0	0	0	0	0	0	14
SEA	12	6	1	0	0	0	0	0	0	0	0	0	17
SF	12	2	2	0	1	2	0	0	0	0	0	0	20
TB	12	2	0	0	0	1	0	0	0	0	0	0	27
TEN	12	2	1	0	0	0	0	1	0	0	0	0	26
WAS	12	4	1	0	1	1	0	0	0	0	0	0	16
ARI	13	1	0	0	0	1	0	0	0	0	0	0	38
ATL	13	2	0	0	0	1	0	0	0	0	0	0	21
BAL	13	1	1	0	0	0	0	0	0	0	0	0	17
BUF	13	0	2	0	0	0	0	0	0	0	0	0	24
CHI	13	2	1	0	0	0	0	0	0	0	0	0	34
CIN	13	0	0	0	0	1	0	0	0	0	0	0	19
CLE	13	3	1	0	0	2	0	0	0	0	0	0	35
DAL	13	0	1	0	0	0	0	0	0	0	0	0	34
DEN	13	1	0	0	0	0	0	0	0	0	0	0	22
DET	13	2	0	0	0	1	0	0	0	1	0	0	30
GB	13	7	1	0	0	0	0	0	0	0	0	0	16
HOU	13	3	0	0	0	0	0	0	0	0	0	0	26
IND	13	5	1	1	0	1	0	0	0	0	0	0	20
JAX	13	4	1	0	1	1	0	0	0	0	0	0	27
KC	13	0	2	0	0	0	0	0	0	0	0	0	16
LA	13	2	1	0	1	1	0	0	0	0	0	0	28
LAC	13	1	0	0	0	0	0	0	0	0	0	0	45
LV	13	3	1	0	0	2	0	0	0	0	0	0	28
MIA	13	6	2	0	0	0	0	0	0	0	0	0	7
MIN	13	2	2	1	0	2	0	0	0	0	0	0	24
NE	13	3	2	0	0	0	0	2	0	0	1	0	0
NO	13	3	0	0	0	1	0	0	0	0	0	0	16
NYG	13	5	1	0	0	1	0	0	0	0	0	0	12
NYJ	13	2	1	0	0	1	0	0	0	0	0	0	31
PHI	13	2	0	0	0	0	0	1	0	0	0	0	30
PIT	13	3	0	0	0	0	0	0	0	0	0	0	23
SEA	13	2	1	1	0	0	0	0	1	0	0	0	17
SF	13	1	0	0	0	1	0	0	0	0	0	0	34
TEN	13	0	0	0	0	1	1	0	0	0	0	0	41
WAS	13	0	1	0	0	0	0	0	0	0	0	0	17
ARI	14	8	0	0	0	3	0	0	0	0	0	0	7
ATL	14	1	1	0	0	0	0	0	0	0	0	0	20
BAL	14	0	1	1	0	0	0	0	0	0	0	0	42
BUF	14	1	2	0	1	0	0	0	0	0	0	0	15
CAR	14	1	0	0	0	1	0	0	0	0	0	0	32
CHI	14	7	0	1	0	2	0	0	0	0	0	0	7
CIN	14	2	0	0	0	0	0	0	0	0	0	0	30
CLE	14	4	0	0	0	0	0	0	0	1	0	0	47
DAL	14	2	0	0	0	3	1	0	0	0	0	0	7
DEN	14	4	0	0	0	0	0	1	0	0	0	0	27
DET	14	0	0	0	0	0	0	0	0	0	0	0	31
GB	14	4	0	0	0	0	0	0	0	0	0	0	24
HOU	14	3	0	0	0	0	0	0	0	0	0	0	36
IND	14	0	2	0	1	1	0	0	0	0	0	0	27
JAX	14	1	0	0	0	1	0	0	0	0	0	0	31
KC	14	4	1	1	0	0	0	1	0	0	0	0	27
LA	14	6	1	0	1	0	0	0	0	0	0	0	3
LAC	14	2	3	0	0	0	0	0	0	0	0	0	17
LV	14	0	0	0	0	0	0	0	0	0	0	0	44
MIA	14	3	3	0	0	1	0	0	0	0	0	0	33
MIN	14	0	0	0	0	0	0	0	0	0	0	0	26
NE	14	1	1	0	0	0	0	0	0	0	0	0	24
NO	14	0	0	0	0	1	0	0	0	0	0	0	24
NYG	14	1	0	0	0	0	0	0	0	0	0	0	26
NYJ	14	1	1	0	0	0	0	0	0	0	0	0	40
PHI	14	5	1	0	0	1	0	0	0	0	0	0	21
PIT	14	1	1	0	0	1	0	0	0	0	0	0	26
SEA	14	3	0	0	0	1	0	0	0	0	0	0	3
SF	14	2	1	0	0	0	0	0	0	0	0	0	23
TB	14	6	0	0	0	1	0	0	0	0	0	0	14
TEN	14	0	1	0	0	0	0	0	0	0	1	0	10
WAS	14	4	1	0	1	2	1	0	0	0	0	0	15
