RK	TIERS	PLAYER NAME	TEAM	POS	BYE WEEK	AGE	SOS SEASON	ECR VS. ADP
1	1	Jonathan Taylor	IND	RB1	14	23	3 out of 5 stars	0
2	1	Ja'Marr Chase	CIN	WR1	10	22	3 out of 5 stars	0
3	1	Justin Jefferson	MIN	WR2	7	23	2 out of 5 stars	0
4	1	Najee Harris	PIT	RB2	9	24	3 out of 5 stars	0
5	2	Christian McCaffrey	CAR	RB3	13	26	3 out of 5 stars	0
6	2	D'Andre Swift	DET	RB4	6	23	4 out of 5 stars	1
7	2	Javonte Williams	DEN	RB5	9	22	3 out of 5 stars	2
8	2	CeeDee Lamb	DAL	WR3	9	23	3 out of 5 stars	0
9	2	Cooper Kupp	LAR	WR4	7	29	2 out of 5 stars	-3
10	2	Kyle Pitts	ATL	TE1	14	21	2 out of 5 stars	1
11	2	A.J. Brown	PHI	WR5	7	25	4 out of 5 stars	4
12	3	Breece Hall	NYJ	RB6	10	21	4 out of 5 stars	4
13	3	Joe Mixon	CIN	RB7	10	26	3 out of 5 stars	1
14	3	Austin Ekeler	LAC	RB8	8	27	2 out of 5 stars	-4
15	3	Tee Higgins	CIN	WR6	10	23	3 out of 5 stars	11
16	3	Stefon Diggs	BUF	WR7	7	28	4 out of 5 stars	1
17	3	Davante Adams	LV	WR8	6	29	2 out of 5 stars	1
18	3	Mark Andrews	BAL	TE2	10	27	2 out of 5 stars	4
19	3	Saquon Barkley	NYG	RB9	9	25	3 out of 5 stars	1
20	3	Deebo Samuel	SF	WR9	9	26	3 out of 5 stars	-7
21	3	Dalvin Cook	MIN	RB10	7	27	4 out of 5 stars	-9
22	4	DK Metcalf	SEA	WR10	11	24	4 out of 5 stars	6
23	4	Jaylen Waddle	MIA	WR11	11	23	2 out of 5 stars	-2
24	4	Alvin Kamara	NO	RB11	14	27	3 out of 5 stars	0
25	4	Tyreek Hill	MIA	WR12	11	28	2 out of 5 stars	2
26	4	Nick Chubb	CLE	RB12	9	26	3 out of 5 stars	-3
27	4	DJ Moore	CAR	WR13	13	25	3 out of 5 stars	10
28	4	Michael Pittman Jr.	IND	WR14	14	24	4 out of 5 stars	2
29	4	Derrick Henry	TEN	RB13	6	28	4 out of 5 stars	-10
30	4	Travis Etienne Jr.	JAC	RB14	11	23	3 out of 5 stars	1
31	4	Josh Allen	BUF	QB1	7	26	3 out of 5 stars	-6
32	5	Diontae Johnson	PIT	WR15	9	26	4 out of 5 stars	6
33	5	Cam Akers	LAR	RB15	7	23	2 out of 5 stars	-1
34	5	Travis Kelce	KC	TE3	8	32	3 out of 5 stars	-1
35	5	Chris Godwin	TB	WR16	11	26	4 out of 5 stars	10
36	5	J.K. Dobbins	BAL	RB16	10	23	4 out of 5 stars	3
37	5	Patrick Mahomes II	KC	QB2	8	26	2 out of 5 stars	-8
38	5	George Kittle	SF	TE4	9	28	4 out of 5 stars	4
39	5	Terry McLaurin	WAS	WR17	14	26	4 out of 5 stars	-4
40	5	Ken Walker III	SEA	RB17	11	21	2 out of 5 stars	7
41	5	Rashod Bateman	BAL	WR18	10	22	3 out of 5 stars	16
42	5	Justin Herbert	LAC	QB3	8	24	3 out of 5 stars	-6
43	5	Elijah Moore	NYJ	WR19	10	22	1 out of 5 stars	16
44	5	Drake London	ATL	WR20	14	21	4 out of 5 stars	-4
45	5	Aaron Jones	GB	RB18	14	27	3 out of 5 stars	-11
46	5	Mike Evans	TB	WR21	11	29	4 out of 5 stars	-5
47	6	AJ Dillon	GB	RB19	14	24	3 out of 5 stars	11
48	6	Jerry Jeudy	DEN	WR22	9	23	4 out of 5 stars	6
49	6	David Montgomery	CHI	RB20	14	25	5 out of 5 stars	-5
50	6	Courtland Sutton	DEN	WR23	9	26	4 out of 5 stars	12
51	6	Garrett Wilson	NYJ	WR24	10	22	1 out of 5 stars	12
52	6	Kyler Murray	ARI	QB4	13	25	2 out of 5 stars	3
53	6	Lamar Jackson	BAL	QB5	10	25	2 out of 5 stars	-10
54	6	DeVonta Smith	PHI	WR25	7	23	4 out of 5 stars	11
55	6	Joe Burrow	CIN	QB6	10	25	2 out of 5 stars	-6
56	6	Mike Williams	LAC	WR26	8	27	3 out of 5 stars	5
57	6	Leonard Fournette	TB	RB21	11	27	2 out of 5 stars	-11
58	6	Antonio Gibson	WAS	RB22	14	24	4 out of 5 stars	-7
59	6	Keenan Allen	LAC	WR27	8	30	3 out of 5 stars	-11
60	6	Jameson Williams	DET	WR28	6	21	3 out of 5 stars	15
61	6	Darren Waller	LV	TE5	6	29	2 out of 5 stars	-1
62	6	Chris Olave	NO	WR29	14	22	4 out of 5 stars	4
63	6	Elijah Mitchell	SF	RB23	9	24	2 out of 5 stars	1
64	6	Amon-Ra St. Brown	DET	WR30	6	22	3 out of 5 stars	-14
65	6	Treylon Burks	TEN	WR31	6	22	3 out of 5 stars	-12
66	6	Ezekiel Elliott	DAL	RB24	9	27	4 out of 5 stars	-10
67	6	Marquise Brown	ARI	WR32	13	25	2 out of 5 stars	-15
68	6	Darnell Mooney	CHI	WR33	14	24	3 out of 5 stars	3
69	6	James Conner	ARI	RB25	13	27	2 out of 5 stars	-2
70	6	Josh Jacobs	LV	RB26	6	24	2 out of 5 stars	0
71	7	T.J. Hockenson	DET	TE6	6	25	4 out of 5 stars	-3
72	7	Amari Cooper	CLE	WR34	9	28	4 out of 5 stars	-3
73	7	Dak Prescott	DAL	QB7	9	29	3 out of 5 stars	5
74	7	Gabriel Davis	BUF	WR35	7	23	4 out of 5 stars	7
75	7	Dallas Goedert	PHI	TE7	7	27	2 out of 5 stars	7
76	7	Skyy Moore	KC	WR36	8	21	2 out of 5 stars	4
77	7	Allen Robinson II	LAR	WR37	7	29	2 out of 5 stars	-3
78	7	Jalen Hurts	PHI	QB8	7	24	4 out of 5 stars	-2
79	7	DeAndre Hopkins	ARI	WR38	13	30	2 out of 5 stars	14
80	7	Dalton Schultz	DAL	TE8	9	26	3 out of 5 stars	-7
81	7	Brandon Aiyuk	SF	WR39	9	24	3 out of 5 stars	3
82	7	Tony Pollard	DAL	RB27	9	25	4 out of 5 stars	8
83	7	Kareem Hunt	CLE	RB28	9	27	3 out of 5 stars	12
84	7	Trey Lance	SF	QB9	9	22	3 out of 5 stars	3
85	7	Clyde Edwards-Helaire	KC	RB29	8	23	3 out of 5 stars	-6
86	7	Pat Freiermuth	PIT	TE9	9	23	4 out of 5 stars	8
87	7	Deshaun Watson	CLE	QB10	9	26	4 out of 5 stars	21
88	7	James Cook	BUF	RB30	7	22	4 out of 5 stars	-11
89	7	Miles Sanders	PHI	RB31	7	25	3 out of 5 stars	-3
90	8	George Pickens	PIT	WR40	9	21	4 out of 5 stars	-1
91	8	Brandin Cooks	HOU	WR41	6	28	3 out of 5 stars	-6
92	8	Michael Thomas	NO	WR42	14	29	4 out of 5 stars	-9
93	8	Russell Wilson	DEN	QB11	9	33	4 out of 5 stars	-1
94	8	Rhamondre Stevenson	NE	RB32	10	24	4 out of 5 stars	11
95	8	JuJu Smith-Schuster	KC	WR43	8	25	2 out of 5 stars	-23
96	8	Damien Harris	NE	RB33	10	25	4 out of 5 stars	0
97	8	Chase Edmonds	MIA	RB34	11	26	4 out of 5 stars	9
98	8	Dameon Pierce	HOU	RB35	6	22	3 out of 5 stars	0
99	8	Jahan Dotson	WAS	WR44	14	22	4 out of 5 stars	2
100	8	Rachaad White	TB	RB36	11	23	2 out of 5 stars	13
101	8	Justin Fields	CHI	QB12	14	23	4 out of 5 stars	23
102	8	Chase Claypool	PIT	WR45	9	24	4 out of 5 stars	-3
103	8	Trevor Lawrence	JAC	QB13	11	22	5 out of 5 stars	18
104	8	Kadarius Toney	NYG	WR46	9	23	4 out of 5 stars	-7
105	8	Matthew Stafford	LAR	QB14	7	34	3 out of 5 stars	12
106	8	Tyler Lockett	SEA	WR47	11	29	4 out of 5 stars	9
107	8	Cole Kmet	CHI	TE10	14	23	5 out of 5 stars	16
108	8	Hunter Renfrow	LV	WR48	6	26	2 out of 5 stars	-20
109	8	Dawson Knox	BUF	TE11	7	25	3 out of 5 stars	-7
110	8	Michael Carter	NYJ	RB37	10	23	4 out of 5 stars	6
111	8	Devin Singletary	BUF	RB38	7	25	4 out of 5 stars	-8
112	8	Aaron Rodgers	GB	QB15	14	38	2 out of 5 stars	-2
113	8	Rashaad Penny	SEA	RB39	11	26	2 out of 5 stars	-6
114	8	Christian Kirk	JAC	WR49	11	25	4 out of 5 stars	-10
115	8	Derek Carr	LV	QB16	6	31	2 out of 5 stars	21
116	9	Christian Watson	GB	WR50	14	23	3 out of 5 stars	-25
117	9	Noah Fant	SEA	TE12	11	24	2 out of 5 stars	11
118	9	Mike Gesicki	MIA	TE13	11	26	3 out of 5 stars	-4
119	9	Isaiah Spiller	LAC	RB40	8	21	2 out of 5 stars	-10
120	9	Melvin Gordon III	DEN	RB41	9	29	3 out of 5 stars	17
121	9	Tua Tagovailoa	MIA	QB17	11	24	2 out of 5 stars	13
122	9	Brian Robinson Jr.	WAS	RB42	14	23	4 out of 5 stars	19
123	9	Kirk Cousins	MIN	QB18	7	34	3 out of 5 stars	30
124	9	Michael Gallup	DAL	WR51	9	26	3 out of 5 stars	-5
125	9	Alexander Mattison	MIN	RB43	7	24	4 out of 5 stars	5
126	9	James Robinson	JAC	RB44	11	24	3 out of 5 stars	-15
127	9	Mac Jones	NE	QB19	10	24	4 out of 5 stars	28
128	9	Adam Thielen	MIN	WR52	7	32	2 out of 5 stars	-28
129	9	Darrell Henderson Jr.	LAR	RB45	7	25	2 out of 5 stars	13
130	9	Khalil Herbert	CHI	RB46	14	24	5 out of 5 stars	17
131	9	Hunter Henry	NE	TE14	10	27	4 out of 5 stars	19
132	9	Kenneth Gainwell	PHI	RB47	7	23	3 out of 5 stars	7
133	9	Zamir White	LV	RB48	6	22	2 out of 5 stars	10
134	9	Calvin Ridley	ATL	WR53	14	27	4 out of 5 stars	-
135	9	Irv Smith Jr.	MIN	TE15	7	24	3 out of 5 stars	11
136	9	David Bell	CLE	WR54	9	21	4 out of 5 stars	-3
137	9	Albert Okwuegbunam	DEN	TE16	9	24	3 out of 5 stars	-2
138	9	Rondale Moore	ARI	WR55	13	22	2 out of 5 stars	-16
139	9	Zach Ertz	ARI	TE17	13	31	3 out of 5 stars	-13
140	9	David Njoku	CLE	TE18	9	26	4 out of 5 stars	9
141	9	Tyler Allgeier	ATL	RB49	14	22	1 out of 5 stars	-21
142	9	Jalen Tolbert	DAL	WR56	9	23	3 out of 5 stars	-15
143	9	Robert Woods	TEN	WR57	6	30	3 out of 5 stars	-18
144	9	Tyler Boyd	CIN	WR58	10	27	3 out of 5 stars	-12
145	9	Trey McBride	ARI	TE19	13	22	3 out of 5 stars	0
146	9	Cordarrelle Patterson	ATL	RB50	14	31	1 out of 5 stars	-28
147	9	Zach Wilson	NYJ	QB20	10	23	1 out of 5 stars	15
148	9	Allen Lazard	GB	WR59	14	26	3 out of 5 stars	-36
149	9	Wan'Dale Robinson	NYG	WR60	9	21	4 out of 5 stars	-9
150	9	Tom Brady	TB	QB21	11	45	3 out of 5 stars	-21
151	9	Jakobi Meyers	NE	WR61	10	25	4 out of 5 stars	-7
152	10	Alec Pierce	IND	WR62	14	22	4 out of 5 stars	-21
153	10	Nyheim Hines	IND	RB51	14	25	3 out of 5 stars	-1
154	10	Odell Beckham Jr.	FA	WR63	-	29	-	12
155	10	DJ Chark Jr.	DET	WR64	6	25	3 out of 5 stars	-17
156	10	Russell Gage	TB	WR65	11	26	4 out of 5 stars	-2
157	10	Kenny Pickett	PIT	QB22	9	24	3 out of 5 stars	7
158	10	J.D. McKissic	WAS	RB52	14	29	4 out of 5 stars	13
159	10	Ronald Jones II	KC	RB53	8	25	3 out of 5 stars	-11
160	10	Kenny Golladay	NYG	WR66	9	28	4 out of 5 stars	3
161	10	Gerald Everett	LAC	TE20	8	28	4 out of 5 stars	23
162	10	Nico Collins	HOU	WR67	6	23	3 out of 5 stars	8
163	10	Evan Engram	JAC	TE21	11	28	4 out of 5 stars	17
164	10	Ryan Tannehill	TEN	QB23	6	34	4 out of 5 stars	80
165	10	Jamaal Williams	DET	RB54	6	27	4 out of 5 stars	10
166	10	Corey Davis	NYJ	WR68	10	27	1 out of 5 stars	25
167	10	Jameis Winston	NO	QB24	14	28	3 out of 5 stars	28
168	10	Gus Edwards	BAL	RB55	10	27	4 out of 5 stars	32
169	10	Davis Mills	HOU	QB25	6	23	4 out of 5 stars	50
170	10	Jarvis Landry	NO	WR69	14	29	4 out of 5 stars	-10
171	10	D'Ernest Johnson	CLE	RB56	9	26	3 out of 5 stars	32
172	10	Matt Ryan	IND	QB26	14	37	3 out of 5 stars	50
173	10	DeVante Parker	NE	WR70	10	29	4 out of 5 stars	-14
174	10	D'Onta Foreman	CAR	RB57	13	26	3 out of 5 stars	30
175	10	Marquez Valdes-Scantling	KC	WR71	8	27	2 out of 5 stars	-24
176	10	Logan Thomas	WAS	TE22	14	31	4 out of 5 stars	107
177	10	Chuba Hubbard	CAR	RB58	13	23	3 out of 5 stars	-5
178	10	Trey Sermon	PHI	RB59	7	23	3 out of 5 stars	5
179	10	Brevin Jordan	HOU	TE23	6	22	3 out of 5 stars	27
180	10	Laviska Shenault Jr.	CAR	WR72	13	23	3 out of 5 stars	7
181	10	Joshua Palmer	LAC	WR73	8	22	3 out of 5 stars	-16
182	10	Tyler Higbee	LAR	TE24	7	29	3 out of 5 stars	-4
183	10	Van Jefferson	LAR	WR74	7	26	2 out of 5 stars	-7
184	10	Baker Mayfield	CAR	QB27	13	27	3 out of 5 stars	39
185	10	Tyrion Davis-Price	SF	RB60	9	21	2 out of 5 stars	-27
186	10	Robert Tonyan	GB	TE25	14	28	1 out of 5 stars	13
187	10	Austin Hooper	TEN	TE26	6	27	5 out of 5 stars	24
188	10	Carson Wentz	WAS	QB28	14	29	4 out of 5 stars	119
189	11	Sony Michel	LAC	RB61	8	27	2 out of 5 stars	48
190	11	Donovan Peoples-Jones	CLE	WR75	9	23	4 out of 5 stars	-22
191	11	Daniel Jones	NYG	QB29	9	25	5 out of 5 stars	70
192	11	Jared Goff	DET	QB30	6	27	3 out of 5 stars	86
193	11	John Metchie III	HOU	WR76	6	22	3 out of 5 stars	-32
194	11	Chris Evans	CIN	RB62	10	24	3 out of 5 stars	53
195	11	K.J. Osborn	MIN	WR77	7	25	2 out of 5 stars	-26
196	11	Romeo Doubs	GB	WR78	14	22	3 out of 5 stars	-39
197	11	Pierre Strong Jr.	NE	RB63	10	23	4 out of 5 stars	-9
198	11	Khalil Shakir	BUF	WR79	7	22	4 out of 5 stars	-25
199	11	Raheem Mostert	MIA	RB64	11	30	4 out of 5 stars	-5
200	11	Mecole Hardman	KC	WR80	8	24	2 out of 5 stars	-44
201	11	Terrace Marshall Jr.	CAR	WR81	13	22	3 out of 5 stars	-3
202	11	Curtis Samuel	WAS	WR82	14	26	4 out of 5 stars	-5
203	11	Los Angeles Rams	LAR	DST1	7	-	3 out of 5 stars	24
204	11	Kenyan Drake	BAL	RB65	10	28	4 out of 5 stars	44
205	11	Greg Dulcich	DEN	TE27	9	22	3 out of 5 stars	-4
206	11	KJ Hamler	DEN	WR83	9	23	4 out of 5 stars	-20
207	11	Tim Patrick	DEN	WR84	9	28	4 out of 5 stars	-
208	11	Jerome Ford	CLE	RB66	9	22	3 out of 5 stars	43
209	11	Julio Jones	TB	WR85	11	33	4 out of 5 stars	-28
210	11	William Fuller V	FA	WR86	-	28	-	25
211	11	Isiah Pacheco	KC	RB67	8	22	3 out of 5 stars	-44
212	11	Hassan Haskins	TEN	RB68	6	22	4 out of 5 stars	-33
213	11	Malik Willis	TEN	QB31	6	23	4 out of 5 stars	-36
214	11	Kendrick Bourne	NE	WR87	10	27	4 out of 5 stars	-9
215	11	Robbie Anderson	CAR	WR88	13	29	3 out of 5 stars	-5
216	11	Parris Campbell	IND	WR89	14	25	4 out of 5 stars	-26
217	11	Jonnu Smith	NE	TE28	10	27	4 out of 5 stars	67
218	11	Darrel Williams	ARI	RB69	13	27	2 out of 5 stars	-29
219	11	Tyquan Thornton	NE	WR90	10	22	4 out of 5 stars	-34
220	11	Marlon Mack	HOU	RB70	6	26	3 out of 5 stars	-46
221	11	New England Patriots	NE	DST2	10	-	3 out of 5 stars	41
222	11	Ke'Shawn Vaughn	TB	RB71	11	25	2 out of 5 stars	-
223	11	Justin Tucker	BAL	K1	10	32	3 out of 5 stars	2
224	11	Jelani Woods	IND	TE29	14	23	2 out of 5 stars	-28
225	11	Buffalo Bills	BUF	DST3	7	-	4 out of 5 stars	-4
226	11	Kyren Williams	LAR	RB72	7	22	2 out of 5 stars	-17
227	11	Baltimore Ravens	BAL	DST4	10	-	4 out of 5 stars	7
228	11	Hayden Hurst	CIN	TE30	10	29	2 out of 5 stars	-35
229	12	Jeff Wilson Jr.	SF	RB73	9	26	2 out of 5 stars	35
230	12	Zack Moss	BUF	RB74	7	24	4 out of 5 stars	60
231	12	Adam Trautman	NO	TE31	14	25	4 out of 5 stars	21
232	12	Sterling Shepard	NYG	WR91	9	29	4 out of 5 stars	44
233	12	Desmond Ridder	ATL	QB32	14	23	3 out of 5 stars	-26
234	12	Marvin Jones Jr.	JAC	WR92	11	32	4 out of 5 stars	4
235	12	San Francisco 49ers	SF	DST5	9	-	4 out of 5 stars	-5
236	12	Bryan Edwards	ATL	WR93	14	23	4 out of 5 stars	-10
237	12	Keaontay Ingram	ARI	RB75	13	22	2 out of 5 stars	-55
238	12	Myles Gaskin	MIA	RB76	11	25	4 out of 5 stars	32
239	12	Harrison Butker	KC	K2	8	27	5 out of 5 stars	-6
240	12	Pittsburgh Steelers	PIT	DST6	9	-	5 out of 5 stars	2
241	12	Eno Benjamin	ARI	RB77	13	23	2 out of 5 stars	-24
242	12	Dyami Brown	WAS	WR94	14	22	4 out of 5 stars	44
243	12	Velus Jones Jr.	CHI	WR95	14	25	3 out of 5 stars	-35
244	12	Boston Scott	PHI	RB78	7	27	3 out of 5 stars	59
245	12	Harrison Bryant	CLE	TE32	9	24	4 out of 5 stars	-
246	12	Denver Broncos	DEN	DST7	9	-	3 out of 5 stars	22
247	12	Jamison Crowder	BUF	WR96	7	29	4 out of 5 stars	-1
248	12	Dallas Cowboys	DAL	DST8	9	-	2 out of 5 stars	-9
249	12	Cedrick Wilson Jr.	MIA	WR97	11	26	2 out of 5 stars	-
250	12	Greg Zuerlein	NYJ	K3	10	34	0 out of 5 stars	-
251	12	Tampa Bay Buccaneers	TB	DST9	11	-	4 out of 5 stars	-23
252	12	Younghoe Koo	ATL	K4	14	28	1 out of 5 stars	-11
253	12	Marquez Callaway	NO	WR98	14	24	4 out of 5 stars	-
254	12	Cleveland Browns	CLE	DST10	9	-	4 out of 5 stars	35
255	12	Indianapolis Colts	IND	DST11	14	-	3 out of 5 stars	-12
256	12	Matt Prater	ARI	K5	13	38	2 out of 5 stars	9
257	12	Isaiah Likely	BAL	TE33	10	22	2 out of 5 stars	-55
258	12	Mo Alie-Cox	IND	TE34	14	28	2 out of 5 stars	-1
259	12	Wil Lutz	NO	K6	14	28	4 out of 5 stars	28
260	12	Kansas City Chiefs	KC	DST12	8	-	3 out of 5 stars	-
261	12	New Orleans Saints	NO	DST13	14	-	3 out of 5 stars	-5
262	12	Ryan Succop	TB	K7	11	35	1 out of 5 stars	-
263	12	Samaje Perine	CIN	RB79	10	26	3 out of 5 stars	36
264	12	Arizona Cardinals	ARI	DST14	13	-	3 out of 5 stars	-
265	12	Brandon McManus	DEN	K8	9	31	4 out of 5 stars	1
266	12	Chicago Bears	CHI	DST15	14	-	1 out of 5 stars	-
267	12	Minnesota Vikings	MIN	DST16	7	-	2 out of 5 stars	-
268	12	Jake Elliott	PHI	K9	7	27	2 out of 5 stars	-
269	12	Miami Dolphins	MIA	DST17	11	-	3 out of 5 stars	28
270	12	Robbie Gould	SF	K10	9	39	3 out of 5 stars	-
271	12	C.J. Uzomah	NYJ	TE35	10	29	3 out of 5 stars	-
272	12	Daniel Carlson	LV	K11	6	27	2 out of 5 stars	-43
273	12	Jeremy Ruckert	NYJ	TE36	10	22	3 out of 5 stars	-
274	12	Isaiah McKenzie	BUF	WR99	7	27	4 out of 5 stars	-82
275	12	Chris Boswell	PIT	K12	9	31	3 out of 5 stars	-
276	12	Philadelphia Eagles	PHI	DST18	7	-	2 out of 5 stars	15
277	12	Marcus Mariota	ATL	QB33	14	28	3 out of 5 stars	-
