RK	TIERS	PLAYER NAME	TEAM	POS	BYE WEEK	AGE	SOS SEASON	ECR VS. ADP
278	13	Jason Sanders	MIA	K13	11	26	1 out of 5 stars	-
279	13	Los Angeles Chargers	LAC	DST19	8	-	4 out of 5 stars	-47
280	13	Graham Gano	NYG	K14	9	35	1 out of 5 stars	-
281	13	Jalen Reagor	MIN	WR100	7	23	2 out of 5 stars	15
282	13	Tyler Badie	BAL	RB80	10	22	4 out of 5 stars	-66
283	13	Jerick McKinnon	KC	RB81	8	30	3 out of 5 stars	-4
284	13	Green Bay Packers	GB	DST20	14	-	3 out of 5 stars	-25
285	13	Mason Crosby	GB	K15	14	38	4 out of 5 stars	-
286	13	Kyle Philips	TEN	WR101	6	23	3 out of 5 stars	-36
287	13	Tyler Bass	BUF	K16	7	25	4 out of 5 stars	-56
288	13	Matt Gay	LAR	K17	7	28	2 out of 5 stars	-52
289	13	Kylin Hill	GB	RB82	14	24	3 out of 5 stars	-
290	13	Byron Pringle	CHI	WR102	14	28	3 out of 5 stars	-10
291	13	Jaret Patterson	WAS	RB83	14	22	4 out of 5 stars	-
292	13	Evan McPherson	CIN	K18	10	23	0 out of 5 stars	-68
293	13	Jimmy Garoppolo	SF	QB34	9	30	3 out of 5 stars	-
294	13	Jason Myers	SEA	K19	11	31	5 out of 5 stars	-
295	13	Rodrigo Blankenship	IND	K20	14	25	4 out of 5 stars	-37
296	13	Dustin Hopkins	LAC	K21	8	31	5 out of 5 stars	-
297	13	Mike Davis	BAL	RB84	10	29	4 out of 5 stars	-2
298	13	Darius Slayton	NYG	WR103	9	25	4 out of 5 stars	-
299	13	Dee Eskridge	SEA	WR104	11	25	4 out of 5 stars	-
300	13	Mark Ingram II	NO	RB85	14	32	3 out of 5 stars	-85
301	13	Calvin Austin III	PIT	WR105	9	23	4 out of 5 stars	-61
302	13	Dan Arnold	JAC	TE37	11	27	4 out of 5 stars	-
303	13	Danny Gray	SF	WR106	9	23	3 out of 5 stars	-85
304	13	Mitch Trubisky	PIT	QB35	9	28	3 out of 5 stars	-27
305	13	A.J. Green	ARI	WR107	13	34	2 out of 5 stars	-30
306	13	Sammy Watkins	GB	WR108	14	29	3 out of 5 stars	-92
307	13	Braxton Berrios	NYJ	WR109	10	26	1 out of 5 stars	-36
308	13	Tre'Quan Smith	NO	WR110	14	26	4 out of 5 stars	-
309	13	O.J. Howard	HOU	TE38	6	27	3 out of 5 stars	-
310	13	Tyler Conklin	NYJ	TE39	10	27	3 out of 5 stars	-9
311	13	Tennessee Titans	TEN	DST21	6	-	2 out of 5 stars	-
312	13	Ty Chandler	MIN	RB86	7	24	4 out of 5 stars	-30
313	13	Amari Rodgers	GB	WR111	14	22	3 out of 5 stars	-46
314	13	Jermar Jefferson	DET	RB87	6	22	4 out of 5 stars	-
315	13	Carolina Panthers	CAR	DST22	13	-	4 out of 5 stars	-
316	13	Daniel Bellinger	NYG	TE40	9	21	4 out of 5 stars	-103
317	13	Quez Watkins	PHI	WR112	7	24	4 out of 5 stars	-8
318	13	Damien Williams	ATL	RB88	14	30	1 out of 5 stars	-
319	13	Cincinnati Bengals	CIN	DST23	10	-	4 out of 5 stars	-
320	13	Tommy Tremble	CAR	TE41	13	22	3 out of 5 stars	-
321	13	Greg Joseph	MIN	K22	7	28	0 out of 5 stars	-
322	13	Washington Commanders	WAS	DST24	14	-	1 out of 5 stars	-
323	13	Zay Jones	JAC	WR113	11	27	4 out of 5 stars	-78
324	13	Nick Folk	NE	K23	10	37	5 out of 5 stars	-61
325	13	James Washington	DAL	WR114	9	26	3 out of 5 stars	-
326	13	Cade Otton	TB	TE42	11	23	3 out of 5 stars	-72
327	13	Justin Jackson	DET	RB89	6	26	4 out of 5 stars	-
328	13	Matt Corral	CAR	QB36	13	23	3 out of 5 stars	-
329	13	Snoop Conner	JAC	RB90	11	22	3 out of 5 stars	-80
330	13	Ka'imi Fairbairn	HOU	K24	6	28	4 out of 5 stars	-
331	13	Randy Bullock	TEN	K25	6	32	3 out of 5 stars	-
332	13	Michael Badgley	FA	K26	-	27	-	-
333	13	Anthony Schwartz	CLE	WR115	9	22	4 out of 5 stars	-
334	13	Seattle Seahawks	SEA	DST25	11	-	3 out of 5 stars	-
335	13	Jacksonville Jaguars	JAC	DST26	11	-	2 out of 5 stars	-
336	13	Nelson Agholor	NE	WR116	10	29	4 out of 5 stars	-
337	14	Houston Texans	HOU	DST27	6	-	4 out of 5 stars	-
338	14	New York Giants	NYG	DST28	9	-	2 out of 5 stars	-
339	14	Rex Burkhead	HOU	RB91	6	32	3 out of 5 stars	-
340	14	Devin Duvernay	BAL	WR117	10	24	3 out of 5 stars	-128
341	14	Hunter Long	MIA	TE43	11	24	3 out of 5 stars	-
342	14	Dontrell Hilliard	TEN	RB92	6	27	4 out of 5 stars	-61
343	14	Kene Nwangwu	MIN	RB93	7	24	4 out of 5 stars	-50
344	14	Cameron Brate	TB	TE44	11	31	3 out of 5 stars	-72
345	14	Charlie Kolar	BAL	TE45	10	23	2 out of 5 stars	-
346	14	Foster Moreau	LV	TE46	6	25	2 out of 5 stars	-
347	14	Joshua Kelley	LAC	RB94	8	24	2 out of 5 stars	-39
348	14	Quintez Cephus	DET	WR118	6	24	3 out of 5 stars	-
349	14	Kevin Harris	NE	RB95	10	21	4 out of 5 stars	-
350	14	Josh Reynolds	DET	WR119	6	27	3 out of 5 stars	-
351	14	Tylan Wallace	BAL	WR120	10	23	3 out of 5 stars	-
352	14	Kylen Granson	IND	TE47	14	24	2 out of 5 stars	-
353	14	Cairo Santos	CHI	K27	14	30	3 out of 5 stars	-
354	14	Giovani Bernard	TB	RB96	11	30	2 out of 5 stars	-
355	14	Jalen Guyton	LAC	WR121	8	25	3 out of 5 stars	-81
356	14	Randall Cobb	GB	WR122	14	32	3 out of 5 stars	-
357	14	Justyn Ross	KC	WR123	8	22	2 out of 5 stars	-137
358	14	Ihmir Smith-Marsette	CHI	WR124	14	23	3 out of 5 stars	-
359	14	Phillip Lindsay	FA	RB97	-	28	-	-
360	14	Donald Parham Jr.	LAC	TE48	8	25	4 out of 5 stars	-75
361	14	Denzel Mims	NYJ	WR125	10	24	1 out of 5 stars	-
362	14	Sam Darnold	CAR	QB37	13	25	3 out of 5 stars	-
363	14	Tyler Johnson	HOU	WR126	6	24	3 out of 5 stars	-
364	14	Ty Johnson	NYJ	RB98	10	24	4 out of 5 stars	-
365	14	Cole Beasley	FA	WR127	-	33	-	-
366	14	Tutu Atwell	LAR	WR128	7	22	2 out of 5 stars	-
367	14	Darrynton Evans	CHI	RB99	14	24	5 out of 5 stars	-
368	14	Deonte Harty	NO	WR129	14	24	4 out of 5 stars	-
369	14	Drew Lock	SEA	QB38	11	25	3 out of 5 stars	-
370	14	John Bates	WAS	TE49	14	24	4 out of 5 stars	-
371	14	DeeJay Dallas	SEA	RB100	11	23	2 out of 5 stars	-
372	14	N'Keal Harry	CHI	WR130	14	24	3 out of 5 stars	-
373	14	Jauan Jennings	SF	WR131	9	25	3 out of 5 stars	-81
374	14	Duke Johnson Jr.	BUF	RB101	7	28	4 out of 5 stars	-
375	14	Jordan Love	GB	QB39	14	23	2 out of 5 stars	-73
376	14	Antonio Brown	FA	WR132	-	34	-	-
377	14	JaMycal Hasty	JAC	RB102	11	25	3 out of 5 stars	-
