team	week	def_sacks	def_interceptions	def_safeties	def_tds	fumble_recovery_opp	fumble_recovery_tds	special_teams_tds	def_punt_blocks	def_pat_blocks	def_fg_blocks	def_2pt_made	points_allowed
TB	3	0	0	0	0	0	0	0	0	0	0	0	34
TEN	3	1	0	0	0	0	0	0	0	0	0	0	27
WAS	3	4	2	0	0	1	0	0	0	0	0	0	10
ARI	4	3	1	0	0	0	0	0	0	0	0	0	15
ATL	4	3	0	0	0	0	0	0	0	0	0	0	23
BAL	4	1	1	0	0	0	0	0	0	0	0	0	26
BUF	4	1	2	0	0	1	1	0	0	0	0	0	17
CAR	4	3	0	0	0	0	0	0	0	0	0	0	30
CHI	4	2	0	0	0	0	0	0	0	0	0	0	35
CIN	4	2	1	0	0	0	0	0	0	0	0	0	7
CLE	4	3	0	0	0	1	0	0	0	0	0	0	31
DAL	4	1	0	0	0	0	0	0	0	0	0	0	35
DEN	4	3	1	0	0	0	0	0	0	0	0	0	10
DET	4	2	0	0	0	3	0	0	0	0	0	0	7
GB	4	1	2	0	0	2	0	0	0	0	0	0	14
HOU	4	2	4	0	1	1	0	0	0	0	0	0	14
IND	4	3	2	1	0	0	0	0	0	0	0	0	46
JAX	4	5	1	0	0	1	1	0	0	0	0	0	23
KC	4	0	0	0	0	1	1	0	0	0	0	0	20
LA	4	2	1	0	0	1	0	0	0	0	0	0	30
LAC	4	1	0	0	0	0	0	0	0	0	0	0	26
LV	4	4	0	0	0	0	0	0	0	0	0	0	16
MIA	4	1	0	0	0	0	0	0	0	0	0	0	20
MIN	4	5	0	0	0	0	0	0	0	0	0	0	14
NE	4	2	1	0	0	1	0	0	0	0	0	0	33
NO	4	4	1	0	0	0	0	0	0	0	0	0	0
NYG	4	1	0	0	0	0	0	0	0	0	0	0	25
NYJ	4	1	1	0	0	0	0	0	0	0	0	0	20
PHI	4	2	0	0	0	1	0	0	0	0	0	0	24
PIT	4	4	2	0	0	1	0	0	0	0	0	0	9
SEA	4	3	1	0	1	1	1	0	0	0	0	0	18
SF	4	6	1	0	0	0	0	0	0	0	0	0	18
TB	4	0	0	0	0	0	0	0	0	0	0	0	23
TEN	4	2	1	0	0	0	0	0	0	0	0	0	57
WAS	4	4	0	0	0	0	0	0	0	0	0	0	29
ARI	5	1	1	0	0	0	0	0	0	0	0	0	34
BAL	5	3	0	0	0	1	1	0	0	0	0	0	17
BUF	5	1	2	0	0	1	0	0	0	0	0	0	20
CAR	5	6	0	0	0	1	0	0	0	0	0	0	24
CHI	5	4	0	1	0	0	0	0	0	0	0	0	20
CIN	5	6	1	0	0	0	0	0	0	0	0	0	16
CLE	5	3	1	0	0	0	0	0	0	0	0	0	17
DAL	5	4	0	0	0	1	0	0	0	0	0	0	35
DET	5	3	0	0	0	0	0	0	0	0	0	0	27
GB	5	1	1	0	1	2	0	0	0	0	0	0	31
HOU	5	1	0	0	0	0	0	0	0	0	0	0	42
IND	5	2	0	0	0	0	0	0	0	0	0	0	23
JAX	5	2	5	0	2	0	0	0	0	0	0	0	9
KC	5	3	0	0	0	1	0	1	0	0	0	0	34
LA	5	3	2	0	0	0	0	0	0	0	0	0	16
LAC	5	5	1	0	0	1	0	0	0	0	0	0	22
LV	5	0	0	0	0	0	0	0	0	0	0	0	30
MIA	5	6	0	0	0	2	1	0	0	0	0	0	10
MIN	5	1	1	0	0	1	0	0	0	0	0	0	17
NE	5	2	0	0	0	0	0	0	0	0	0	0	14
NYG	5	0	1	1	0	0	0	0	0	0	0	0	27
NYJ	5	1	2	0	0	1	0	0	0	0	0	0	14
PHI	5	2	0	0	0	0	0	0	0	0	1	0	7
PIT	5	2	1	0	0	0	0	0	0	0	0	0	30
SEA	5	2	2	0	0	2	0	0	0	0	0	0	10
SF	5	4	1	0	0	0	0	0	0	0	0	0	26
TB	5	3	1	0	0	1	0	0	0	0	0	0	19
TEN	5	1	1	0	0	1	0	0	0	0	0	0	16
ARI	6	2	2	0	0	0	0	0	0	0	0	0	33
ATL	6	0	1	0	0	0	0	0	0	0	0	0	20
BAL	6	4	0	0	0	2	0	2	0	0	0	0	27
CAR	6	3	0	0	0	1	0	0	0	0	0	0	28
CHI	6	3	2	0	1	1	0	0	0	0	0	0	24
CLE	6	1	1	0	1	0	0	0	0	0	0	0	33
DEN	6	3	0	0	0	0	0	0	0	0	1	0	23
DET	6	0	2	0	1	1	0	1	0	0	0	0	52
GB	6	0	1	0	0	1	0	0	0	0	0	0	23
HOU	6	4	3	1	1	0	0	0	0	0	0	0	17
IND	6	1	1	0	1	0	0	0	0	0	0	0	36
JAX	6	3	0	0	0	1	0	0	0	0	0	0	27
KC	6	1	1	0	0	0	0	0	0	0	0	0	19
LA	6	5	1	0	0	0	0	2	1	0	0	0	17
LAC	6	1	2	0	0	0	0	0	0	0	0	0	16
LV	6	1	0	0	0	1	0	0	0	0	0	0	17
MIA	6	2	1	0	0	0	0	0	0	0	0	0	17
MIN	6	4	3	0	0	0	0	0	0	0	0	0	10
NE	6	4	2	0	0	0	0	0	0	0	0	0	17
NO	6	5	3	0	2	2	1	0	0	0	0	0	38
NYG	6	4	2	0	1	1	0	0	0	0	1	0	10
NYJ	6	0	1	0	0	1	0	0	0	0	0	0	24
PHI	6	2	3	0	0	0	0	0	0	0	0	0	23
PIT	6	3	0	1	0	0	0	0	0	0	0	0	13
SF	6	1	1	0	0	1	0	0	0	0	0	0	26
TB	6	2	1	0	0	1	1	0	0	0	0	0	38
TEN	6	1	0	0	0	1	0	0	0	0	0	0	22
WAS	6	3	1	0	0	0	0	0	0	0	0	0	24
ARI	7	1	1	0	0	0	0	0	0	0	0	0	33
ATL	7	2	0	0	0	0	0	0	0	0	0	0	23
BAL	7	0	1	0	0	0	0	0	0	0	0	0	24
BUF	7	1	1	0	0	2	0	0	0	0	0	0	27
CAR	7	4	0	0	0	0	0	0	0	0	1	0	17
CHI	7	5	2	0	1	1	1	0	0	0	0	0	3
CIN	7	0	0	0	0	0	0	0	0	0	0	0	29
CLE	7	2	0	0	0	1	0	0	0	0	0	0	12
DAL	7	5	0	0	0	3	0	0	0	0	0	0	10
DEN	7	3	0	0	0	0	0	0	0	0	0	0	21
GB	7	1	2	0	0	0	0	0	0	1	0	0	26
IND	7	1	0	0	0	2	0	0	0	0	0	0	27
JAX	7	10	0	0	0	0	0	0	0	0	0	0	0
KC	7	0	0	0	0	0	0	0	0	0	1	0	31
LA	7	3	2	0	0	0	0	0	0	0	0	0	0
LAC	7	5	1	0	0	2	0	1	0	0	0	0	0
LV	7	1	0	0	0	0	0	0	0	0	0	0	30
MIA	7	3	1	0	0	1	0	0	0	0	0	0	28
MIN	7	5	0	0	0	0	0	0	0	0	0	0	16
NE	7	1	0	0	0	0	0	0	0	0	1	0	7
NO	7	1	1	0	0	0	0	0	0	0	0	0	17
NYG	7	1	0	0	0	1	0	0	0	0	0	0	24
NYJ	7	3	2	0	0	0	0	0	0	0	0	0	31
PHI	7	4	1	0	0	0	0	0	0	0	0	0	24
PIT	7	4	2	0	0	0	0	0	0	0	0	0	14
SEA	7	1	0	0	0	1	0	0	0	0	0	0	7
SF	7	0	0	0	0	0	0	0	0	0	0	0	40
TB	7	1	0	0	0	1	0	0	0	0	0	0	30
TEN	7	2	3	0	0	0	0	0	0	0	0	0	9
WAS	7	3	1	0	0	0	0	0	0	0	0	0	34
ATL	8	3	0	0	0	1	0	0	0	0	0	0	20
BAL	8	3	2	0	2	0	1	0	0	0	0	0	0
BUF	8	0	2	0	0	2	1	0	0	0	0	0	14
CAR	8	3	2	0	0	1	0	0	0	0	0	0	3
CHI	8	2	0	0	0	2	0	0	0	0	0	0	20
CIN	8	4	1	0	1	0	0	0	1	0	0	0	23
CLE	8	1	1	0	0	0	0	0	0	1	0	0	33
DAL	8	4	1	0	1	2	0	0	0	0	1	0	19
DEN	8	1	1	0	0	1	0	0	0	0	0	0	29
DET	8	0	1	0	0	1	0	0	0	0	0	0	20
HOU	8	2	1	0	0	0	0	0	0	0	0	0	41
IND	8	3	0	0	0	2	0	0	0	0	1	0	24
KC	8	3	3	0	0	2	1	0	0	0	0	0	19
LAC	8	3	0	0	0	0	0	0	0	0	0	0	21
LV	8	0	0	0	0	0	0	0	0	0	0	0	34
MIA	8	0	0	0	0	0	0	0	0	0	1	0	40
MIN	8	3	0	0	0	2	0	0	0	0	0	0	16
NE	8	0	1	1	0	0	0	0	0	0	1	0	13
NO	8	2	1	0	0	0	0	0	0	0	0	0	12
NYJ	8	1	0	0	0	2	0	0	0	0	0	0	25
PHI	8	4	2	0	1	0	0	0	0	0	1	0	10
PIT	8	2	0	0	0	1	0	0	0	0	0	0	15
SEA	8	5	3	0	1	0	0	0	0	0	0	0	38
SF	8	3	1	0	0	0	0	0	0	0	0	0	33
TB	8	0	1	0	0	0	0	0	0	0	0	0	17
WAS	8	2	0	0	0	1	0	0	0	0	0	0	33
ARI	9	5	1	0	0	1	0	0	0	0	0	0	10
ATL	9	1	0	0	0	2	0	0	0	0	0	0	20
BAL	9	3	1	0	0	0	0	0	0	0	0	0	23
BUF	9	1	0	0	0	0	0	0	0	0	0	0	34
CAR	9	2	1	0	0	0	0	0	0	0	0	0	17
CIN	9	0	0	0	0	1	0	0	0	0	0	0	23
DAL	9	2	1	0	0	0	0	0	0	0	0	0	17
DEN	9	2	0	0	0	1	1	0	0	0	0	0	51
DET	9	3	0	0	0	0	0	0	0	0	1	0	17
GB	9	1	0	0	0	1	0	0	0	0	0	0	30
HOU	9	3	0	0	0	1	1	0	0	0	0	0	20
IND	9	2	0	0	0	1	0	0	0	0	0	0	14
JAX	9	2	0	0	0	0	0	1	0	0	0	0	7
KC	9	1	0	0	0	0	0	0	0	0	0	0	28
LA	9	2	1	0	0	2	0	0	1	0	0	0	17
LV	9	1	0	0	0	1	0	0	0	0	0	0	24
MIA	9	1	1	0	0	1	0	0	0	0	0	0	27
NO	9	4	0	0	0	1	0	1	1	0	0	0	10
NYG	9	0	0	0	0	0	0	0	0	0	0	0	51
NYJ	9	7	0	0	0	3	0	0	0	0	0	0	21
PHI	9	3	2	0	0	0	0	0	0	0	0	0	23
SEA	9	6	0	1	0	1	0	0	0	0	0	0	17
SF	9	0	1	0	0	1	0	0	0	0	0	0	20
TB	9	1	0	0	0	2	0	0	0	1	0	0	30
TEN	9	2	2	0	0	0	0	0	0	0	0	0	20
WAS	9	2	2	0	0	0	0	0	0	0	0	0	14
ARI	10	5	0	0	0	0	0	0	0	0	0	0	22
ATL	10	8	0	0	0	2	0	0	0	0	0	0	7
BUF	10	0	0	0	0	1	0	0	0	0	0	0	47
CAR	10	0	1	0	0	0	0	0	0	0	0	0	21
CHI	10	3	0	0	0	0	0	0	0	0	0	0	23
CIN	10	4	1	0	0	0	0	0	0	0	0	0	24
CLE	10	4	1	0	0	0	0	0	0	0	0	0	38
DAL	10	1	1	0	0	0	0	0	0	0	0	0	27
DEN	10	1	0	0	0	0	0	0	0	0	0	0	41
DET	10	4	1	0	0	1	1	0	0	0	0	0	24
GB	10	5	0	0	0	0	0	0	0	0	0	0	16
HOU	10	3	0	0	0	0	0	0	0	0	0	0	33
IND	10	1	1	0	0	0	0	0	0	1	0	0	20
JAX	10	0	1	0	0	1	0	0	0	0	0	0	17
LA	10	3	2	0	0	2	0	0	0	0	0	0	7
LAC	10	3	2	0	0	0	0	0	0	1	0	0	20
MIA	10	0	0	0	0	0	0	0	0	0	0	0	45
MIN	10	1	1	0	0	0	0	0	0	0	0	0	30
NE	10	0	1	0	0	1	0	1	1	0	0	0	16
NO	10	2	1	0	0	0	0	0	0	0	0	0	10
NYG	10	0	1	0	0	1	0	0	0	0	0	0	31
NYJ	10	1	1	0	0	0	0	0	0	0	0	0	15
PIT	10	3	1	0	0	0	0	0	0	0	0	0	17
SEA	10	2	0	1	0	1	0	0	0	1	0	0	16
SF	10	3	0	0	0	1	0	0	0	0	0	0	21
TB	10	6	1	0	0	1	0	0	0	0	0	0	10
TEN	10	1	0	0	0	2	0	0	0	0	0	0	20
WAS	10	0	2	0	0	0	0	0	0	0	0	0	38
ARI	11	1	1	0	0	1	0	0	0	0	0	0	31
ATL	11	3	1	0	0	1	1	0	0	0	0	0	31
BAL	11	6	3	0	0	2	0	0	0	0	0	0	0
BUF	11	1	0	0	0	0	0	0	0	0	0	0	54
CHI	11	3	0	0	0	1	0	0	0	0	0	0	27
CIN	11	3	1	0	0	1	0	0	0	0	1	0	17
CLE	11	2	0	0	0	1	0	0	0	0	0	0	19
DAL	11	0	0	0	0	0	0	0	0	0	0	0	37
DEN	11	2	0	0	0	0	0	0	1	0	0	0	20
DET	11	1	0	0	0	1	1	0	0	0	0	0	24
GB	11	3	1	0	0	0	0	0	0	0	0	0	23
HOU	11	2	2	0	0	0	0	0	0	0	0	0	21
JAX	11	5	2	0	0	3	1	0	0	0	0	0	7
KC	11	0	1	0	0	0	0	0	0	0	0	0	12
LA	11	0	0	0	0	0	0	0	0	0	0	0	24
LAC	11	1	5	0	1	1	1	0	0	0	0	0	24
LV	11	1	0	0	0	0	0	0	0	0	0	0	33
MIA	11	1	0	0	0	0	0	0	0	0	0	0	30
MIN	11	2	0	0	0	1	0	0	0	0	0	0	7
NE	11	1	1	0	0	1	0	0	0	0	0	0	8
NO	11	2	0	0	0	0	0	0	0	0	0	0	31
NYG	11	1	3	0	0	0	0	0	0	0	0	0	9
PHI	11	4	3	0	0	1	1	0	0	0	0	0	9
PIT	11	5	4	0	0	0	0	0	0	0	1	0	17
SEA	11	1	0	0	0	1	0	0	0	0	0	0	34
TB	11	1	3	0	0	2	1	0	0	0	0	0	20
TEN	11	3	0	0	0	0	0	0	0	0	0	0	40
WAS	11	2	1	0	0	0	0	0	0	0	0	0	34
ARI	12	3	1	0	0	2	0	0	0	0	0	0	24
ATL	12	1	0	0	0	0	0	0	0	0	0	0	20
BAL	12	2	2	0	0	1	0	0	0	0	0	0	16
BUF	12	2	1	0	0	0	0	0	0	0	0	0	10
CAR	12	3	0	0	0	1	1	1	0	0	0	0	27
CHI	12	1	0	0	0	3	0	0	0	0	0	0	31
CIN	12	4	0	0	0	0	0	0	0	0	0	0	16
CLE	12	1	0	0	0	0	0	0	0	0	0	0	30
DAL	12	0	0	0	0	0	0	0	0	0	0	0	28
DEN	12	2	0	0	0	1	0	0	0	0	0	0	21
DET	12	2	0	0	0	0	0	0	0	1	1	0	30
GB	12	1	2	0	0	1	0	0	0	0	0	0	31
HOU	12	1	0	0	0	0	0	0	0	0	0	0	23
IND	12	0	2	0	0	0	0	0	0	0	0	0	20
JAX	12	1	1	0	0	1	1	0	0	0	0	0	27
KC	12	2	0	0	0	0	0	0	0	0	0	0	16
LA	12	3	0	0	0	0	0	0	0	0	0	0	20
LAC	12	2	2	0	1	0	0	0	0	0	0	0	6
LV	12	5	1	0	0	0	0	0	0	0	0	0	14
MIA	12	1	1	0	0	1	1	0	0	0	0	0	35
MIN	12	3	1	0	0	1	0	0	0	0	0	0	23
NE	12	7	2	0	0	1	0	0	0	0	0	0	17
NO	12	4	1	0	0	0	0	0	0	0	0	0	26
NYG	12	6	1	0	1	0	0	0	0	0	0	0	20
NYJ	12	3	0	0	0	0	0	0	0	0	0	0	35
PHI	12	2	2	0	0	0	1	0	0	0	0	0	3
PIT	12	4	0	0	0	0	0	0	0	0	0	0	28
SEA	12	3	1	0	0	0	0	0	0	0	0	0	13
SF	12	0	1	0	0	0	0	0	0	0	0	0	24
TB	12	0	0	0	0	1	0	0	0	0	0	0	34
TEN	12	8	0	0	0	1	0	0	0	0	0	0	16
WAS	12	4	1	0	0	0	0	0	0	0	0	0	10
ARI	13	1	1	0	0	0	0	0	0	0	0	0	32
ATL	13	2	0	0	0	0	0	0	0	0	0	0	14
BAL	13	3	2	0	1	1	0	0	0	0	0	0	20
BUF	13	3	1	0	0	0	0	0	0	0	0	0	23
CAR	13	2	0	0	0	1	0	0	0	0	0	0	31
CHI	13	2	1	0	0	0	0	1	0	0	0	0	15
CIN	13	1	1	0	0	0	0	0	0	0	0	0	23
CLE	13	1	0	0	0	0	0	0	0	0	0	0	19
DAL	13	4	2	0	0	2	0	1	0	0	0	0	14
DEN	13	2	2	0	1	1	0	0	0	0	0	0	35
DET	13	0	0	0	0	0	0	0	0	0	0	0	44
GB	13	7	0	0	0	1	1	0	0	0	0	0	20
HOU	13	2	0	0	0	1	0	0	0	0	0	0	24
IND	13	1	0	0	0	0	0	0	0	0	0	0	30
JAX	13	4	2	0	0	0	0	0	0	0	0	0	10
KC	13	0	0	0	0	0	0	0	0	0	0	0	38
LA	13	7	2	0	1	0	0	0	0	1	1	0	16
LAC	13	3	1	0	0	1	0	0	0	0	0	0	10
LV	13	3	0	0	0	2	0	0	0	0	0	0	17
MIA	13	3	3	2	1	0	0	0	1	0	0	0	9
MIN	13	0	0	0	0	0	0	0	0	0	0	0	9
NE	13	4	1	0	0	0	0	0	0	0	0	0	3
NO	13	2	0	0	0	1	0	0	0	0	0	0	21
NYG	13	1	0	0	0	1	0	0	0	0	0	0	24
NYJ	13	2	0	0	0	0	0	0	0	0	0	0	31
PHI	13	2	0	0	0	0	0	0	0	0	0	0	24
PIT	13	2	0	0	0	0	0	0	0	0	0	0	20
SEA	13	3	1	0	0	0	0	0	0	0	0	0	10
SF	13	2	0	0	0	0	0	0	0	0	0	0	14
TB	13	2	1	0	0	0	0	0	0	0	0	0	26
TEN	13	4	1	0	0	0	0	0	0	0	0	0	13
WAS	13	1	0	0	0	0	0	0	0	0	0	0	38
ARI	14	3	2	0	0	0	0	0	0	0	0	0	7
ATL	14	2	1	0	0	0	0	0	0	0	0	0	17
BAL	14	3	0	0	0	0	0	0	0	0	0	0	39
BUF	14	1	0	0	0	0	0	0	0	0	0	0	7
CAR	14	6	2	0	0	1	0	0	0	0	0	0	24
CHI	14	3	1	0	0	1	0	0	0	0	0	0	7
CIN	14	2	0	0	0	0	0	0	0	0	0	0	33
CLE	14	1	0	0	0	0	0	0	0	0	0	0	27
DAL	14	0	2	0	0	0	0	0	0	0	0	0	10
DEN	14	4	1	0	0	1	0	0	0	0	0	0	0
DET	14	3	2	0	0	3	0	0	0	0	0	0	21
GB	14	2	2	0	0	0	0	0	0	0	0	0	21
HOU	14	2	1	0	0	0	0	0	0	0	0	0	26
IND	14	0	1	0	0	1	0	0	0	0	0	0	13
JAX	14	2	3	0	0	0	0	0	0	0	0	0	24
KC	14	3	2	0	0	1	0	0	0	0	0	0	15
LA	14	2	1	0	0	0	0	1	1	0	0	0	43
LAC	14	2	1	0	0	0	0	0	0	0	0	0	13
LV	14	4	1	0	0	0	0	0	0	0	0	0	26
MIA	14	2	2	0	0	0	0	0	0	0	0	0	20
MIN	14	2	1	0	0	0	0	0	0	0	0	0	31
NE	14	2	0	0	0	0	0	0	0	0	0	0	27
NO	14	1	3	0	0	0	0	0	0	0	0	0	20
NYG	14	0	0	0	0	0	0	0	0	0	0	0	30
NYJ	14	2	0	0	0	0	0	0	0	0	0	0	23
PHI	14	2	0	0	0	2	1	0	0	0	0	0	35
PIT	14	1	1	0	0	0	0	0	0	0	0	0	38
SEA	14	0	0	0	0	1	0	0	0	0	0	0	30
SF	14	3	0	0	0	1	0	0	0	0	0	0	16
TB	14	0	2	0	0	1	0	0	0	0	0	0	24
TEN	14	8	0	0	0	0	0	0	0	0	0	0	12
WAS	14	2	1	0	1	0	0	0	0	0	0	0	30
